50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,"[51.9, 49.3]",,,,,,,,,,,7.0,,,,,,,,,,,,,,aa3b62b1-6cff-5142-94e3-2d2b3f86ab08,1230,,,"[28.2, 65.9]",4070726,49,0.0100320661,0.0198704954,-0.0098384293,0.0173590314,0.0089855939,0.0083734374,0.0182118667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josua Antonio Mejías García,25035.0,Right Center Back,115,Debrecen,2206,"['92da2f80-2661-420c-a905-0896b44ee08f', '2c8df4e0-51e5-482e-8bae-0a439659340d']",38,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:49:38.212,Carry,
,,,,,,"[116.1, 18.1]",,,,,,,,,,,7.701005000000354,,,,,,,,,,,,,,7f114e1e-525a-5c86-988c-07d834681981,1233,,,"[99.0, 11.1]",4070726,49,0.0079053873,0.0080001177,-9.47304e-05,0.0398782454,0.026522195,0.0133560505,0.0134507809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Flórián Cibla,406757.0,Left Wing,115,Debrecen,2206,"['e2f46b69-8879-48aa-bccd-497f543afdb5', 'db9c81f6-573b-4336-8695-9123468672a9', '21bae033-48ad-56b5-a51d-5fea866b2620']",48,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:49:48.446,Carry,True
,,,,,,"[108.8, 30.8]",,,,,,,,,,,0.566,,,,,,,,,,,,,,b47db570-29aa-5874-b1fc-983e8ff840aa,1239,,,"[109.3, 33.1]",4070726,49,0.0071005858,0.0097123878,-0.002611802,0.1055849642,0.1444772631,-0.0388922989,-0.036280497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rotem Moshe Keller,135472.0,Left Back,115,Debrecen,2206,"['215844a9-53db-40cc-a3df-02f1173090c7', 'c75ad205-70ee-494f-80b5-c28164069040', 'b3f32986-170e-4e6b-b3cb-477302e146ed']",57,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:49:57.246,Carry,True
,,,,,,"[111.9, 11.1]",,,,,,,,,,,1.2827700000000186,,,,,,,,,,,,,,58f3db82-84b5-5ccd-a474-e9f9a76ffdb0,1247,,,"[114.2, 5.7]",4070726,50,0.0085627539,0.0082474202,0.0003153337,0.0340852812,0.027960049,0.0061252322,0.0058098985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Dominik Kocsis,411567.0,Right Wing,116,Debrecen,2206,"['20497036-2fef-4df1-9838-61d13dd5304a', '7678d7af-42bf-59ce-876c-1465d2844568']",31,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:50:31.450,Carry,
,,,,,,"[42.8, 9.7]",,,,,,,,,,,0.9982940000000016,,,,,,,,,,,,,,e8deccde-c4e3-5cc4-8d69-0c77e92eb1cf,1266,,,"[42.5, 7.9]",4070726,45,0.0107611259,0.0107944002,-3.32743e-05,0.0123729939,0.0121511929,0.000221801,0.0002550753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Matija Ljujić,10837.0,Left Defensive Midfield,120,Ujpest,1033,"['bdc99a29-fa18-42be-9e73-6d83a8ef4210', '9687296d-6b61-50e5-887e-cfb493566daf']",34,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:34.622,Carry,
,,,,,,"[32.5, 27.2]",,,,,,,,,,,12.816,,,,,,,,,,,,,,35dc4962-c475-5206-a916-9387433d7653,1270,,,"[16.5, 23.2]",4070726,45,0.011076265,0.0123729939,-0.0012967288,0.0137160094,0.0107611259,0.0029548835,0.0042516124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benedek Miklós Erdélyi,406297.0,Goalkeeper,121,Debrecen,2206,"['b50d8ec3-c011-4210-bdcf-2aadd433392a', '6baaa7e2-72ff-47dd-8f72-fccc1d76a3c3']",40,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:00:40.784,Carry,
,,,,,,"[36.3, 55.2]",,,,,,,,,,,1.916209999999999,,,,,,,,,,,,,,94f816c4-dbe7-5f3f-bf0d-931ab79104f5,1273,,,"[32.7, 52.9]",4070726,45,0.0127708213,0.0134751508,-0.0007043295,0.0122527257,0.0117064789,0.0005462468,0.0012505762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Josua Antonio Mejías García,25035.0,Right Center Back,121,Debrecen,2206,"['f9d49ee7-a248-4992-9adb-54e84f963722', '071f3614-7a8e-50bd-bd7a-f303c27d6828', '4def80d5-4aae-4ca6-ba04-32194904814d']",55,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:00:55.080,Carry,True
,,,,,,"[18.0, 37.4]",,,,,,,,,,,9.036,,,,,,,,,,,,,,f757c3c1-f597-5763-90ca-1acb705cfd77,1277,,,"[6.4, 25.4]",4070726,46,0.0124745118,0.013123,-0.0006484883,0.0109771956,0.009028527,0.0019486686,0.0025971569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Péter Szappanos,158733.0,Goalkeeper,122,Ujpest,1033,"['67f1a334-683f-4c20-b9b2-8c7a3f52b61a', '817c8ed8-946b-46b3-a164-57cc62439a03']",0,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:00.942,Carry,
,,,,,,"[63.9, 52.2]",,,,,,,,,,,0.00034400000001187436,,,,,,,,,,,,,,cc1aaaa9-cc27-54e9-8068-a7c72093a830,1281,,,"[63.9, 52.2]",4070726,46,0.0093174791,0.0093174791,0.0,0.020174792,0.020174792,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sain Balázs Csaba,566866.0,Center Attacking Midfield,123,Debrecen,2206,"['40e682ea-18b8-56b9-9bbd-e758e0f8778b', '5649d3ca-14a3-43af-8347-37b85ecdf37f']",16,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:01:16.034,Carry,
,,,,,,"[63.3, 67.7]",,,,,,,,,,,1.7905619999999907,,,,,,,,,,,,,,4ab6e892-2b8a-5b13-bd56-2d99567b6f62,1285,,,"[57.2, 62.2]",4070726,46,0.0098522427,0.0107941506,-0.000941908,0.0173756722,0.014646261,0.0027294112,0.0036713192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Blaž Bošković,38787.0,Left Defensive Midfield,123,Debrecen,2206,"['ce4d52d4-be94-51eb-8795-be2c6a124cd5', 'b259156d-fd66-43a9-b6f7-7c5e25f5d2b7', '5070356f-a441-4c23-88e5-0970ca82258b']",17,,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:01:17.641,Carry,True
