50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.228179999999993,,,,,,,,,,,,,,,f7710600-cbb5-4b6a-b531-5510fa1c73ac,1904,,"[36.4, 63.7]",4003614,46,0.0116622848,0.0095172161,0.0021450687,0.0121132871,0.0124859419,-0.0003726548,-0.0025177235,,,,-2.197661,,,Left Foot,,,"[23.0, 45.2]",,Ground Pass,,22.84,,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.8393387203,0.9862368107,Riccardo Piscitelli,38335.0,,,,,Recovery,,2,Regular Play,Arijan Ademi,18879.0,Center Back,101,Ujpest,1033,"['4bcbdd24-1886-513b-9045-3b1cb36e1245', '4c0f686c-5c9d-454b-b32b-87588c6973ca']",37,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:37.923,Pass,
,,,,,,,,,,,,,,,,,1.853301999999996,,,,,,,,,,,,,,,fb77d455-93c7-438f-b29c-02a82f305647,1907,,"[23.5, 46.8]",4003614,46,0.0107006002,0.0113124363,-0.0006118361,0.012988749,0.0121132871,0.0008754618,0.0014872979,,,,0.935521,,,Left Foot,,,"[33.6, 60.5]",,Ground Pass,,17.02,,,,33.0,Defensive third - Center - To right - Short - Ground Pass,0.8916936707,0.9867880344,Arijan Ademi,18879.0,,,,,,,2,Regular Play,Riccardo Piscitelli,38335.0,Goalkeeper,101,Ujpest,1033,"['e0a3237a-a10b-59e2-8cb6-4a464269a954', 'b0b9ac3f-9738-57e6-a08d-f5f368fe6120']",41,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:41.351,Pass,
,,,,,,,,,,,,,,,,,1.486463999999993,,,,,,,,,,,,,,,bf138e32-96df-47bf-b706-c4faab27f704,1910,,"[36.4, 60.2]",4003614,46,0.0160387997,0.0105557563,0.0054830434,0.0118699716,0.013287059,-0.0014170874,-0.0069001308,,,,-1.805052,,,Right Foot,,,"[32.2, 42.6]",,Ground Pass,,18.09,,,,42.0,Defensive third - Right - To left - Short - Ground Pass,0.662328392,0.9960263968,André Lourenço Duarte,132838.0,,,,,,,2,Regular Play,Arijan Ademi,18879.0,Center Back,101,Ujpest,1033,"['05f21e93-2df0-5e01-8129-6f6017c9f0ec', '4161eb65-6a32-5da0-b7c6-8ec5ad33a2be']",46,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:46.208,Pass,
,,,,,,,,,,,,,,,,,1.1966040000000067,,,,,,,,,,,,,,,487cf501-fd57-46ff-b458-4d35a322843a,1914,,"[32.2, 42.6]",4003614,46,0.0113040451,0.0160387997,-0.0047347546,0.0128418524,0.0118699716,0.0009718807,0.0057066353,,,,1.680037,,,Right Foot,,,"[30.5, 58.1]",,Ground Pass,,15.59,,,,33.0,Defensive third - Center - To right - Short - Ground Pass,0.6694232835,0.9368851185,Arijan Ademi,18879.0,,,,,,,2,Regular Play,André Lourenço Duarte,132838.0,Right Center Back,101,Ujpest,1033,"['dc03e9f8-afd8-5305-a28e-b823a9171b02', '176816a7-a628-569b-847d-7abeafe5588c', 'fbaeb479-18ed-4141-bfee-e168479d7a21']",47,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:47.695,Pass,True
,,,,,,,,,,,,,,,,,3.3630139999999957,,,,,,,,,,,,,,,71c78fb7-7594-4812-9c92-703c920a81bf,1917,,"[30.3, 53.6]",4003614,46,0.0118386354,0.0109924208,0.0008462146,0.0100116618,0.0130377384,-0.0030260766,-0.0038722912,,,,-2.356194,,,Right Foot,,,"[13.6, 36.9]",,Ground Pass,,23.62,,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9939624594,0.9973988533,Riccardo Piscitelli,38335.0,,,,,,,2,Regular Play,Arijan Ademi,18879.0,Center Back,101,Ujpest,1033,"['b823522f-fdec-5fa9-9380-96ed232ccd61', '3bd04f05-ad35-510e-9d6e-5372ecbed953']",50,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:50.295,Pass,
,,,,,,,,,,,,,,,,,1.4458680000000022,,,,,,,,,,,,,,,c39b1958-6c61-4ef6-9ea1-539807825694,1919,,"[13.6, 36.9]",4003614,46,0.0155083798,0.0118386354,0.0036697444,0.0085964957,0.0100116618,-0.0014151661,-0.0050849104,,,,-1.086075,,,Left Foot,,,"[22.5, 20.0]",,Ground Pass,,19.1,,,,21.0,Defensive third - Center - To left - Short - Ground Pass,0.9695535695,0.9897398949,João Aniceto Grandela Nunes,7977.0,,,,,,,2,Regular Play,Riccardo Piscitelli,38335.0,Goalkeeper,101,Ujpest,1033,['8eb125dd-e465-56f8-9774-aa1a2fc4dcab'],53,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:53.658,Pass,
,,,,,,,,,,,,,,,,,2.966591,,,,,,,,,,,,,,,5be4b4bb-9e2c-4cfe-8c26-e84b1a6dcb48,1923,,"[22.5, 24.4]",4003614,46,0.015816357,0.0121357488,0.0036806082,0.0102831265,0.0114668403,-0.0011837138,-0.004864322,,,,0.550623,,,Right Foot,,,"[71.2, 54.3]",,High Pass,,57.15,,Incomplete,,14.0,Defensive third - Center - Forwards - Long - High Pass,0.9676088189,0.3509157896,,,,,,,,,2,Regular Play,João Aniceto Grandela Nunes,7977.0,Left Center Back,101,Ujpest,1033,"['6cabb7e4-f04e-530c-ba63-05c0b12cb1df', 'c9fccad3-ccd7-4eb6-8caf-ec434636d187']",56,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:56.644,Pass,
,,,,,,,,,,,,,,,,,1.9662100000000065,,,,,,,,,,,,,,,c9fccad3-ccd7-4eb6-8caf-ec434636d187,1924,,"[48.9, 25.8]",4003614,46,0.0098992968,0.0114668403,-0.0015675435,0.0250130296,0.0121357488,0.0128772808,0.0144448243,,,,0.263357,,,Left Foot,,,"[77.6, 33.5]",,High Pass,,29.69,,,,13.0,Midfield third - Left - Forwards - Short - High Pass,0.5404480975,0.2486691177,Donát Bárány,101845.0,,,,,Recovery,,2,Regular Play,Botond Vajda,404333.0,Left Back,102,Debrecen,2206,"['398662d6-b704-5817-bac0-bed0f3b1b7bd', '5be4b4bb-9e2c-4cfe-8c26-e84b1a6dcb48']",59,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:01:59.611,Pass,
,,,,,,,,,,,,,,,,,0.9213040000000036,,,,,,,,,,,,,,,f62456c4-7817-479e-b47d-c6cc3d69ae7a,1928,,"[77.6, 38.5]",4003614,47,0.0093035726,0.0094047282,-0.0001011556,0.0240282305,0.0253969878,-0.0013687573,-0.0012676017,,,,1.545146,,,Right Foot,,,"[78.0, 55.7]",,Ground Pass,,17.16,,,,2.0,Attacking third - Center - To right - Short - Ground Pass,0.9477643147,0.9788321257,Balázs Dzsudzsák,10810.0,,,,,,,2,Regular Play,Donát Bárány,101845.0,Center Forward,102,Debrecen,2206,"['2aa0f16a-51c4-56bc-a1b0-0ba8e3300c7f', 'e5d8fdd7-d8b3-561d-ab56-3f4e6d6c271e']",2,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:02.235,Pass,
,,,,,,,,,,,,,,,,,3.1752119999999997,,,,,,,,,,,,,,,bc195262-e5f1-46c6-977f-6302b0ee6ecb,1931,,"[78.0, 52.1]",4003614,47,0.0091592744,0.0093084164,-0.000149142,0.0366809741,0.0252956599,0.0113853142,0.0115344562,,,,0.242241,,,Left Foot,,,"[95.2, 56.4]",,Ground Pass,,17.72,,,,43.0,Attacking third - Right - Forwards - Short - Ground Pass,0.7384236003,0.6715548635,Dominik Kocsis,411567.0,,,,,,,2,Regular Play,Balázs Dzsudzsák,10810.0,Center Attacking Midfield,102,Debrecen,2206,"['d76d9df7-2774-5dcf-b1f7-3035733dc501', '5948f6f6-8874-5dc7-9f85-63989775e0a5']",4,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:04.103,Pass,
,,,,,,,,,,,,,,,,,0.9613879999999916,,,,,,,,,,,,,,,323dc8fd-f8f3-44cc-9c23-4c45270ecf8a,1934,,"[97.6, 55.4]",4003614,47,0.0093197115,0.0089780902,0.0003416212,0.0266239028,0.0392166339,-0.012592731,-0.0129343523,,,,3.07872,,,Right Foot,,,"[82.5, 56.4]",,Ground Pass,,15.12,,,,55.0,Attacking third - Right - Backwards - Short - Ground Pass,0.9525015717,0.9643878341,Balázs Dzsudzsák,10810.0,,,,,,,2,Regular Play,Dominik Kocsis,411567.0,Right Wing,102,Debrecen,2206,"['afd8a5ec-4c64-59f4-a739-6dbf41435067', '5e0aa4a9-ec6e-5ca2-8c93-9d0f749ddd6d']",8,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:08.750,Pass,
,,,,,,,,,,,,,,,,,0.3262200000000012,,,,,,,,,,,,,,,1329efdf-3baf-4cf6-a692-f6d009504cf6,1937,,"[83.9, 53.8]",4003614,47,0.0140191065,0.0092333658,0.0047857407,0.0105857048,0.0287138335,-0.0181281287,-0.0229138695,,,,0.093926,,,Left Foot,,,"[93.6, 54.7]",,Ground Pass,,9.7,,Incomplete,,43.0,Attacking third - Right - Forwards - Short - Ground Pass,0.8235157284,0.6600438356,,,,,,,,,2,Regular Play,Balázs Dzsudzsák,10810.0,Center Attacking Midfield,102,Debrecen,2206,"['9ff666ba-573e-5757-9346-84cf3bc12930', '024efc2a-d56c-4935-8c7e-608c149567b2']",11,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:11.256,Pass,
,,,,,,,,,,,,,,,,,1.0954860000000044,,,,,,,,,,,,,,,dfb50d9f-6e1c-43ac-8d4f-8ee43c84a656,1939,,"[34.5, 25.9]",4003614,47,0.0122453123,0.0105857048,0.0016596075,0.0125441467,0.0140191065,-0.0014749598,-0.0031345673,,,,3.054435,,,Left Foot,,,"[24.2, 26.8]",,Ground Pass,,10.34,,,,16.0,Defensive third - Left - To right - Short - Ground Pass,0.8779653771,0.9634636045,Matija Ljujić,10837.0,,,,,Recovery,,2,Regular Play,Iuri José Picanço Medeiros,7138.0,Left Center Midfield,103,Ujpest,1033,['0c93bfef-3d84-55cd-b2b8-3b388faabb7a'],12,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:12.283,Pass,
,,,,,,,,,,,,,,,,,0.9759800000000104,,,,,,,,,,,,,,,9a39735d-86d6-4faf-9d06-4426d7015738,1942,,"[28.2, 28.4]",4003614,47,0.0120709008,0.0115529094,0.0005179914,0.0135134337,0.0129144657,0.000598968,8.09766e-05,,,,0.396183,,,Right Foot,,,"[43.5, 34.8]",,Ground Pass,,16.58,,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.9982256785,0.9537125826,Milan Tučić,48713.0,,,,,,,2,Regular Play,Matija Ljujić,10837.0,Right Center Midfield,103,Ujpest,1033,"['dd523c28-696e-5239-a4fa-20e301dc3eac', '2e0b0fd6-b99a-515d-a86c-99ff923153ad']",14,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:14.278,Pass,
,,,,,,,,,,,,,,,,,1.9770130000000063,,,,,,,,,,,,,,,a769d311-ce36-44bd-bfdb-6e0921254678,1946,,"[46.3, 36.4]",4003614,47,0.0152714215,0.0099456729,0.0053257486,0.0101177962,0.0154538425,-0.0053360462,-0.0106617948,,,,-0.73475,,,Left Foot,,,"[69.1, 15.8]",,Ground Pass,,30.73,,Incomplete,,30.0,Midfield third - Center - To left - Short - Ground Pass,0.4746968338,0.9266846776,,,,,,,,,2,Regular Play,Milan Tučić,48713.0,Left Center Forward,103,Ujpest,1033,"['370e70e3-d2f5-4c97-8c77-536ff656ca95', '6edda333-1419-57e8-9ce6-cf73febebc38']",16,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:16.143,Pass,
,,,,,,,,,,,,,,,,,1.4759140000000188,,,,,,,,,,,,,,,537baea8-ecd9-4659-8111-1506bde9f82c,1949,,"[50.3, 67.4]",4003614,47,0.0091557736,0.0101445271,-0.0009887535,0.0211993568,0.0143862972,0.0068130596,0.0078018131,,,,0.111287,,,Right Foot,,,"[79.9, 70.7]",,Ground Pass,,29.8,,,,20.0,Midfield third - Right - Forwards - Short - High Pass,0.8923386251,0.7537257671,Tamás Szűcs,315180.0,,,,,,,2,Regular Play,Márk Szécsi,404329.0,Right Back,104,Debrecen,2206,"['c753951c-beeb-5396-aaab-fffcb5c79fea', '77575b95-8ea2-5fb6-9802-e3835310b09a']",19,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:19.225,Pass,
,,,,,,,,,,,,,,,,,0.8007669999999926,,,,,,,,,,,,,,,ea1a8cbe-1110-4869-95f0-d3385785d795,1952,,"[79.2, 74.5]",4003614,47,0.0090258392,0.0089721354,5.37038e-05,0.020899931,0.019619491,0.00128044,0.0012267362,,,,-0.700885,,,Right Foot,,,"[85.1, 69.5]",,Ground Pass,,7.71,,,,51.0,Midfield third - Right - To left - Short - Ground Pass,0.904223046,0.8320182562,Dominik Kocsis,411567.0,,,,,,,2,Regular Play,Tamás Szűcs,315180.0,Left Defensive Midfield,104,Debrecen,2206,"['1f7dc857-33d1-5749-a2f7-1f1e83b1a02e', '61ba63d6-fb54-5e3b-b14c-922bf1042ac2']",22,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:22.843,Pass,
,,,,,,,,,,,,,,,,,1.3330859999999811,,,,,,,,,,,,,,,68fc7ca1-2b10-4e30-ad39-f92cd78cbe4d,1956,,"[82.5, 70.0]",4003614,47,0.0099533908,0.0091279913,0.0008253995,0.0142904557,0.0195128936,-0.0052224379,-0.0060478374,,,,3.067634,,,Left Foot,,,"[63.5, 71.4]",,Ground Pass,,19.08,,,,23.0,Midfield third - Right - Backwards - Short - Ground Pass,0.9970854821,0.9753960371,Márk Szécsi,404329.0,,,,,,,2,Regular Play,Dominik Kocsis,411567.0,Right Wing,104,Debrecen,2206,"['5d9c7088-72a3-5269-9609-426591fb25f9', '5d5df6da-34b0-4415-8405-27453722b9c4', '22bd6e11-e1f8-55d0-b95d-522edc4b4dc3']",24,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:24.218,Pass,True
,,,,,,,,,,,,,,,,,0.15999900000001072,,,,,,,,,,,,,,,860a11b5-8062-4927-9ed5-6131d2af3722,1960,,"[70.8, 72.4]",4003614,47,0.0091035925,0.0105751622,-0.0014715698,0.0110374196,0.0160119943,-0.0049745748,-0.003503005,,,,-0.03124,,,Right Foot,,,"[72.4, 72.4]",,Ground Pass,,1.6,,Incomplete,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.7874840321,0.7378286719,,,,,,,,,2,Regular Play,Márk Szécsi,404329.0,Right Back,104,Debrecen,2206,"['1bd0d9d3-56f0-5cbc-9441-74118f43692a', 'edec0c21-24ff-4f84-9283-5bbe937f4639', '905b5225-1d73-49be-b302-778385c64610']",26,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:26.317,Pass,True
,,,,,,,,,,,,,,,,,0.30639900000000486,,,,,,,,,,,,,,,f1fe2474-3eab-4bce-a6d9-1b284cad72ae,1962,,"[67.9, 80.0]",4003614,47,0.0088890241,0.0091035925,-0.0002145683,0.0237813964,0.0110374196,0.0127439769,0.0129585452,True,,,-0.526097,,,,,,"[91.2, 66.5]",,Low Pass,,26.94,,,,,,,0.6643346548,Tamás Szűcs,315180.0,,,,,Throw-in,,2,From Throw In,Botond Vajda,404333.0,Left Back,105,Debrecen,2206,['69f1a9e2-c849-53ab-a497-cd0c0ec59390'],45,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:45.274,Pass,
,,,,,,,,,,,,,,,,,1.152210000000021,,,,,,,,,,,,,,,f501ba12-9f4d-49ea-952c-948c0bd04b02,1964,,"[83.9, 66.7]",4003614,47,0.0103997625,0.0088890241,0.0015107384,0.0148876105,0.0237813964,-0.008893786,-0.0104045244,True,,,-2.343436,,,Right Foot,,,"[45.6, 27.4]",,Ground Pass,,54.87,,,,25.0,Midfield third - Right - To left - Long - High Pass,0.7481924693,0.9870232344,Josua Antonio Mejías García,25035.0,,,,,,,2,From Throw In,Tamás Szűcs,315180.0,Left Defensive Midfield,105,Debrecen,2206,['81477306-b521-5cd7-8275-02bc3af1dced'],45,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:45.879,Pass,
,,,,,,,,,,,,,,,,,1.4850100000000093,,,,,,,,,,,,,,,53477b38-f185-402c-b35d-7062b854d38e,1966,,"[41.8, 27.2]",4003614,47,0.0123457313,0.0103997625,0.0019459687,0.0120490333,0.0148876105,-0.0028385771,-0.0047845459,,,,2.479056,,,Left Foot,,,"[23.7, 41.3]",,Ground Pass,,22.91,,,,38.0,Midfield third - Left - Backwards - Long - Ground Pass,0.4836574983,0.9950931072,Ádám Varga,404991.0,,,,,,,2,From Throw In,Josua Antonio Mejías García,25035.0,Left Center Back,105,Debrecen,2206,['19b269da-5dec-52eb-b9d9-bf95b359aa8b'],47,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:47.542,Pass,
,,,,,,,,,,,,,,,,,2.507160999999993,,,,,,,,,,,,,,,b681c343-5b99-4ee1-8dc2-d339152a9e99,1969,,"[27.0, 41.8]",4003614,47,0.011619065,0.0109424209,0.000676644,0.0117043825,0.012667872,-0.0009634895,-0.0016401336,,,,-0.330121,,,Right Foot,,,"[82.0, 22.9]",,High Pass,,58.18,,,,52.0,Defensive third - Center - Forwards - Long - High Pass,0.973563423,0.3587968349,Donát Bárány,101845.0,,,,,,,2,From Throw In,Ádám Varga,404991.0,Goalkeeper,105,Debrecen,2206,"['47abaeb0-63de-50a4-a383-10d42bfe6d58', 'c985aa47-5444-52b2-9568-5b3d006462d1']",54,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:02:54.227,Pass,
,,,,,,,,,,,,,,,,,1.8587790000000095,,,,,,,,,,,,,,,fad26ef8-b65c-46a4-b35d-3cc5da3f217f,1972,,"[23.7, 60.7]",4003614,47,0.011662554,0.012667872,-0.001005318,0.009624958,0.0109424209,-0.0013174629,-0.0003121449,,,,-2.352872,,,Left Foot,,,"[8.7, 45.6]",,Ground Pass,,21.28,,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9865116496,0.9888701439,Riccardo Piscitelli,38335.0,,,,,Recovery,,2,Regular Play,Arijan Ademi,18879.0,Center Back,106,Ujpest,1033,['e309c922-bc6d-5d82-bfd7-e593154559f1'],58,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:58.990,Pass,
,,,,,,,,,,,,,,,,,1.944423999999999,,,,,,,,,,,,,,,277b2717-39c5-4476-859b-26c033c894b1,1975,,"[8.7, 45.6]",4003614,48,0.013093397,0.011662554,0.001430843,0.0068754344,0.009624958,-0.0027495236,-0.0041803666,,,,1.420221,,,Left Foot,,,"[13.1, 74.6]",,High Pass,,29.33,,,,44.0,Defensive third - Center - To right - Short - Ground Pass,0.991578018,0.5310698152,Arijan Ademi,18879.0,,,,,,,2,Regular Play,Riccardo Piscitelli,38335.0,Goalkeeper,106,Ujpest,1033,"['a8f6d954-461a-5bdf-891f-30d488bce4f3', '84b16404-aa51-5e5f-8c47-3f6715fc648a']",0,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:00.849,Pass,
,,,,,,,,,,,,,,,,,1.6098040000000036,,,,,,,,,,,,,,,38fbff8f-84ee-4cb8-8d26-76e37a3a3c94,1978,,"[19.5, 73.9]",4003614,48,0.0108998809,0.0127141224,-0.0018142415,0.0094454624,0.0082046017,0.0012408607,0.0030551022,,,,0.042657,,,Right Foot,,,"[35.9, 74.6]",,Ground Pass,,16.41,,,,58.0,Defensive third - Right - Forwards - Short - Ground Pass,0.9984851987,0.850698173,Giorgi Beridze,28763.0,,,,,,,2,Regular Play,Arijan Ademi,18879.0,Center Back,106,Ujpest,1033,"['5ca5bdd5-a351-54de-9fc7-0eca75ec0dc1', '4d1c80df-5d2d-5a66-8bec-2dd06ff3b6a1']",4,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:04.155,Pass,
,,,,,,,,,,,,,,,,,2.0449010000000127,,,,,,,,,,,,,,,4d4d3b35-c3f1-45a1-a822-e56abeccadf1,1984,,"[34.5, 76.2]",4003614,48,0.0101644807,0.0100327805,0.0001317002,0.0161773376,0.0107269017,0.0054504359,0.0053187357,,,,-1.024272,,,Right Foot,,,"[49.1, 52.2]",,Ground Pass,,28.09,,,,,,,0.9601975083,Iuri José Picanço Medeiros,7138.0,,,,,Free Kick,,2,From Free Kick,Giorgi Beridze,28763.0,Right Wing Back,107,Ujpest,1033,['2242bd7b-b0f4-5b79-9a17-cf25c3735b74'],10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:10.739,Pass,
,,,,,,,,,,,,,,,,,2.388369000000006,,,,,,,,,,,,,,,c759e24e-3a3b-4461-b123-e1a3a9471def,1987,,"[48.2, 48.0]",4003614,48,0.0097190626,0.0101611326,-0.00044207,0.020407306,0.0158686973,0.0045386087,0.0049806787,,,,-0.80865,,,Left Foot,,,"[79.7, 15.0]",,Ground Pass,,45.62,,,,25.0,Midfield third - Right - To left - Long - High Pass,0.594035601,0.7795367837,Tiago Lisboa Silva Gonçalves,418965.0,,,,,,,2,From Free Kick,Iuri José Picanço Medeiros,7138.0,Left Center Midfield,107,Ujpest,1033,"['ebe69ed6-7eb0-55e3-ab1c-3249ace722c9', 'e41e45e5-19b3-5fb8-a3b8-c547eef47de2']",13,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:13.908,Pass,
,,,,,,,,,,,,,,,,,1.6188549999999813,,,,,,,,,,,,,,,491bed89-1b15-4ac2-b44c-7ded8cb9b0b1,1994,,"[88.1, 0.1]",4003614,48,0.009283999,0.0084597263,0.0008242726,0.0188718494,0.0141550284,0.004716821,0.0038925484,,,,2.630487,,,,,,"[73.3, 8.4]",,Low Pass,,16.97,,,,,,,0.9968898892,João Aniceto Grandela Nunes,7977.0,,,,,Throw-in,,2,From Throw In,Tiago Lisboa Silva Gonçalves,418965.0,Left Wing Back,108,Ujpest,1033,"['78acd5ae-143e-5fab-945a-6b57bee70674', '54191c3c-7506-5a7c-b087-76271b872931']",24,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:24.269,Pass,
,,,,,,,,,,,,,,,,,0.9806760000000068,,,,,,,,,,,,,,,18bac069-1f0d-4236-9481-975e43bdaa3e,1997,,"[71.0, 8.4]",4003614,48,0.0095533198,0.0092020938,0.000351226,0.0162054095,0.017890472,-0.0016850624,-0.0020362884,,,,2.850858,,,Right Foot,,,"[58.3, 12.2]",,Ground Pass,,13.26,,,,32.0,Midfield third - Left - To right - Short - Ground Pass,0.9954229849,0.9890645742,Damian Rasak,12829.0,,,,,,,2,From Throw In,João Aniceto Grandela Nunes,7977.0,Left Center Back,108,Ujpest,1033,"['cf17fa2b-6dd5-52c8-a36a-2dfa395732da', '8ec201d1-b4e9-5205-8f8a-604a62262c0b']",26,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:26.949,Pass,
,,,,,,,,,,,,,,,,,1.561872000000003,,,,,,,,,,,,,,,f562217f-f7b1-4edf-b361-82d015f51abe,2000,,"[58.3, 12.2]",4003614,48,0.009573957,0.0095533198,2.06372e-05,0.0180208404,0.0162054095,0.0018154308,0.0017947936,,,,-0.394791,,,Right Foot,,,"[67.9, 8.2]",,Ground Pass,,10.4,,,,19.0,Midfield third - Left - Forwards - Short - Ground Pass,0.6057982006,0.9316159487,João Aniceto Grandela Nunes,7977.0,,,,,,,2,From Throw In,Damian Rasak,12829.0,Center Defensive Midfield,108,Ujpest,1033,"['fccff36f-05bb-525a-8d40-63afab45a991', '556cdca7-1584-5d8a-8c37-dfec77802f2c']",27,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:27.930,Pass,
,,,,,,,,,,,,,,,,,1.019810999999987,,,,,,,,,,,,,,,5c7717b6-df48-43b0-9192-d3fe43062253,2003,,"[68.6, 11.3]",4003614,48,0.0097891623,0.0092154769,0.0005736854,0.0203230623,0.0185067933,0.001816269,0.0012425836,,,,1.417464,,,Right Foot,,,"[70.3, 22.3]",,Ground Pass,,11.13,,,,32.0,Midfield third - Left - To right - Short - Ground Pass,0.9817339096,0.9741870761,Matija Ljujić,10837.0,,,,,,,2,From Throw In,João Aniceto Grandela Nunes,7977.0,Left Center Back,108,Ujpest,1033,"['b2262c18-1243-5d00-af2f-3ca7d48c3c4b', '17d1c6c4-bc5e-5a54-acdc-01764cb9afb6']",30,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:30.106,Pass,
,,,,,,,,,,,,,,,,,1.3828310000000057,,,,,,,,,,,,,,,eda2c34c-613f-4fc9-a7cf-897aa320a08d,2006,,"[70.3, 22.3]",4003614,48,0.0086888932,0.0097891623,-0.0011002691,0.0243099425,0.0203230623,0.0039868802,0.0050871493,,,,-0.321751,,,Left Foot,,,"[82.3, 18.3]",,High Pass,,12.65,,,,57.0,Midfield third - Left - Forwards - Short - Ground Pass,0.6963980344,0.4588171542,Iuri José Picanço Medeiros,7138.0,,,,,,,2,From Throw In,Matija Ljujić,10837.0,Right Center Midfield,108,Ujpest,1033,"['cf30a88c-1885-5dbc-859b-b2a8ccfdd61d', 'bd206853-8f1e-58ae-990b-e3a0e4d478b6']",31,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:31.126,Pass,
