account_id,match_id,team_id,team_name,opposition_id,opposition_name,competition_id,competition_name,season_id,season_name,team_female,team_match_gd,team_match_xgd,team_match_np_shots,team_match_op_shots,team_match_op_shots_outside_box,team_match_sp_shots,team_match_np_xg,team_match_op_xg,team_match_sp_xg,team_match_np_xg_per_shot,team_match_np_shot_distance,team_match_op_shot_distance,team_match_sp_shot_distance,team_match_possessions,team_match_possession,team_match_directness,team_match_pace_towards_goal,team_match_gk_pass_distance,team_match_gk_long_pass_ratio,team_match_box_cross_ratio,team_match_passes_inside_box,team_match_defensive_distance,team_match_ppda,team_match_defensive_distance_ppda,team_match_opp_passing_ratio,team_match_opp_final_third_pass_ratio,team_match_np_shots_conceded,team_match_op_shots_conceded,team_match_op_shots_conceded_outside_box,team_match_sp_shots_conceded,team_match_np_xg_conceded,team_match_op_xg_conceded,team_match_sp_xg_conceded,team_match_np_xg_per_shot_conceded,team_match_np_shot_distance_conceded,team_match_op_shot_distance_conceded,team_match_sp_shot_distance_conceded,team_match_deep_completions_conceded,team_match_passes_inside_box_conceded,team_match_corners,team_match_corner_xg,team_match_xg_per_corner,team_match_free_kicks,team_match_free_kick_xg,team_match_xg_per_free_kick,team_match_direct_free_kicks,team_match_direct_free_kick_xg,team_match_xg_per_direct_free_kick,team_match_throw_ins,team_match_throw_in_xg,team_match_xg_per_throw_in,team_match_ball_in_play_time,team_match_counter_attacking_shots,team_match_high_press_shots,team_match_shots_in_clear,team_match_counter_attacking_shots_conceded,team_match_shots_in_clear_conceded,team_match_aggressive_actions,team_match_aggression,team_match_goals,team_match_own_goals,team_match_penalty_goals,team_match_goals_conceded,team_match_opposition_own_goals,team_match_penalty_goals_conceded,team_match_shots_from_corners,team_match_goals_from_corners,team_match_shots_from_free_kicks,team_match_goals_from_free_kicks,team_match_direct_free_kick_goals,team_match_shots_from_direct_free_kicks,team_match_shots_from_throw_ins,team_match_goals_from_throw_ins,team_match_direct_free_kick_goals_conceded,team_match_shots_from_direct_free_kicks_conceded,team_match_corners_conceded,team_match_corner_xg_conceded,team_match_shots_from_corners_conceded,team_match_goals_from_corners_conceded,team_match_free_kicks_conceded,team_match_free_kick_xg_conceded,team_match_shots_from_free_kicks_conceded,team_match_goals_from_free_kicks_conceded,team_match_direct_free_kicks_conceded,team_match_direct_free_kick_xg_conceded,team_match_throw_ins_conceded,team_match_throw_in_xg_conceded,team_match_shots_from_throw_ins_conceded,team_match_goals_from_throw_ins_conceded,team_match_corner_shot_ratio,team_match_corner_goal_ratio,team_match_free_kick_shot_ratio,team_match_free_kick_goal_ratio,team_match_direct_free_kick_goal_ratio,team_match_throw_in_shot_ratio,team_match_throw_in_goal_ratio,team_match_xg_per_corner_conceded,team_match_corner_shot_ratio_conceded,team_match_corner_goal_ratio_conceded,team_match_xg_per_free_kick_conceded,team_match_free_kick_shot_ratio_conceded,team_match_free_kick_goal_ratio_conceded,team_match_xg_per_direct_free_kick_conceded,team_match_direct_free_kick_goal_ratio_conceded,team_match_xg_per_throw_in_conceded,team_match_throw_in_shot_ratio_conceded,team_match_throw_in_goal_ratio_conceded,team_match_direct_free_kick_shot_ratio,team_match_direct_free_kick_shot_ratio_conceded,team_match_sp,team_match_xg_per_sp,team_match_sp_shot_ratio,team_match_sp_goals,team_match_sp_goal_ratio,team_match_sp_conceded,team_match_xg_per_sp_conceded,team_match_sp_shot_ratio_conceded,team_match_sp_goals_conceded,team_match_sp_goal_ratio_conceded,team_match_penalties_won,team_match_penalties_conceded,team_match_completed_dribbles,team_match_failed_dribbles,team_match_total_dribbles,team_match_dribble_ratio,team_match_completed_dribbles_conceded,team_match_failed_dribbles_conceded,team_match_total_dribbles_conceded,team_match_opposition_dribble_ratio,team_match_high_press_shots_conceded,team_match_np_gd,team_match_np_xgd,team_match_deep_completions,team_match_passing_ratio,team_match_pressures,team_match_counterpressures,team_match_pressure_regains,team_match_counterpressure_regains,team_match_defensive_action_regains,team_match_yellow_cards,team_match_second_yellow_cards,team_match_red_cards,team_match_fhalf_pressures,team_match_fhalf_counterpressures,team_match_fhalf_pressures_ratio,team_match_fhalf_counterpressures_ratio,team_match_crosses_into_box,team_match_successful_crosses_into_box,team_match_successful_box_cross_ratio,team_match_deep_progressions,team_match_deep_progressions_conceded,team_match_obv,team_match_obv_pass,team_match_obv_shot,team_match_obv_defensive_action,team_match_obv_dribble_carry,team_match_obv_gk,team_match_obv_conceded,team_match_obv_pass_conceded,team_match_obv_shot_nconceded,team_match_obv_defensive_action_conceded,team_match_obv_dribble_carry_conceded,team_match_obv_gk_conceded,team_match_passes,team_match_successful_passes,team_match_passes_conceded,team_match_successful_passes_conceded,team_match_op_passes,team_match_op_passes_conceded,match_date,team_touches_in_opp_box,team_match_op_f3_passes,team_match_f3_forward_passes,possession_count,passes_per_possession
33643,4070751,1033,Ujpest,2211,Vasas,1522,NB I,351,2026/2027,False,2,1.6141665,12,9,5,3,1.8333753,1.4413081,0.39206713,0.15278128,15.876863,18.614855,7.662884,219,0.5013286093888397,0.9285698,3.421212700531097,40.55186,0.5,0.2608695652173913,7,46.827724,14.958333333333334,3.3448374222735966,0.8525754884547069,0.75,15,11,3,4,1.0027092,0.54986197,0.4528471,0.06684728,17.075184,16.771507,17.91029,5,3,3,0.39206713,0.13068904,11,0.0,0.0,0,0.0,,29,0.0,0.0,61.371853,1,3,4,1,3,81,0.1438721136767318,3,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0.012859564,1,0,13,0.43998754,3,1,0,0.0,10,0.0,0,0,1.0,0.0,0.2307692307692307,0.0769230769230769,,0.0,0.0,0.012859564,1.0,0.0,0.033845194,0.2307692307692307,0.0769230769230769,,,0.0,0.0,0.0,,,43,0.009117841,0.0697674418604651,0,0.0,24,0.018868629,0.1666666666666666,1,0.0416666666666666,1,0,3,0,3,1.0,8,1,9,0.8888888888888888,7,1,0.8306662,7,0.75,130,26,41,7,59,2,0,0,55,18,0.4230769230769231,0.6923076923076923,6,1,0.1428571428571428,41,57,3.786452,1.3736964,1.249382,0.7414972,0.3716895,0.050180394,1.4205223,0.82714313,0.078255124,-0.026329821,0.7099043,-0.16845149,566,468,563,480,512,528,2026-08-29,30,24,24,373,1.517426273458445
33643,4070751,2211,Vasas,1033,Ujpest,1522,NB I,351,2026/2027,False,-2,-1.6141663,15,11,3,4,1.0027092,0.54986197,0.4528471,0.06684728,17.075184,16.771507,17.91029,218,0.4986713906111603,0.9259383,3.1211937651709616,42.607494,0.5454545454545454,0.3571428571428571,3,42.76429,17.285714285714285,2.5155465262276784,0.8268551236749117,0.6770186335403726,12,9,5,3,1.8333755,1.4413083,0.39206713,0.1527813,15.876863,18.614855,7.662884,7,7,1,0.012859564,0.012859564,13,0.43998754,0.033845194,0,0.0,,10,0.0,0.0,61.371853,1,7,3,1,4,96,0.1696113074204947,1,0,0,3,0,1,1,0,3,1,0,0,0,0,0,0,3,0.39206713,3,0,11,0.0,0,0,0,0.0,29,0.0,0,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.13068904,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,24,0.018868629,0.1666666666666666,1,1.0,43,0.009117841,0.0697674418604651,0,0.0,0,1,8,1,9,0.8888888888888888,3,0,3,1.0,3,-1,-0.8306663,5,0.6770186335403726,142,26,44,10,64,1,0,0,74,19,0.5211267605633803,0.7307692307692307,10,6,0.5454545454545454,57,41,1.4205227,0.82714325,0.078255124,-0.02632977,0.7099041,-0.16845149,3.7864516,1.3736976,1.249382,0.74149716,0.3716895,0.05018039,563,480,566,468,528,512,2026-08-29,31,40,40,372,1.5134408602150538
