50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.109,,,,,,,,,,,,,,a0ba281e-0612-5adc-8a5a-e1b3b40545fd,1473,,"[80.3, 64.3]",4003569,48,0.0152753675,0.0092390869,0.0060362807,0.0100291865,0.0236865226,-0.0136573361,-0.0196936168,,,,-1.048962,,Right Foot,,,"[82.6, 60.3]",,Ground Pass,,4.61,Incomplete,,51.0,Midfield third - Right - To left - Short - Ground Pass,0.9697754336,0.8114620447,,,,,,,,,1,Regular Play,Fran Brodić,130597.0,Center Forward,130,Ujpest,1033,"['a26070b2-dd5f-533b-a66f-2a44f51cb282', '6c85427c-3ea1-5c93-ad5b-126ed27c6a8c']",15,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:48:15.620,Pass,
,,,,,,,,,,,,,,,,,1.864,,,,,,,,,,,,,,5d1f0454-0445-5287-9036-ce2fd44e6eb6,1477,,"[43.3, 27.1]",4003569,48,0.006676178,0.0100291865,-0.0033530085,0.0106016891,0.0152753675,-0.0046736784,-0.0013206699,,,,-0.208465,,Right Foot,,,"[74.5, 20.5]",,High Pass,,31.89,Incomplete,,28.0,Defensive third - Left - Forwards - Long - High Pass,0.5723756898,0.3398091197,,,,,,,,,1,Regular Play,Gergő Gyurkits,439968.0,Left Center Midfield,131,Paksi FC,2160,"['975ba180-2a59-5326-be1c-3dd918a5c3e0', '114f9d00-2ba7-5d26-88a8-94ae7662493e']",18,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:48:18.246,Pass,
,,,,,,,,,,,,,,,,,1.918,,,,,,,,,,,,,,975ba180-2a59-5326-be1c-3dd918a5c3e0,1478,,"[45.6, 59.6]",4003569,48,0.0182480011,0.0152753675,0.0029726336,0.0107934633,0.0100291865,0.0007642768,-0.0022083567,,,,-0.452972,,Head,,,"[56.9, 54.1]",,Low Pass,,12.57,Incomplete,,37.0,Midfield third - Center - Forwards - Short - Ground Pass,0.9690811199,0.7319282293,Damian Rasak,12829.0,,,,,Recovery,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,131,Paksi FC,2160,"['9ffdc816-e083-5738-88f8-2c7fbd1de8bd', '5d1f0454-0445-5287-9036-ce2fd44e6eb6', '5718f15d-65f3-5805-bd26-8ac98f6e1be0']",20,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:48:20.110,Pass,
,,,,,,,,,,,,,,,,,0.968,,,,,,,,,,,,,,b9e3f453-3cfd-5db3-855c-b04f165e02f3,1485,,"[68.1, 33.9]",4003569,49,0.0091922395,0.0085365744,0.0006556651,0.0319126323,0.0171681065,0.0147445258,0.0140888607,,,,-0.130827,,Right Foot,,,"[87.1, 31.4]",,Ground Pass,,19.16,,,,,,0.9122171998,Gergő Gyurkits,439968.0,,,,,Free Kick,,1,From Free Kick,Ákos Kinyik,404288.0,Center Back,132,Paksi FC,2160,['50578c4f-3055-5336-b4a0-1e30f5c24f95'],0,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:49:00.526,Pass,
,,,,,,,,,,,,,,,,,1.761,,,,,,,,,,,,,,17a27d3a-ce31-5aa3-98d0-48e50269750f,1488,,"[87.8, 34.2]",4003569,49,0.0084481267,0.0090029091,-0.0005547823,0.02346134,0.0333231129,-0.0098617729,-0.0093069905,,,,1.322309,,Right Foot,,,"[98.0, 74.4]",,Ground Pass,,41.47,,,34.0,Midfield third - Left - To right - Long - High Pass,0.8267148907,0.9294111133,Attila Osváth,404304.0,,True,,,,,1,From Free Kick,Gergő Gyurkits,439968.0,Left Center Midfield,132,Paksi FC,2160,"['5e9292cb-b8d0-5246-8dde-e42fd4ce27f3', '5d8b1b6b-1f4e-5f2b-8f3e-ef888312316d']",4,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:49:04.061,Pass,
,,,,,,,,,,,,,,,,,1.297,,,,,,,,,,,,,,fc4f71ee-0d9b-5c57-a363-2a8ac56ab83f,1495,,"[98.9, 68.8]",4003569,49,,,,,,,,,,,-1.167728,,Left Foot,True,,"[110.2, 42.3]",,High Pass,,28.81,Incomplete,,40.0,Attacking third - Right - To left - Short - High Pass,0.9996398345,0.2486388683,,,,,,,,0.08619562,1,From Free Kick,Attila Osváth,404304.0,Right Wing Back,132,Paksi FC,2160,"['cd3bcca4-8df4-5b60-804c-370b9f7da7df', '16a3f8d1-e8cd-53d9-a8e9-716187a067cc']",9,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:49:09.152,Pass,
,,,,,,,,,,,,,,,,,1.208,,,,,,,,,,,,,,14ba241f-ce57-5ed8-8c4f-ea64cdd350c9,1501,,"[61.0, 40.1]",4003569,45,0.0095514562,0.0096909162,-0.00013946,0.0148950731,0.0068286974,0.0080663757,0.0082058357,,,,-3.110024,,Right Foot,,,"[42.0, 39.5]",,Ground Pass,,19.01,,,,,,0.9984650612,Ákos Kinyik,404288.0,,,,,Kick Off,,2,From Kick Off,Gergő Gyurkits,439968.0,Left Center Midfield,133,Paksi FC,2160,['f1d42fa9-2d19-5ab8-bedc-75303c0f6e19'],1,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:01.740,Pass,
,,,,,,,,,,,,,,,,,1.372,,,,,,,,,,,,,,190042ee-a4df-5d33-a1c6-6ad2d5b01727,1504,,"[43.0, 38.7]",4003569,45,0.0095514562,0.0097006904,-0.0001492342,0.0148950731,0.0147472387,0.0001478344,0.0002970686,,,,2.466852,,Right Foot,,,"[42.0, 39.5]",,Ground Pass,,1.28,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.9823364504,0.9295860529,Bence Lenzsér,404299.0,,,,,,,2,From Kick Off,Ákos Kinyik,404288.0,Center Back,133,Paksi FC,2160,"['9ca2de6b-b480-5d8f-a71a-f09fb0e0e289', '77d40b61-2a7a-564c-ad33-b500b9e9766e']",3,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:03.219,Pass,
,,,,,,,,,,,,,,,,,3.116,,,,,,,,,,,,,,a01570d8-3c54-57ff-961a-0c3a7860edf6,1507,,"[42.2, 39.5]",4003569,45,0.0074006706,0.0095514562,-0.0021507856,0.0087908758,0.0148950731,-0.0061041974,-0.0039534117,,,,0.797992,,Right Foot,,,"[81.4, 79.7]",,High Pass,,56.15,,,34.0,Midfield third - Left - To right - Long - High Pass,0.6347061253,0.413069129,Attila Osváth,404304.0,,True,,,,,2,From Kick Off,Bence Lenzsér,404299.0,Left Center Back,133,Paksi FC,2160,"['8ce5c54f-6c29-5f86-bdc0-edf3aba55ab9', '324309a1-6627-5bff-a1cf-7cef515370d6']",4,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:04.855,Pass,
,,,,,,,,,,,,,,,,,1.366,,,,,,,,,,,,,,62ec4079-0268-54f1-8fd3-ca8337c362d8,1509,,"[82.6, 79.8]",4003569,45,0.0112485746,0.0074006706,0.003847904,0.0114880586,0.0087908758,0.0026971828,-0.0011507212,,,,-1.030377,,Head,,,"[88.3, 70.3]",,Low Pass,,11.08,Incomplete,,51.0,Midfield third - Right - To left - Short - Ground Pass,0.6905421414,0.284614861,,,,,,,,,2,From Kick Off,Attila Osváth,404304.0,Right Wing Back,133,Paksi FC,2160,['58ad4ce9-de2b-58cd-9d73-91feaa197db7'],7,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:07.971,Pass,
,,,,,,,,,,,,,,,,,0.631,,,,,,,,,,,,,,58ad4ce9-de2b-58cd-9d73-91feaa197db7,1510,,"[31.8, 9.8]",4003569,45,0.0112430174,0.0087908758,0.0024521416,0.0112078805,0.0074006706,0.0038072099,0.0013550683,,,,-0.898126,,Other,,,"[36.5, 3.9]",,Low Pass,,7.54,,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.9283860677,0.7890920639,Giorgi Beridze,28763.0,,,,,Recovery,,2,Regular Play,Arijan Ademi,18879.0,Left Defensive Midfield,134,Ujpest,1033,"['62ec4079-0268-54f1-8fd3-ca8337c362d8', '81d652c8-4b88-5d8e-ba80-4b63689563ab']",9,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:09.337,Pass,
,,,,,,,,,,,,,,,,,0.866,,,,,,,,,,,,,,2f27a58b-23c8-5fa4-a572-88ecd906d780,1513,,"[36.5, 4.8]",4003569,45,0.0113548012,0.0110001471,0.0003546542,0.0087946169,0.0109964488,-0.0022018319,-0.0025564861,,,,2.997151,,Right Foot,,,"[31.0, 5.6]",,Ground Pass,,5.56,,,4.0,Midfield third - Left - Backwards - Short - Ground Pass,0.997662391,0.9282310605,Arijan Ademi,18879.0,,,,,,,2,Regular Play,Giorgi Beridze,28763.0,Left Wing,134,Ujpest,1033,"['81df3473-349f-530a-8943-de34f24a7e17', '80c19aab-c3b7-54bf-a5b3-43b1719cf7a2']",10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:10.424,Pass,
,,,,,,,,,,,,,,,,,0.896,,,,,,,,,,,,,,0f7c2bcd-cb6e-5216-9bad-7f1fd0737d2f,1517,,"[30.9, 3.7]",4003569,45,0.0125983832,0.0112237027,0.0013746805,0.0090052411,0.0086263847,0.0003788564,-0.0009958241,,,,-2.523837,,Right Foot,,,"[27.1, 1.0]",,Ground Pass,,4.66,,,59.0,Midfield third - Left - Backwards - Short - Ground Pass,0.9944444871,0.7443168163,Tiago Lisboa Silva Gonçalves,418965.0,,,,,,,2,Regular Play,Arijan Ademi,18879.0,Left Defensive Midfield,134,Ujpest,1033,"['54b18647-239a-5985-88a3-aed984bb3099', 'c4b61c07-c6b9-55cc-8789-4c73bbd66eac', '4e7b761f-b635-5273-a5b3-07c181b3a2bd']",12,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:12.155,Pass,True
,,,,,,,,,,,,,,,,,1.842,,,,,,,,,,,,,,08539061-0d4a-5224-8844-ecac8fb72421,1519,,"[27.1, 1.0]",4003569,45,0.0151761156,0.0125983832,0.0025777323,0.0071064406,0.0090052411,-0.0018988005,-0.0044765328,,,,2.217165,,Left Foot,,,"[14.5, 17.7]",,Ground Pass,,20.92,,,16.0,Defensive third - Left - To right - Short - Ground Pass,0.9080090921,0.9894686341,André Lourenço Duarte,132838.0,,,,,,,2,Regular Play,Tiago Lisboa Silva Gonçalves,418965.0,Left Back,134,Ujpest,1033,['6ec0c77b-0ee5-592a-96f3-dd98d4c68cc6'],13,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:13.051,Pass,
,,,,,,,,,,,,,,,,,2.153,,,,,,,,,,,,,,136af8dd-22dc-5e87-976b-4447459632b0,1523,,"[14.9, 11.5]",4003569,45,0.0147758666,0.0145337693,0.0002420973,0.0096211443,0.0063017844,0.0033193599,0.0030772625,,,,-0.054633,,Left Foot,,,"[53.3, 9.4]",,High Pass,,38.46,Incomplete,,28.0,Defensive third - Left - Forwards - Long - High Pass,0.9999004824,0.2998173535,,,,,,,,,2,Regular Play,André Lourenço Duarte,132838.0,Left Center Back,134,Ujpest,1033,"['ac3f121b-830f-5803-806f-b7be68918629', '25b439f8-c081-5833-bf3c-4420c5945440', '9bd54f2e-9a6d-56c1-9cd8-a1ee5fd663fa']",17,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:17.465,Pass,True
,,,,,,,,,,,,,,,,,1.252,,,,,,,,,,,,,,ac3f121b-830f-5803-806f-b7be68918629,1525,,"[66.8, 70.7]",4003569,45,0.008924487,0.0063017844,0.0026227026,0.0184495971,0.0145337693,0.0039158277,0.0012931251,,,True,0.382196,,,,,"[77.0, 74.8]",,Low Pass,,10.99,,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.9935553905,0.5834947228,Attila Osváth,404304.0,,,,,Recovery,,2,Regular Play,Milán Szekszárdi,484609.0,Right Center Back,135,Paksi FC,2160,"['136af8dd-22dc-5e87-976b-4447459632b0', '8a1d94df-5960-5186-9b8f-8e1c54efe1f1', '39dad053-3d8a-5b5f-804a-d185eb6b4919']",19,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:19.618,Pass,True
,,,,,,,,,,,,,,,,,0.898,,,,,,,,,,,,,,10cffe72-65b5-5f91-aeb3-3f0c008fe6a0,1528,,"[73.8, 76.9]",4003569,45,0.0092891278,0.0091052568,0.000183871,0.0161837135,0.015865786,0.0003179274,0.0001340564,,,,-2.896614,,Right Foot,,,"[65.8, 74.9]",,Ground Pass,,8.25,,,36.0,Midfield third - Right - Backwards - Short - Ground Pass,0.5654007831,0.9433478713,Milán Szekszárdi,484609.0,,,,,,,2,Regular Play,Attila Osváth,404304.0,Right Wing Back,135,Paksi FC,2160,"['d2296b5c-b0c2-5152-b6eb-b2ca238bcc04', '39791a9a-3143-57a7-bfd4-d865a8ce6a7e']",21,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:21.692,Pass,
,,,,,,,,,,,,,,,,,0.631,,,,,,,,,,,,,,f1b2d6e1-3921-5e99-83f3-193322973271,1531,,"[66.0, 74.3]",4003569,45,0.0122610498,0.0092329299,0.0030281199,0.0106605794,0.0172736142,-0.0066130348,-0.0096411547,,,,-0.14889,,Right Foot,,,"[76.0, 72.8]",,Ground Pass,,10.11,Incomplete,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.813829128,0.534594059,,,,,,,,,2,Regular Play,Milán Szekszárdi,484609.0,Right Center Back,135,Paksi FC,2160,"['06be9402-cca0-52e6-9534-a49fac3ab97c', '0ce7e453-bf3e-528e-9fa4-d857b2a82cbe']",22,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:22.745,Pass,
,,,,,,,,,,,True,,,,,,1.628,,,,,,,,,,,,,,06be9402-cca0-52e6-9534-a49fac3ab97c,1532,,"[44.1, 7.3]",4003569,45,0.0111523503,0.0172736142,-0.0061212638,0.0161803737,0.0092329299,0.0069474438,0.0130687077,,,,1.148265,,Right Foot,,,"[49.9, 20.2]",,Ground Pass,,14.14,,,4.0,Midfield third - Left - Backwards - Short - Ground Pass,0.8021662431,0.9187062979,Krisztofer Horváth,40039.0,,,,,Interception,,2,Regular Play,Arijan Ademi,18879.0,Left Defensive Midfield,136,Ujpest,1033,"['82cd1531-7c31-5904-98ac-7325697cd87b', 'f1b2d6e1-3921-5e99-83f3-193322973271']",23,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:23.376,Pass,
,,,,,,,,,,,,,,,,,2.181,,,,,,,,,,,,,,24335a8f-42cb-5750-966b-862fb2dd37c2,1536,,"[70.1, 58.2]",4003569,45,0.0098572997,0.0161803737,-0.006323074,0.0180570334,0.0111523503,0.0069046831,0.0132277571,,,,-2.595026,,Right Foot,,,"[55.8, 49.5]",,Ground Pass,,16.74,,,36.0,Midfield third - Right - Backwards - Short - Ground Pass,0.7197991555,0.959405303,Kristóf Papp,404306.0,,,,,Recovery,,2,Regular Play,Gergő Gyurkits,439968.0,Left Center Midfield,137,Paksi FC,2160,['3522e416-8ea0-51c9-a6ec-4a8a123cba7a'],25,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:25.419,Pass,
,,,,,,,,,,,,,,,,,1.185,,,,,,,,,,,,,,c8969fef-47ac-5b0c-99e2-85bad3654574,1539,,"[55.8, 48.2]",4003569,45,0.0099887224,0.0099809263,7.7961e-06,0.0142306713,0.0181556772,-0.0039250059,-0.003932802,,,,-2.651317,,Right Foot,,,"[39.5, 39.5]",,Ground Pass,,18.48,,,11.0,Midfield third - Center - To left - Short - Ground Pass,0.8348816939,0.9942800999,Bence Lenzsér,404299.0,,,,,,,2,Regular Play,Kristóf Papp,404306.0,Center Defensive Midfield,137,Paksi FC,2160,"['35e00b27-13a2-5da2-87fb-001c44ff1e5d', 'f8ecde69-b66b-510f-8ff0-a338348dc0c8']",28,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:28.465,Pass,
,,,,,,,,,,,,,,,,,1.717,,,,,,,,,,,,,,754cc3c5-d21b-5ab6-a363-66cd1dc2ea2e,1542,,"[41.2, 39.0]",4003569,45,0.0098103872,0.0098205591,-1.01719e-05,0.0138042616,0.0151784392,-0.0013741776,-0.0013640057,,,,-1.423849,,Right Foot,,,"[45.3, 11.3]",,Ground Pass,,28.0,,,30.0,Midfield third - Center - To left - Short - Ground Pass,0.7996377684,0.9935077429,Erik Silye,404300.0,,,,,,,2,Regular Play,Bence Lenzsér,404299.0,Left Center Back,137,Paksi FC,2160,"['b7e32b6d-bcdb-5720-986e-d2616ccc9fee', 'd4931810-2aea-59c7-b527-4bf0bb8eb263']",31,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:31.030,Pass,
,,,,,,,,,,,,,,,,,1.229,,,,,,,,,,,,,,1b3ef404-70ec-5aec-a20a-17bdaf8709d7,1545,,"[45.3, 11.5]",4003569,45,0.0107909488,0.0099900244,0.0008009244,0.0149120707,0.0138042616,0.0011078091,0.0003068848,,,,1.913478,,Left Foot,,,"[38.7, 30.0]",,Ground Pass,,19.64,,,4.0,Midfield third - Left - Backwards - Short - Ground Pass,0.9828639695,0.9962706566,Bence Lenzsér,404299.0,,,,,,,2,Regular Play,Erik Silye,404300.0,Left Wing Back,137,Paksi FC,2160,"['1f128fe3-1183-55df-b9e9-1e4c938a1a8b', '19264da1-fed1-5ce8-b77a-ff21b6c068f2']",33,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:33.872,Pass,
,,,,,,,,,,,,,,,,,1.928,,,,,,,,,,,,,,34910167-a95b-59cf-a28e-bbca09fb048b,1548,,"[40.2, 31.8]",4003569,45,0.0103969602,0.0105366493,-0.0001396891,0.0138942627,0.0151298055,-0.0012355428,-0.0010958537,,,,1.55245,,Right Foot,,,"[40.8, 64.5]",,Ground Pass,,32.71,,,45.0,Midfield third - Center - To right - Short - Ground Pass,0.7996470994,0.9965492487,Ákos Kinyik,404288.0,,,,,,,2,Regular Play,Bence Lenzsér,404299.0,Left Center Back,137,Paksi FC,2160,"['a23f14a7-fdf9-5949-bb77-8a44fe340da3', 'abe77ac5-5018-5311-a4c5-deec177da5be']",39,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:39.268,Pass,
,,,,,,,,,,,,,,,,,1.256,,,,,,,,,,,,,,64219ac3-b7a8-5754-b1fc-51c8111e5983,1551,,"[50.7, 67.7]",4003569,45,0.0099935764,0.0101445271,-0.0001509506,0.0139958002,0.0143245431,-0.0003287429,-0.0001777923,,,,1.009814,,Left Foot,,,"[57.8, 79.0]",,Ground Pass,,13.35,,,12.0,Midfield third - Right - Forwards - Short - Ground Pass,0.8548868517,0.9757227898,Milán Szekszárdi,484609.0,,,,,,,2,Regular Play,Ákos Kinyik,404288.0,Center Back,137,Paksi FC,2160,"['ab72af3e-2b67-5a58-986f-61db06c9fc16', 'cbdd422a-0dc7-5d36-934c-90751501c416']",43,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:43.125,Pass,
,,,,,,,,,,,,,,,,,1.452,,,,,,,,,,,,,,fe9e32dd-2c23-536c-b86d-e84a04a44273,1554,,"[56.5, 78.4]",4003569,45,0.0099360906,0.0098252902,0.0001108004,0.0141665507,0.0136855645,0.0004809862,0.0003701858,,,,-2.291069,,Right Foot,,,"[47.9, 68.6]",,Ground Pass,,13.04,,,36.0,Midfield third - Right - Backwards - Short - Ground Pass,0.9874808883,0.9854642749,Ákos Kinyik,404288.0,,,,,,,2,Regular Play,Milán Szekszárdi,484609.0,Right Center Back,137,Paksi FC,2160,"['3d6db5c2-f319-5ec8-b287-1e44279077ae', '006eb2e2-98ff-5409-860a-3f212945677d']",45,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:45.329,Pass,
,,,,,,,,,,,,,,,,,1.312,,,,,,,,,,,,,,b7b09d95-42cb-5537-8d9b-0cfe59297c39,1557,,"[52.5, 70.7]",4003569,45,0.0101157958,0.0094449231,0.0006708726,0.0141676301,0.0140982885,6.93416e-05,-0.000601531,,,,0.484478,,Right Foot,,,"[69.6, 79.7]",,Ground Pass,,19.32,,,12.0,Midfield third - Right - Forwards - Short - Ground Pass,0.6458425419,0.9472619295,Attila Osváth,404304.0,,,,,,,2,Regular Play,Ákos Kinyik,404288.0,Center Back,137,Paksi FC,2160,"['74f81c6e-5e7b-5e5a-ba42-ac95632a941c', '2125ca79-25d9-5b54-bff1-fb719af95ec6']",47,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:47.943,Pass,
,,,,,,,,,,,,,,,,,1.913,,,,,,,,,,,,,,b751687e-d9d7-5bac-8fd1-028bd7327405,1560,,"[82.4, 78.7]",4003569,45,0.0070752222,0.0082390076,-0.0011637853,0.009608821,0.0209186319,-0.0113098109,-0.0101460256,,,,-0.914349,,Right Foot,,,"[102.2, 53.0]",,High Pass,,32.44,Pass Offside,,20.0,Midfield third - Right - Forwards - Short - High Pass,0.5731414583,0.2702951431,János Csaba Hahn,135987.0,,,,,,,2,Regular Play,Attila Osváth,404304.0,Right Wing Back,137,Paksi FC,2160,"['f2f1dfb9-f5f3-5e13-853c-9c6974baa85f', 'e1ce8d37-7058-5338-8400-05a0ff4ca191']",52,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:00:52.644,Pass,
,,,,,,,,,,,,,,,,,2.536,,,,,,,,,,,,,,c475f1a0-3a53-5cd3-a980-f3f1251f8a34,1562,,"[18.7, 20.2]",4003569,46,0.0092724022,0.009608821,-0.0003364189,0.0202222131,0.0070752222,0.0131469909,0.0134834098,,,,0.113731,,Right Foot,,,"[65.1, 25.5]",,High Pass,,46.7,,,,,,0.3882066309,Fran Brodić,130597.0,,,,,Free Kick,,2,From Free Kick,André Lourenço Duarte,132838.0,Left Center Back,138,Ujpest,1033,['e3f26741-a525-5e4c-becc-966df13924bb'],22,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:22.590,Pass,
,,,,,,,,,,,,,,,,,2.051,,,,,,,,,,,,,,81045105-069f-5801-b4a5-601834071b96,1564,,"[64.6, 26.6]",4003569,46,0.0094034579,0.0092724022,0.0001310557,0.0191388279,0.0202222131,-0.0010833852,-0.0012144409,,,,1.814445,,Other,,,"[60.2, 44.3]",,High Pass,,18.24,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.9003206339,0.6897266507,Krisztofer Horváth,40039.0,,,,,,,2,From Free Kick,Fran Brodić,130597.0,Center Forward,138,Ujpest,1033,['25f4152b-7ea1-5b07-9853-a65e83b06a7f'],25,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:25.126,Pass,
,,,,,,,,,,,,,,,,,3.176,,,,,,,,,,,,,,2bcba3dd-1ea3-5eb4-b9fb-8cc0b1dc555b,1566,,"[60.2, 44.3]",4003569,46,0.0072361785,0.0094034579,-0.0021672794,0.0139379324,0.0191388279,-0.0052008955,-0.0030336161,,,,0.141897,,Left Foot,,,"[98.7, 49.8]",,High Pass,,38.89,Incomplete,,20.0,Midfield third - Right - Forwards - Short - High Pass,0.4642474429,0.2077449709,,,,,,,,,2,From Free Kick,Krisztofer Horváth,40039.0,Center Attacking Midfield,138,Ujpest,1033,['72921db4-18d6-57bf-a3bc-3c67477dfe47'],27,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:27.177,Pass,
,,,,,,,,,,,,,,,,,1.805,,,,,,,,,,,,,,72921db4-18d6-57bf-a3bc-3c67477dfe47,1567,,"[21.4, 30.3]",4003569,46,0.0113368509,0.0191388279,-0.007801977,0.0093578612,0.0094034579,-4.55966e-05,0.0077563804,,,,2.605781,,Head,,,"[8.6, 37.9]",,Low Pass,,14.89,,,16.0,Defensive third - Left - To right - Short - Ground Pass,0.9990092075,0.9640499353,Ádám Kovácsik,16737.0,,,,,Recovery,,2,Regular Play,Bence Lenzsér,404299.0,Left Center Back,139,Paksi FC,2160,"['911b40f1-7160-5b3d-a950-6d900823b7c0', '2bcba3dd-1ea3-5eb4-b9fb-8cc0b1dc555b']",30,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:01:30.353,Pass,
,,,,,,,,,,,,,,,,,3.651,,,,,,,,,,,,,,7cc816f8-4f75-5c44-9c39-f51437b88ffc,1570,,"[18.2, 42.5]",4003569,46,0.0074253115,0.0121708075,-0.004745496,0.0110818027,0.0098988442,0.0011829585,0.0059284545,,,,-0.050408,,Drop Kick,,,"[73.7, 39.7]",,High Pass,,55.57,Incomplete,,14.0,Defensive third - Center - Forwards - Long - High Pass,0.5892436324,0.2309601158,,,,,,,,,2,Regular Play,Ádám Kovácsik,16737.0,Goalkeeper,139,Paksi FC,2160,"['439c4611-3bea-5ad8-a77b-2e0f49202e48', '7954903a-f4e1-505e-82ff-49858741921d']",38,,,,,,,,,,,,,,,,,,,,,,,,Paksi FC,2160,00:01:38.552,Pass,
,,,,,,,,,,,,,,,,,1.084,,,,,,,,,,,,,,439c4611-3bea-5ad8-a77b-2e0f49202e48,1571,,"[46.4, 40.4]",4003569,46,0.0110722287,0.0098988442,0.0011733845,0.0061381999,0.0121708075,-0.0060326075,-0.007205992,,,,2.695487,,Head,,,"[39.5, 43.7]",,Low Pass,,7.65,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.9548833179,0.8982354403,João Aniceto Grandela Nunes,7977.0,,,,,Recovery,,2,Regular Play,Damian Rasak,12829.0,Right Defensive Midfield,140,Ujpest,1033,"['7cc816f8-4f75-5c44-9c39-f51437b88ffc', 'ba84d2cc-3949-5b3d-98f0-4d2b742e114d']",42,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:42.203,Pass,
