account_id,match_id,team_id,team_name,opposition_id,opposition_name,competition_id,competition_name,season_id,season_name,team_female,team_match_gd,team_match_xgd,team_match_np_shots,team_match_op_shots,team_match_op_shots_outside_box,team_match_sp_shots,team_match_np_xg,team_match_op_xg,team_match_sp_xg,team_match_np_xg_per_shot,team_match_np_shot_distance,team_match_op_shot_distance,team_match_sp_shot_distance,team_match_possessions,team_match_possession,team_match_directness,team_match_pace_towards_goal,team_match_gk_pass_distance,team_match_gk_long_pass_ratio,team_match_box_cross_ratio,team_match_passes_inside_box,team_match_defensive_distance,team_match_ppda,team_match_defensive_distance_ppda,team_match_opp_passing_ratio,team_match_opp_final_third_pass_ratio,team_match_np_shots_conceded,team_match_op_shots_conceded,team_match_op_shots_conceded_outside_box,team_match_sp_shots_conceded,team_match_np_xg_conceded,team_match_op_xg_conceded,team_match_sp_xg_conceded,team_match_np_xg_per_shot_conceded,team_match_np_shot_distance_conceded,team_match_op_shot_distance_conceded,team_match_sp_shot_distance_conceded,team_match_deep_completions_conceded,team_match_passes_inside_box_conceded,team_match_corners,team_match_corner_xg,team_match_xg_per_corner,team_match_free_kicks,team_match_free_kick_xg,team_match_xg_per_free_kick,team_match_direct_free_kicks,team_match_direct_free_kick_xg,team_match_xg_per_direct_free_kick,team_match_throw_ins,team_match_throw_in_xg,team_match_xg_per_throw_in,team_match_ball_in_play_time,team_match_counter_attacking_shots,team_match_high_press_shots,team_match_shots_in_clear,team_match_counter_attacking_shots_conceded,team_match_shots_in_clear_conceded,team_match_aggressive_actions,team_match_aggression,team_match_goals,team_match_own_goals,team_match_penalty_goals,team_match_goals_conceded,team_match_opposition_own_goals,team_match_penalty_goals_conceded,team_match_shots_from_corners,team_match_goals_from_corners,team_match_shots_from_free_kicks,team_match_goals_from_free_kicks,team_match_direct_free_kick_goals,team_match_shots_from_direct_free_kicks,team_match_shots_from_throw_ins,team_match_goals_from_throw_ins,team_match_direct_free_kick_goals_conceded,team_match_shots_from_direct_free_kicks_conceded,team_match_corners_conceded,team_match_corner_xg_conceded,team_match_shots_from_corners_conceded,team_match_goals_from_corners_conceded,team_match_free_kicks_conceded,team_match_free_kick_xg_conceded,team_match_shots_from_free_kicks_conceded,team_match_goals_from_free_kicks_conceded,team_match_direct_free_kicks_conceded,team_match_direct_free_kick_xg_conceded,team_match_throw_ins_conceded,team_match_throw_in_xg_conceded,team_match_shots_from_throw_ins_conceded,team_match_goals_from_throw_ins_conceded,team_match_corner_shot_ratio,team_match_corner_goal_ratio,team_match_free_kick_shot_ratio,team_match_free_kick_goal_ratio,team_match_direct_free_kick_goal_ratio,team_match_throw_in_shot_ratio,team_match_throw_in_goal_ratio,team_match_xg_per_corner_conceded,team_match_corner_shot_ratio_conceded,team_match_corner_goal_ratio_conceded,team_match_xg_per_free_kick_conceded,team_match_free_kick_shot_ratio_conceded,team_match_free_kick_goal_ratio_conceded,team_match_xg_per_direct_free_kick_conceded,team_match_direct_free_kick_goal_ratio_conceded,team_match_xg_per_throw_in_conceded,team_match_throw_in_shot_ratio_conceded,team_match_throw_in_goal_ratio_conceded,team_match_direct_free_kick_shot_ratio,team_match_direct_free_kick_shot_ratio_conceded,team_match_sp,team_match_xg_per_sp,team_match_sp_shot_ratio,team_match_sp_goals,team_match_sp_goal_ratio,team_match_sp_conceded,team_match_xg_per_sp_conceded,team_match_sp_shot_ratio_conceded,team_match_sp_goals_conceded,team_match_sp_goal_ratio_conceded,team_match_penalties_won,team_match_penalties_conceded,team_match_completed_dribbles,team_match_failed_dribbles,team_match_total_dribbles,team_match_dribble_ratio,team_match_completed_dribbles_conceded,team_match_failed_dribbles_conceded,team_match_total_dribbles_conceded,team_match_opposition_dribble_ratio,team_match_high_press_shots_conceded,team_match_np_gd,team_match_np_xgd,team_match_deep_completions,team_match_passing_ratio,team_match_pressures,team_match_counterpressures,team_match_pressure_regains,team_match_counterpressure_regains,team_match_defensive_action_regains,team_match_yellow_cards,team_match_second_yellow_cards,team_match_red_cards,team_match_fhalf_pressures,team_match_fhalf_counterpressures,team_match_fhalf_pressures_ratio,team_match_fhalf_counterpressures_ratio,team_match_crosses_into_box,team_match_successful_crosses_into_box,team_match_successful_box_cross_ratio,team_match_deep_progressions,team_match_deep_progressions_conceded,team_match_obv,team_match_obv_pass,team_match_obv_shot,team_match_obv_defensive_action,team_match_obv_dribble_carry,team_match_obv_gk,team_match_obv_conceded,team_match_obv_pass_conceded,team_match_obv_shot_nconceded,team_match_obv_defensive_action_conceded,team_match_obv_dribble_carry_conceded,team_match_obv_gk_conceded,team_match_passes,team_match_successful_passes,team_match_passes_conceded,team_match_successful_passes_conceded,team_match_op_passes,team_match_op_passes_conceded
33643,4003552,1033,Ujpest,2212,Diósgyőr,1522,NB I,318,2025/2026,False,2,-0.26670504,18,15,4,3,1.1984055,0.9811035,0.21730202,0.06657808,16.428083,16.909739,14.019801,176,0.5730858468677494,0.87852806,3.653610909240898,35.199734,0.6875,0.3,4,41.761112,8.26923076923077,5.220139172612404,0.7690217391304348,0.6016260162601627,11,6,4,5,0.6816106,0.150855,0.53075546,0.061964598,18.265339,25.074944,10.093813,3,2,2,0.047380827,0.023690414,18,0.16992119,0.009440066,0,0.0,,15,0.0,0.0,48.48303,2,7,3,0,1,112,0.30434782608695654,2,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,4,0.4103463,3,0,16,0.092599176,1,0,0,0.0,16,0.027809992,1,0,0.75,0.0,0.0625,0.0,,0.0625,0.0,0.102586575,0.75,0.0,0.0057874485,0.0625,0.0,,,0.0017381245,0.0625,0.0,,,35,0.0062086293,0.08571428571428572,0,0.0,36,0.014743207,0.1388888888888889,0,0.0,0,1,2,4,6,0.3333333333333333,13,4,17,0.7647058823529411,0,2,0.5167949,6,0.6016260162601627,201,37,46,6,68,2,0,0,78,21,0.3880597014925373,0.5675675675675675,6,5,0.35714285714285715,45,37,1.5234641,0.74185914,0.056091156,0.15779826,0.7018534,-0.13413835,0.2717615,0.9531312,-0.5411241,-0.4595692,0.49512294,-0.17579988,494,428,368,283,448,321
33643,4003552,2212,Diósgyőr,1033,Ujpest,1522,NB I,318,2025/2026,False,-2,0.26670504,11,6,4,5,0.6816105,0.15085502,0.53075546,0.061964594,18.265337,25.074944,10.093813,175,0.42691415313225056,0.56314105,1.082306370800087,47.758736,0.35294117647058826,0.3548387096774194,2,46.71063,12.391304347826088,3.892552231297348,0.8663967611336032,0.8385093167701864,18,15,4,3,1.1984055,0.9811035,0.21730202,0.06657808,16.428083,16.90974,14.019801,6,4,4,0.4103463,0.102586575,16,0.092599176,0.0057874485,0,0.0,,16,0.027809992,0.0017381245,48.48303,0,0,1,2,3,117,0.23684210526315788,1,1,1,3,0,0,3,0,1,0,0,0,1,0,0,0,2,0.047380827,1,0,18,0.16992119,2,0,0,0.0,15,0.0,0,0,0.5,0.0,0.1111111111111111,0.0,,0.0,0.0,0.023690414,0.5,0.0,0.009440066,0.1111111111111111,0.0,,,0.0,0.0,0.0,,,36,0.014743207,0.1388888888888889,0,0.0,35,0.0062086293,0.08571428571428572,0,0.0,1,0,13,4,17,0.7647058823529411,2,4,6,0.3333333333333333,7,-2,-0.516795,3,0.8385093167701864,154,29,44,13,78,4,0,1,67,17,0.43506493506493504,0.5862068965517241,11,2,0.2,37,45,0.27176172,0.95313126,-0.5411241,-0.4595692,0.4951229,-0.17579988,1.5234635,0.7418593,0.056091025,0.15779828,0.70185333,-0.13413835,368,283,494,428,321,448
