,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_shot_shot_assist,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6affe046-229d-5e70-9780-f11f025e0d2e,1,,,,4003641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kisvárda,2484,,0,,,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 484629, 'name': 'Ilya Popovych'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 46426, 'name': 'Branimir Cipetić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 28394, 'name': 'Aleksandar Jovičić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 131284, 'name': 'Martin Chlumecký'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 404182, 'name': 'Sinan Medgyes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 484631, 'name': 'Abdulrasaq Ridwan Popoola'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 404977, 'name': 'Krisztián Nagy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 55}, {'player': {'id': 406296, 'name': 'Bohdan Melnyk'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 405806, 'name': 'Gábor Molnár Horváth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 101836, 'name': 'Bence Balazs Bíró'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 29}, {'player': {'id': 388945, 'name': 'Jasmin Mešanović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Kisvárda,2484,00:00:00.000,Starting XI,
1,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a2e1575c-4f19-59aa-b7df-2d063b5899ce,2,,,,4003641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kisvárda,2484,,0,,,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 404208, 'name': 'Dávid Banai'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 404242, 'name': 'Bence Gergényi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 7977, 'name': 'João Aniceto Grandela Nunes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 46812, 'name': 'Davit Kobouri'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 348792, 'name': 'Krisztián Tamás'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 12829, 'name': 'Damian Rasak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 68861, 'name': 'Tom Lacoux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 101803, 'name': 'Aljoša Matko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 35313, 'name': 'Mátyás Tajti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 40039, 'name': 'Krisztofer Horváth'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 28763, 'name': 'Giorgi Beridze'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Ujpest,1033,00:00:00.000,Starting XI,
2,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,766cb530-96b0-5154-b05e-90582c9ab3eb,3,,,,4003641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kisvárda,2484,['8d5c4cf5-e5d9-560c-8b13-15b7733df248'],0,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:00.000,Half Start,
3,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8d5c4cf5-e5d9-560c-8b13-15b7733df248,4,,,,4003641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kisvárda,2484,['766cb530-96b0-5154-b05e-90582c9ab3eb'],0,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
4,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,525233a3-beae-5387-b212-80fa8758d3e3,1476,,,,4003641,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,137,Ujpest,1033,['3646d39f-2c43-5936-a4fa-38c23034f49d'],0,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:00.000,Half Start,
5,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3646d39f-2c43-5936-a4fa-38c23034f49d,1477,,,,4003641,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,137,Ujpest,1033,['525233a3-beae-5387-b212-80fa8758d3e3'],0,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
6,,,,,,,,,,,,,,,,,,1.499,,,,,,,,,,,,,,9cc842ba-c45c-5930-92b7-98e26813e92c,5,,,"[61.0, 40.1]",4003641,0,,0.01028171,0.0096909162,0.0005907938,0.0144220134,0.0068286974,0.007593316,0.0070025222,,,,2.700528,,Left Foot,,,"[41.3, 49.4]",,Ground Pass,,21.78,,,,,,0.9982699156,Martin Chlumecký,131284.0,,,,,Kick Off,,1,From Kick Off,Gábor Molnár Horváth,405806.0,Center Attacking Midfield,2,Kisvárda,2484,['7699577c-2b63-5f07-a487-4ae2b5115c9c'],0,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:00.315,Pass,
7,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,e84286d9-d909-5ee1-a319-92a6de67ff75,8,,,"[40.7, 47.8]",4003641,0,,0.0103023965,0.0103985993,-9.62028e-05,0.0146200182,0.0143570499,0.0002629682,0.0003591711,,,,1.336074,,Right Foot,,,"[41.8, 52.4]",,Ground Pass,,4.73,,,39.0,Defensive third - Right - Backwards - Short - Ground Pass,0.6934737791,0.9350116849,Aleksandar Jovičić,28394.0,,,,,,,1,From Kick Off,Martin Chlumecký,131284.0,Left Center Back,2,Kisvárda,2484,"['a11ce598-b1da-5693-bacb-d119e2d0441a', '4a7db435-e70a-5555-8300-a7b5f968f24e']",1,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:01.854,Pass,
8,,,,,,,,,,,,,,,,,,3.011,,,,,,,,,,,,,,f79c2929-5bd7-5b83-af45-22bde6120178,11,,,"[42.4, 52.6]",4003641,0,,0.0061047967,0.0105180629,-0.0044132662,0.0140803251,0.014864305,-0.0007839799,0.0036292863,,,,-0.497108,,Right Foot,,,"[98.8, 22.0]",,High Pass,,64.17,Incomplete,,25.0,Midfield third - Right - To left - Long - High Pass,0.8551163218,0.2258754075,,,,,,,,,1,From Kick Off,Aleksandar Jovičić,28394.0,Right Center Back,2,Kisvárda,2484,"['eb9a62ce-3587-5453-89fa-453f78c50371', '84d2e376-abd3-5599-8ab4-3455d73aff38']",3,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:03.354,Pass,
9,,,,,,,,,,,,,,,,,,2.329,,,,,,,,,,,,,,84d2e376-abd3-5599-8ab4-3455d73aff38,12,,,"[21.3, 58.1]",4003641,0,,0.0234004371,0.014864305,0.0085361321,0.0092820348,0.0105180629,-0.001236028,-0.0097721601,,,,-0.107538,,Head,,,"[38.9, 56.2]",,High Pass,,17.7,Incomplete,,58.0,Defensive third - Right - Forwards - Short - Ground Pass,0.9414838856,0.5423790812,,,,,,,Recovery,,1,From Kick Off,João Aniceto Grandela Nunes,7977.0,Right Center Back,2,Kisvárda,2484,"['129c75d6-a37a-5e38-832f-55569d9c3534', 'f79c2929-5bd7-5b83-af45-22bde6120178']",6,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:06.365,Pass,
10,,,,,,,,,,,,,,,,,,1.851,,,,,,,,,,,,,,129c75d6-a37a-5e38-832f-55569d9c3534,14,,,"[81.2, 23.9]",4003641,0,,0.0105106719,0.0061047967,0.0044058752,0.0114875222,0.0140803251,-0.002592803,-0.0069986782,,,True,-1.010932,,,,,"[90.1, 9.7]",,High Pass,,16.76,Incomplete,,15.0,Attacking third - Left - Forwards - Short - Ground Pass,0.810973635,0.5670133829,,,,,,,Recovery,,1,From Kick Off,Gábor Molnár Horváth,405806.0,Center Attacking Midfield,2,Kisvárda,2484,"['a83fbfde-54a6-543b-b0cd-79cb492acd63', 'af9c9414-be87-5332-b8c8-3da60cb15cdf', '84d2e376-abd3-5599-8ab4-3455d73aff38']",8,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:08.694,Pass,True
11,,,,,,,,,,,,,,,,,,2.833,,,,,,,,,,,,,,af9c9414-be87-5332-b8c8-3da60cb15cdf,15,,,"[30.0, 70.4]",4003641,0,,0.0145949591,0.0234004371,-0.008805478,0.011051706,0.0092820348,0.0017696712,0.0105751492,,,,-0.258252,,Right Foot,,,"[67.1, 60.6]",,High Pass,,38.37,Incomplete,,41.0,Defensive third - Right - Forwards - Long - High Pass,0.9989033436,0.1763458848,,,,,,,Recovery,,1,From Kick Off,Aljoša Matko,101803.0,Right Wing,2,Kisvárda,2484,"['129c75d6-a37a-5e38-832f-55569d9c3534', '12c9725f-949e-544a-9087-e1785191e395']",10,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:10.545,Pass,
12,,,,,,,,,,,,,,,,,,2.253,,,,,,,,,,,,,,c78455ff-9399-5cea-89dd-cb76832282f5,19,,,"[43.7, 28.8]",4003641,0,,0.0144136855,0.010632934,0.0037807515,0.0081664966,0.015367737,-0.0072012404,-0.0109819919,,,,2.736701,,Left Foot,,,"[15.0, 41.1]",,Ground Pass,,31.22,,,38.0,Midfield third - Left - Backwards - Long - Ground Pass,0.9896570262,0.9959639311,Ilya Popovych,484629.0,,,,,,,1,From Kick Off,Martin Chlumecký,131284.0,Left Center Back,2,Kisvárda,2484,"['046a75c4-30e8-5760-b782-dff67e8d13da', 'd5fb0c2d-43b1-5ef7-814d-ccdea903b609']",14,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:14.940,Pass,
13,,,,,,,,,,,,,,,,,,3.907,,,,,,,,,,,,,,756b9fb5-17d6-556f-85fe-8bbe7008554f,23,,,"[16.3, 44.4]",4003641,0,,0.0088687809,0.0136604067,-0.0047916258,0.0266008843,0.008922399,0.0176784853,0.022470111,,,,-0.2989,,Right Foot,,,"[86.4, 22.8]",,High Pass,,73.35,,,52.0,Defensive third - Center - Forwards - Long - High Pass,0.7076089181,0.1981197894,Jasmin Mešanović,388945.0,,,,,,,1,From Kick Off,Ilya Popovych,484629.0,Goalkeeper,2,Kisvárda,2484,"['ea1f05f9-561e-5354-a664-31afd599af1a', '054c081e-7b9f-5752-a87f-e9de3dd927e8', '11772d94-fa0c-5351-86d8-664104f2144c']",17,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:17.519,Pass,True
14,,,,,,,,,,,,,,,,,,1.127,,,,,,,,,,,,,,34c27ff9-b829-5ace-ac94-62b01d58ddbc,26,,,"[85.3, 23.3]",4003641,0,,0.0088171707,0.0088687809,-5.16102e-05,0.0251294225,0.0266008843,-0.0014714617,-0.0014198516,,,,2.670699,,Right Foot,,,"[79.8, 26.1]",,High Pass,,6.17,,,49.0,Attacking third - Left - Backwards - Short - Ground Pass,0.9030528526,0.756950438,Gábor Molnár Horváth,405806.0,,,,,,,1,From Kick Off,Jasmin Mešanović,388945.0,Left Center Forward,2,Kisvárda,2484,['7e8cbac8-8f33-5630-b4ec-a57e9d5f961d'],21,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:21.426,Pass,
15,,,,,,,,,,,,,,,,,,2.058,,,,,,,,,,,,,,05ac22c1-3ca1-5b2e-a4ed-1bbadbb7ab0e,28,,,"[79.0, 25.3]",4003641,0,,0.0096338661,0.0088171707,0.0008166954,0.0111456532,0.0251294225,-0.0139837693,-0.0148004647,,,,-1.281402,,Left Foot,,,"[84.3, 7.5]",,Low Pass,,18.57,Incomplete,,0.0,Midfield third - Center - To left - Short - Ground Pass,0.7197081106,0.7299437523,,,,,,,,,1,From Kick Off,Gábor Molnár Horváth,405806.0,Center Attacking Midfield,2,Kisvárda,2484,['660c641f-3f36-51ec-88e4-02d6cf1fd984'],22,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:22.553,Pass,
16,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,fc4152b6-d714-51df-a025-fdd220e8702f,32,,,"[28.8, 74.9]",4003641,0,,0.0168977622,0.0113611417,0.0055366205,0.0086344462,0.0095180208,-0.0008835746,-0.0064201951,,,,-0.085505,,Right Foot,,,"[32.3, 74.6]",,Ground Pass,,3.51,Incomplete,,58.0,Defensive third - Right - Forwards - Short - Ground Pass,0.9939790839,0.5687665939,,,,,,,,,1,Regular Play,Damian Rasak,12829.0,Right Defensive Midfield,3,Ujpest,1033,"['84a50d38-627e-5db5-8afc-eeb39850a45f', 'ec242438-ff85-5dfd-9646-026cce71389b']",27,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:27.186,Pass,
17,,,,,,,,,,,,,,,,,,2.305,,,,,,,,,,,,,,ad18d800-81d1-5061-88b5-2b82d228bff2,35,,,"[98.3, 0.1]",4003641,0,,0.0091512157,0.0086344462,0.0005167695,0.0365100913,0.0168977622,0.0196123291,0.0190955596,,,,1.273431,,,True,,"[109.7, 37.3]",,High Pass,,38.91,Incomplete,,,,,0.3975376785,,,,,,,Throw-in,0.0041695572,1,From Throw In,Aleksandar Jovičić,28394.0,Right Center Back,4,Kisvárda,2484,['6121bfab-6884-5d4d-a051-7c6e8fa0e439'],57,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:00:57.202,Pass,
18,,,,,,,,,,,,,,,,,,3.443,,,,,,,,,,,,,,4af49476-35c2-53fb-a0d6-2040ca02063b,42,,,"[6.0, 36.3]",4003641,1,,0.0090399329,0.0111203771,-0.0020804442,0.0104784509,0.0071131364,0.0033653146,0.0054457588,,,,0.069146,,Right Foot,,,"[65.2, 40.4]",,High Pass,,59.34,Incomplete,,14.0,Defensive third - Center - Forwards - Long - High Pass,0.5215761961,0.3543610275,,,,,,,Goal Kick,,1,From Goal Kick,Dávid Banai,404208.0,Goalkeeper,5,Ujpest,1033,['8478cafe-b7e7-51bd-bd2e-75b267a01e1e'],25,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:25.129,Pass,
19,,,,,,,,,,,,,,,,,,1.108,,,,,,,,,,,,,,8478cafe-b7e7-51bd-bd2e-75b267a01e1e,43,,,"[54.9, 39.7]",4003641,1,,0.008263262,0.0071131364,0.0011501256,0.0105087226,0.0111203771,-0.0006116545,-0.0017617801,,,,0.292203,,Head,,,"[67.2, 43.4]",,High Pass,,12.84,Incomplete,,37.0,Midfield third - Center - Forwards - Short - Ground Pass,0.5535544624,0.4167651832,,,,,,,Recovery,,1,From Goal Kick,Martin Chlumecký,131284.0,Left Center Back,5,Ujpest,1033,"['4af49476-35c2-53fb-a0d6-2040ca02063b', '3bf1a0ac-b8eb-5f65-af39-b02ddc355b79']",28,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:01:28.572,Pass,
20,,,,,,,,,,,,,,,,,,2.102,,,,,,,,,,,,,,3bf1a0ac-b8eb-5f65-af39-b02ddc355b79,44,,,"[52.9, 36.7]",4003641,1,,0.0071417107,0.0090399329,-0.0018982221,0.0107777836,0.0104784509,0.0002993327,0.0021975548,,,,0.11292,,Head,,,"[72.3, 38.9]",,High Pass,,19.52,Incomplete,,53.0,Midfield third - Center - Forwards - Short - Ground Pass,0.9120955342,0.392822355,,,,,,,Recovery,,1,From Goal Kick,Tom Lacoux,68861.0,Left Defensive Midfield,5,Ujpest,1033,"['8478cafe-b7e7-51bd-bd2e-75b267a01e1e', '0ab7f711-870c-5455-9fb1-3c38eb3f9c24']",29,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:29.680,Pass,
21,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,0ab7f711-870c-5455-9fb1-3c38eb3f9c24,45,,,"[47.8, 41.2]",4003641,1,,0.0123200873,0.008263262,0.0040568253,0.0138087086,0.0105087226,0.003299986,-0.0007568393,,,,0.0,,Head,,,"[50.8, 41.2]",,Low Pass,,3.0,Incomplete,,37.0,Midfield third - Center - Forwards - Short - Ground Pass,0.931470266,0.6138028502,,,,,,,Recovery,,1,From Goal Kick,Martin Chlumecký,131284.0,Left Center Back,5,Ujpest,1033,"['e8993194-0095-54b4-9196-9826f25e3161', '3bf1a0ac-b8eb-5f65-af39-b02ddc355b79']",31,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:01:31.782,Pass,
22,,,,,,,,,,,,,,,,,,2.855,,,,,,,,,,,,,,bb2aa4d6-4a5e-59e3-a136-231d9ff8eab9,48,,,"[42.6, 46.8]",4003641,1,,0.0125382002,0.0227091666,-0.0101709664,0.0068706819,0.009686661,-0.0028159791,0.0073549873,,,,3.109689,,Left Foot,,,"[5.0, 48.0]",,Low Pass,,37.62,,,38.0,Midfield third - Left - Backwards - Long - Ground Pass,0.9989974961,0.9695694447,Ilya Popovych,484629.0,,,,,Recovery,,1,Regular Play,Martin Chlumecký,131284.0,Left Center Back,6,Kisvárda,2484,"['b6dc7f8b-7c04-536c-aee6-3ad910d0ff8a', 'dd1704c9-9b7a-5ec0-b3fb-ef47cc1c246e']",33,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:01:33.104,Pass,True
23,,,,,,,,,,,,,,,,,,2.023,,,,,,,,,,,,,,d40f829b-0f6f-5e09-97b8-fea5d86068ff,52,,,"[7.0, 47.2]",4003641,1,,0.0135182086,0.0118045732,0.0017136354,0.0097825229,0.0088193547,0.0009631682,-0.0007504672,,,,-0.939626,,Right Foot,,,"[27.1, 19.7]",,High Pass,,34.06,,,6.0,Defensive third - Center - To left - Short - Ground Pass,0.9969574598,0.8567157984,Sinan Medgyes,404182.0,,,,,,,1,Regular Play,Ilya Popovych,484629.0,Goalkeeper,6,Kisvárda,2484,"['efe8910e-dd09-5ae0-899f-6b7e226e8f86', '98082fb1-8b87-563e-bcbd-7a6adffd1480']",36,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:01:36.578,Pass,
24,,,,,,,,,,,,,,,,,,1.479,,,,,,,,,,,,,,7084bce3-394c-5e15-9098-d7625d8cdb2d,56,,,"[27.0, 12.6]",4003641,1,,0.0146709597,0.0122186374,0.0024523223,0.0092138266,0.0088305492,0.0003832774,-0.0020690449,,,,-0.120935,,Left Foot,,,"[55.8, 9.1]",,Ground Pass,,29.01,Incomplete,,28.0,Defensive third - Left - Forwards - Long - High Pass,0.9769652927,0.7816767097,,,,,,,,,1,Regular Play,Sinan Medgyes,404182.0,Left Back,6,Kisvárda,2484,"['085891ee-7fd6-5a4c-93a6-4df3049d5985', '1063b60e-60fc-5cd4-bf71-d057559f3a2f', '33d91408-ca51-564c-90d8-3a69e8185b6f']",40,,,,,,,,,,,,,,,,,,,,,,,,,,Kisvárda,2484,00:01:40.369,Pass,True
25,,,,,,,,,,,,,,,,,,0.761,,,,,,,,,,,,,,0b3f68bd-5bce-5a27-b64e-72875c55efa7,60,,,"[85.2, 72.6]",4003641,1,,0.008791998,0.0088795722,-8.75741e-05,0.0167492405,0.0199402981,-0.0031910576,-0.0031034835,,,,2.711266,,Left Foot,,,"[79.1, 75.4]",,Ground Pass,,6.71,,,55.0,Attacking third - Right - Backwards - Short - Ground Pass,0.7909913942,0.9526775479,Damian Rasak,12829.0,,,,,,,1,Regular Play,Bence Gergényi,404242.0,Right Back,7,Ujpest,1033,"['8a4cedaf-a00b-566d-ae33-f4b66a06c6a8', 'dd8c6c52-44a3-59c1-b07c-7b33a0a2a9a8', '8df27e99-86a0-5e32-b829-4297f4b71d94']",46,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:46.928,Pass,True
26,,,,,,,,,,,,,,,,,,2.421,,,,,,,,,,,,,,b14bdba3-9f42-5bcd-982f-af118659cb24,64,,,"[78.3, 75.1]",4003641,1,,0.0098165171,0.0088385371,0.00097798,0.0136231612,0.0194445979,-0.0058214366,-0.0067994166,,,,-3.112404,,Right Foot,,,"[50.9, 74.3]",,Ground Pass,,27.41,,,36.0,Midfield third - Right - Backwards - Short - Ground Pass,0.9611245342,0.9907802939,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Damian Rasak,12829.0,Right Defensive Midfield,7,Ujpest,1033,"['a572b23b-1e54-58df-a407-9a3924c791cd', 'f74bd39d-de04-5514-93b7-0502936df236']",48,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:48.119,Pass,
27,,,,,,,,,,,,,,,,,,0.965,,,,,,,,,,,,,,6a37ea1e-4c23-5240-a30c-242d5c9de0d7,67,,,"[51.4, 72.4]",4003641,1,,0.0100229299,0.0096718054,0.0003511244,0.0162930824,0.0137440842,0.0025489982,0.0021978738,,,,-1.252049,,Right Foot,,,"[54.7, 62.4]",,Ground Pass,,10.53,,,36.0,Midfield third - Right - Backwards - Short - Ground Pass,0.6957836199,0.9470049739,Tom Lacoux,68861.0,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,7,Ujpest,1033,"['778be760-5c66-5323-b0ec-64b20f75db2b', '47d335e0-7d1f-5951-9a77-9664bacf168b']",50,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:50.603,Pass,
28,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,53c48498-8871-573a-a39b-b2552c4f2302,70,,,"[54.7, 62.4]",4003641,1,,0.0102951154,0.0100229299,0.0002721855,0.014113673,0.0162930824,-0.0021794094,-0.0024515949,,,,2.377025,,Right Foot,,,"[44.9, 71.8]",,Ground Pass,,13.58,,,39.0,Defensive third - Right - Backwards - Short - Ground Pass,0.642550628,0.9816803932,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,7,Ujpest,1033,"['f37faf77-826d-578c-ada5-eeb5ca161157', '11201988-358a-58bb-8166-f17cd9f11bb7']",52,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:52.408,Pass,
29,,,,,,,,,,,,,,,,,,1.456,,,,,,,,,,,,,,72411f16-b875-546e-8890-34eb23e63bf0,73,,,"[41.6, 63.0]",4003641,1,,0.0143574355,0.010084806,0.0042726295,0.0112746609,0.0137277609,-0.0024530999,-0.0067257294,,,,-2.498092,,Right Foot,,,"[28.8, 53.4]",,Ground Pass,,16.0,,,42.0,Defensive third - Right - To left - Short - Ground Pass,0.9573913981,0.9946509004,Tom Lacoux,68861.0,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,7,Ujpest,1033,"['4f3e59db-f9ab-5c84-96b3-1398ae32a0cb', '9a395923-269f-59d5-b3cc-f47d4d7c72c8']",57,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:57.529,Pass,
30,,,,,,,,,,,,,,,,,,1.472,,,,,,,,,,,,,,d0522651-f2e7-56f8-b962-cabaf7bc9b21,77,,,"[27.2, 54.0]",4003641,1,,0.0132003613,0.0148209222,-0.0016205609,0.0076403115,0.0110919448,-0.0034516333,-0.0018310724,,,,-2.615526,,Left Foot,,,"[11.7, 45.0]",,Ground Pass,,17.92,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9591606881,0.9885462523,Dávid Banai,404208.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,7,Ujpest,1033,"['9a52dad7-081c-5028-8b57-e08cd1d4ea2c', '34ba7f07-9d6f-5875-86fc-27655e34a2c0', '18d326a5-6536-5b66-a82f-79bdc246a01d']",59,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:59.954,Pass,True
31,,,,,,,,,,,,,,,,,,1.766,,,,,,,,,,,,,,9e5b4c7a-9ccb-5960-85e0-8d60af7ceef0,80,,,"[11.8, 45.3]",4003641,2,,0.0104721887,0.0132003613,-0.0027281726,0.0072993496,0.0076403115,-0.0003409619,0.0023872107,,,,0.201825,,Right Foot,,,"[46.5, 52.4]",,High Pass,,35.42,,,44.0,Defensive third - Center - To right - Short - Ground Pass,0.6459906181,0.4523921311,Mátyás Tajti,35313.0,,,,,,,1,Regular Play,Dávid Banai,404208.0,Goalkeeper,7,Ujpest,1033,"['8639d41c-38e0-5a64-a555-beb5e1ae4093', 'ee1d7c2b-3b6f-5034-985c-94ce0e62685f']",1,,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:01.426,Pass,True
