50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,"[60.1, 16.6]",,,,,,,,,,,,,,1.921285000000149,,,,,,,,,,,,,,,bf2d982c-a4ac-503a-b3e1-242a9f5cb9a8,795,,"[53.8, 15.9]",4003688,36,0.0094448067,0.0098702507,-0.000425444,0.0177622363,0.0155621031,0.0022001332,0.0026255772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gergő Holdampf,404179.0,Right Center Back,63,Diósgyőr,2212,"['172f4363-77cb-458c-8134-22257979bd9f', 'aacb7617-1531-5c64-9ee7-7d3a4aeea89c']",18,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:18.195,Carry,
,,,,,,"[71.1, 3.2]",,,,,,,,,,,,,,1.227598000000231,,,,,,,,,,,,,,,84aee0d8-191e-5070-ad6a-12a537ec8d1f,798,,"[73.9, 2.6]",4003688,36,0.010193984,0.0101044234,8.95606e-05,0.0157715864,0.0160642769,-0.0002926905,-0.0003822511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Szilárd Bokros,404181.0,Left Wing Back,63,Diósgyőr,2212,"['d2a8bea0-ed5c-52f8-abeb-3abf080668ef', '46d2f72d-35fe-44dc-858b-cdc1eb540d74', 'd87ba5fd-4b92-4ea4-a576-bf5024b6274e']",21,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:21.155,Carry,True
,,,,,,"[68.8, 5.9]",,,,,,,,,,,,,,2.1391639999998735,,,,,,,,,,,,,,,b1c8b1db-0fa2-59a7-b9da-d7ec5b122871,802,,"[61.4, 4.4]",4003688,36,0.0093364827,0.0100962371,-0.0007597543,0.0171234198,0.0119219963,0.0052014235,0.0059611779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gergő Holdampf,404179.0,Right Center Back,63,Diósgyőr,2212,"['18986f13-25e2-5845-a8ba-88f3666bd513', '47966e2a-1ff9-4a84-b6ba-0ee41daa2dcb', '611e0021-ed99-4a70-b5d7-3c51e4bfe1de']",23,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:23.495,Carry,True
,,,,,,"[82.6, 6.1]",,,,,,,,,,,,,,0.7556370000001043,,,,,,,,,,,,,,,6600c00f-d1ca-5b03-97ce-0d619d764f6a,806,,"[80.9, 5.7]",4003688,36,0.0085382853,0.0091025764,-0.0005642911,0.0219221525,0.0204125438,0.0015096087,0.0020738998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Máté Mihály Sajbán,404245.0,Left Wing,63,Diósgyőr,2212,"['0b45d77c-33ee-421c-bfc4-36aff032073a', '168debcf-3818-508e-9726-7ca65d6abe04']",26,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:26.513,Carry,
,,,,,,"[84.4, 16.7]",,,,,,,,,,,,,,6.699999980628491e-05,,,,,,,,,,,,,,,8a611ddc-7720-5b1d-9338-021b5263f1e6,810,,"[84.4, 16.7]",4003688,36,0.0093138441,0.0093138441,0.0,0.0221737213,0.0221737213,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gergő Holdampf,404179.0,Right Center Back,63,Diósgyőr,2212,"['2583d9b0-2bc5-43b8-ae84-5a66493225d4', 'fc997b1c-6b5e-5d34-9b0a-614abd978a25', 'a741dc4d-59d9-4467-a26b-7165a853fc45']",28,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:28.322,Carry,True
,,,,,,"[103.4, 10.1]",,,,,,,,,,,,,,2.771988999999594,,,,,,,,,,,,,,,94d166f7-1f45-525a-8f70-0277bff6546b,815,,"[109.6, 13.1]",4003688,36,0.0077517508,0.0079901218,-0.0002383711,0.0207232218,0.0299914591,-0.0092682373,-0.0090298662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Milan Pető,404201.0,Right Defensive Midfield,63,Diósgyőr,2212,"['353dd1b2-a107-4be4-a23b-efc882bbbc4c', 'd94a89d9-6120-5174-acb8-7960572ba6dd', '6e8fa262-dcec-4b19-a4e6-5e46dcf1a31e']",32,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:32.123,Carry,True
,,,,,,"[106.8, 6.2]",,,,,,,,,,,,,,0.862969000000041,,,,,,,,,,,,,,,9140d336-a138-5d8b-8dfa-ffe88a6a3fcf,819,,"[106.4, 8.4]",4003688,36,0.0084477756,0.0087392973,-0.0002915217,0.027928045,0.0256162174,0.0023118276,0.0026033493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Szilárd Bokros,404181.0,Left Wing Back,63,Diósgyőr,2212,"['1f4c7f0a-a572-59b5-a001-bdca1320800e', '4591e5c0-26e7-4a6f-9846-ae7dc452fb41', '908677c1-ca1c-4a99-a898-c14848e961fa']",36,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:36.076,Carry,True
,,,,,,"[101.0, 19.2]",,,,,,,,,,,,,,1.2976659999997355,,,,,,,,,,,,,,,3cfdf34c-d05e-5963-bde8-0af055d3aef3,823,,"[98.6, 14.2]",4003688,36,0.0091288546,0.0087872455,0.0003416091,0.0368000045,0.0326615386,0.004138466,0.0037968569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Milan Pető,404201.0,Right Defensive Midfield,63,Diósgyőr,2212,"['69b72070-4105-5acd-baa2-7471bc5ee77a', 'a907518a-98b3-45a3-ae7c-c43acb5b0eb1']",37,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:37.979,Carry,
,,,,,,"[113.3, 61.1]",,,,,,,,,,,,,,1.363,,,,,,,,,,,,,,,94ca5f25-f70c-5a77-923a-e2cbe633db4a,827,,"[109.3, 61.2]",4003688,36,0.0093645435,0.0085386895,0.000825854,0.0505292527,0.0129266232,0.0376026295,0.0367767755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Peter Ambrose,185438.0,Right Wing,63,Diósgyőr,2212,"['fc01543b-11e5-47ac-bf09-8ca620a97883', '5ba43885-dc27-435c-829d-29f24b3487c1']",43,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:36:43.543,Carry,
,,,,,,"[3.0, 25.7]",,,,,,,,,,,,,,2.296,,,,,,,,,,,,,,,0f0785bb-421a-5790-b292-54916e199d21,830,,"[10.7, 28.9]",4003688,36,0.0126504917,0.0505292527,-0.0378787611,0.0077178255,0.0093645435,-0.001646718,0.0362320431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Noah Dávid Gabriel Fenyö,318547.0,Right Defensive Midfield,64,Ujpest,1033,"['8402c2d9-5d84-4633-be6e-42dd4fb89431', 'a6f540b9-eb2e-474d-a939-b2b8db8bcea4']",46,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:36:46.133,Carry,
