50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_shot_goal_assist,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a34af09-31a8-5e95-97ee-70b45adc0d8f,1,,,,4003600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Ujpest,1033,,0,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 38335, 'name': 'Riccardo Piscitelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 404242, 'name': 'Bence Gergényi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 7977, 'name': 'João Aniceto Grandela Nunes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 132838, 'name': 'André Lourenço Duarte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 348792, 'name': 'Krisztián Tamás'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 55}, {'player': {'id': 12829, 'name': 'Damian Rasak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 101803, 'name': 'Aljoša Matko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 7138, 'name': 'Iuri José Picanço Medeiros'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 45}, {'player': {'id': 28763, 'name': 'Giorgi Beridze'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 103341, 'name': 'Gleofilo Sabrino Rudewald Vlijter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Ujpest,1033,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,952ee691-4ea0-5b2c-b32d-0a960f8d9f27,2,,,,4003600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Ujpest,1033,,0,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 300705, 'name': 'Dániel Kovács'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 63}, {'player': {'id': 139471, 'name': 'Pavlos Korrea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 44}, {'player': {'id': 31306, 'name': 'Stefanos Evangelou'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 41}, {'player': {'id': 404971, 'name': 'Levente Katona'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 31}, {'player': {'id': 404960, 'name': 'Milán Májer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 23894, 'name': 'Nemanja Antonov'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 404227, 'name': 'Bojan Sanković'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 404992, 'name': 'Bálint Lajos Katona'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 55}, {'player': {'id': 404202, 'name': 'Mátyás Katona'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 70}, {'player': {'id': 158193, 'name': 'Dorian Babunski'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 9730, 'name': 'Bright Osagie Edomwonyi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 34}]}",Nyíregyháza Spartacus,2215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,892c7ca6-57db-5665-bfbe-1eb0ce2c13af,3,,,,4003600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Ujpest,1033,['f22a3cc2-844b-565f-9e5b-9af00daa8430'],0,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f22a3cc2-844b-565f-9e5b-9af00daa8430,4,,,,4003600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Ujpest,1033,['892c7ca6-57db-5665-bfbe-1eb0ce2c13af'],0,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2a06e5e7-3ec6-51f1-bb9e-c879a3a31918,1683,,,,4003600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,125,Ujpest,1033,['3b872ed9-1f89-5603-949a-069d0aaaf412'],0,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b872ed9-1f89-5603-949a-069d0aaaf412,1684,,,,4003600,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,125,Ujpest,1033,['2a06e5e7-3ec6-51f1-bb9e-c879a3a31918'],0,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.529,,,,,,,,,,,,,7e501672-b998-5def-9bc7-e29f366fb310,5,,,"[61.0, 40.1]",4003600,0,0.0112656653,0.0096909162,0.0015747491,0.0141952084,0.0068286974,0.007366511,0.0057917619,,,,3.084043,,Left Foot,,,,"[36.7, 41.5]",,Ground Pass,24.34,,,,,,0.9988120794,Stefanos Evangelou,31306.0,,,,,Kick Off,,1,From Kick Off,Mátyás Katona,404202.0,Left Center Midfield,2,Nyíregyháza Spartacus,2215,['98416896-6de2-5d61-8926-6f450c10d6e5'],0,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:00.264,Pass,
,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,f21eea4a-185b-538d-9c3f-2cb6c0362af1,8,,,"[40.2, 42.3]",4003600,0,0.0097215464,0.0104265464,-0.000705,0.0254128911,0.014142856,0.0112700351,0.0119750351,,,,0.405643,,Right Foot,,,,"[88.4, 63.0]",,High Pass,52.46,,,9.0,Midfield third - Right - Forwards - Long - High Pass,0.8191500762,0.3950041831,Dorian Babunski,158193.0,,,,,,,1,From Kick Off,Stefanos Evangelou,31306.0,Center Back,2,Nyíregyháza Spartacus,2215,"['ff868ac7-0b16-5cf1-a48e-1cac46df6913', '28f036e8-6c97-5176-a5b3-aa93d44ca8d7']",4,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:04.051,Pass,
,,,,,,,,,,,,,,,,,1.829,,,,,,,,,,,,,466432c2-3ecc-5e67-b8b2-6cd75d52ee63,11,,,"[89.0, 63.0]",4003600,0,0.011369504,0.0097215464,0.0016479576,0.0118235787,0.0254128911,-0.0135893123,-0.0152372699,,,True,-0.71883,,,,,,"[98.6, 54.6]",,High Pass,12.76,Incomplete,,43.0,Attacking third - Right - Forwards - Short - Ground Pass,0.4962328384,0.1972597986,,,,,,,,,1,From Kick Off,Dorian Babunski,158193.0,Center Attacking Midfield,2,Nyíregyháza Spartacus,2215,"['0b7db7c2-cc1b-579d-b825-10c6cd73c3ec', '23f200e3-c58c-52c8-b8f5-de5e52a52624']",7,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:07.491,Pass,True
,,,,,,,,,,,,,,,,,2.929,,,,,,,,,,,,,a89666b9-6446-5ff6-a274-1f024eab7463,14,,,"[20.4, 26.4]",4003600,0,0.0086591542,0.0124136796,-0.0037545254,0.0088771768,0.0114892125,-0.0026120357,0.0011424897,,,,-0.461013,,Right Foot,,,,"[50.8, 11.3]",,High Pass,33.94,Incomplete,,28.0,Defensive third - Left - Forwards - Long - High Pass,0.866852421,0.3281152248,,,,,,,,,1,Regular Play,Attila Fiola,11268.0,Right Defensive Midfield,3,Ujpest,1033,"['407eb7fa-1da9-5794-a887-f0bc945c4f26', 'ba11e050-9fa7-5ea8-8a9d-7e13a69f71da']",10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:10.450,Pass,
,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,407eb7fa-1da9-5794-a887-f0bc945c4f26,15,,,"[69.3, 68.8]",4003600,0,0.0092501361,0.0114892125,-0.0022390764,0.0175704695,0.0124136796,0.0051567899,0.0073958663,,,,0.394791,,Head,,,,"[77.7, 72.3]",,High Pass,9.1,,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.9922017129,0.5856351852,Milán Májer,404960.0,,,,,Recovery,,1,Regular Play,Pavlos Korrea,139471.0,Right Center Back,4,Nyíregyháza Spartacus,2215,"['a89666b9-6446-5ff6-a274-1f024eab7463', '6f876efa-fe81-5d2b-9a62-cad485a6db31']",13,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:13.379,Pass,
,,,,,,,,,,,,,,,,,2.373,,,,,,,,,,,,,582c6bcb-1b58-5b3c-a794-002313717057,19,,,"[75.9, 79.2]",4003600,0,0.0092587667,0.0089655155,0.0002932511,0.0169582386,0.0170002282,-4.19896e-05,-0.0003352407,,,,-2.349423,,Left Foot,,,,"[53.9, 56.9]",,Ground Pass,31.33,,,18.0,Midfield third - Right - To left - Short - Ground Pass,0.9670788922,0.9814873934,Stefanos Evangelou,31306.0,,,,,,,1,Regular Play,Milán Májer,404960.0,Right Wing Back,4,Nyíregyháza Spartacus,2215,"['c5d48776-8a2c-5086-9d51-18bbe563aafc', '591c7da1-a714-569a-8196-cc64b4810465']",16,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:16.879,Pass,
,,,,,,,,,,,,,,,,,1.036,,,,,,,,,,,,,408e13d7-efcd-53f3-b6d9-5cecda689dae,22,,,"[55.0, 57.5]",4003600,0,0.0104050189,0.0092809293,0.0011240896,0.018167926,0.0170044452,0.0011634808,3.93912e-05,,,,-1.58618,,Right Foot,,,,"[54.7, 38.0]",,Ground Pass,19.5,,,11.0,Midfield third - Center - To left - Short - Ground Pass,0.6184590534,0.9802434444,Levente Katona,404971.0,,,,,,,1,Regular Play,Stefanos Evangelou,31306.0,Center Back,4,Nyíregyháza Spartacus,2215,"['d1390142-1d10-56d7-a97e-4c1a196dbba5', 'd9af2efc-daea-52fe-8102-623efb8dbc11']",19,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:19.463,Pass,
,,,,,,,,,,,,,,,,,3.186,,,,,,,,,,,,,e0bdd79f-9cac-5efb-afaf-dbd9afc47de5,25,,,"[51.8, 45.6]",4003600,0,0.0135468477,0.0100450544,0.0035017934,0.008153799,0.0170089956,-0.0088551966,-0.01235699,,,,-2.927854,,Left Foot,,,,"[13.1, 37.2]",,Ground Pass,39.6,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9787843729,0.9953942299,Dániel Kovács,300705.0,,,,,,,1,Regular Play,Levente Katona,404971.0,Left Center Back,4,Nyíregyháza Spartacus,2215,"['f40913ed-8179-56b9-98c6-bdb4f5806731', '8feb2002-d72e-5441-bce7-5e4275b7a896']",21,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:21.638,Pass,
,,,,,,,,,,,,,,,,,3.453,,,,,,,,,,,,,9e68963c-c6d2-520c-822f-274edbdebd3e,29,,,"[14.9, 36.0]",4003600,0,0.0150810331,0.014474377,0.0006066561,0.0106568839,0.0085425209,0.002114363,0.0015077069,,,,-0.326581,,Right Foot,,,,"[70.7, 17.1]",,High Pass,58.91,Incomplete,,52.0,Defensive third - Center - Forwards - Long - High Pass,0.9995488382,0.2754812241,,,,,,,,,1,Regular Play,Dániel Kovács,300705.0,Goalkeeper,4,Nyíregyháza Spartacus,2215,"['e13a6cb3-6ec9-597b-aa1e-02e0fb915870', '7990961b-7147-5b8a-8ac0-a8db2a165aa6', '80628b6c-ae2d-520a-9136-fb0f2a571660']",26,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:26.635,Pass,True
,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,71c8ea93-7def-5809-bb8e-6e414cd6cfc3,32,,,"[41.3, 69.4]",4003600,0,0.0117675848,0.0105642816,0.0012033032,0.0093488395,0.013394841,-0.0040460015,-0.0052493047,,,,-2.530867,,Left Foot,,,,"[7.3, 45.6]",,Ground Pass,41.5,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9997997362,0.9952712655,Riccardo Piscitelli,38335.0,,,,,,,1,Regular Play,Bence Gergényi,404242.0,Right Back,5,Ujpest,1033,"['77962aef-a6b0-5944-baba-4abe739d031d', 'b851fb7c-3764-5b28-af26-5268257219e2']",32,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:32.109,Pass,
,,,,,,,,,,,,,,,,,1.513,,,,,,,,,,,,,6e3c3990-2dda-56b0-9be7-7e6586a9f063,35,,,"[7.6, 45.6]",4003600,0,0.0123747606,0.0117675848,0.0006071758,0.0102520604,0.0093488395,0.0009032208,0.0002960451,,,,0.722624,,Left Foot,,,,"[16.9, 53.8]",,Ground Pass,12.4,,,33.0,Defensive third - Center - To right - Short - Ground Pass,0.9945338641,0.993278563,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Riccardo Piscitelli,38335.0,Goalkeeper,5,Ujpest,1033,"['6fc3c672-e4bd-5acb-9c88-03084dd2d979', 'b298e3db-50f7-5888-8542-4fc705368a47']",35,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:35.349,Pass,
,,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,392c54c7-101b-58dc-ae28-39d26280dfd2,38,,,"[14.5, 51.7]",4003600,0,0.0114690783,0.0116880508,-0.0002189726,0.0069113318,0.0105361138,-0.003624782,-0.0034058094,,,,-2.097601,,Right Foot,,,,"[8.8, 41.9]",,Ground Pass,11.34,,,21.0,Defensive third - Center - To left - Short - Ground Pass,0.666640131,0.9904779196,Riccardo Piscitelli,38335.0,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,5,Ujpest,1033,"['a0f31059-442b-549a-9b14-7c61e777f215', 'e4481528-96dc-5b99-9d19-a138591d10c6']",37,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:37.310,Pass,
,,,,,,,,,,,,,,,,,1.435,,,,,,,,,,,,,8436d335-6700-50f0-bd5e-0f475a38cbc5,42,,,"[8.8, 38.0]",4003600,0,0.014953658,0.0111825326,0.0037711253,0.0068307864,0.0092603853,-0.0024295989,-0.0062007243,,,,-1.485069,,Left Foot,,,,"[11.0, 12.4]",,Ground Pass,25.69,,,6.0,Defensive third - Center - To left - Short - Ground Pass,0.8085521486,0.990593493,André Lourenço Duarte,132838.0,,,,,,,1,Regular Play,Riccardo Piscitelli,38335.0,Goalkeeper,5,Ujpest,1033,"['8dfecdf6-dd49-510d-b7b8-1c8dc792b29e', 'ce7bbeed-c40b-561b-8c29-27663b1a1a9f']",40,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:40.328,Pass,
,,,,,,,,,,,,,,,,,0.833,,,,,,,,,,,,,77e43274-6774-52d7-9f2e-b575ebee2ebc,46,,,"[19.0, 10.7]",4003600,0,0.0132555068,0.0128973844,0.0003581224,0.0095242895,0.0095632644,-3.89749e-05,-0.0003970973,,,,-1.055247,,Right Foot,,,,"[24.1, 1.7]",,Ground Pass,10.34,,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.993010511,0.9293808341,Krisztián Tamás,348792.0,,,,,,,1,Regular Play,André Lourenço Duarte,132838.0,Left Center Back,5,Ujpest,1033,"['ff8937ef-d72f-58cc-877e-e511e37aee1c', '084268f2-c234-573b-9bb6-87c1e98d1469']",43,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:43.286,Pass,
,,,,,,,,,,,,,,,,,2.527,,,,,,,,,,,,,10b9d1e4-bbe4-53a2-81c6-8f495d6e3e82,48,,,"[24.1, 1.7]",4003600,0,0.0107157249,0.0132555068,-0.0025397819,0.0137185063,0.0095242895,0.0041942168,0.0067339987,,,,1.049053,,Right Foot,,,,"[36.0, 22.4]",,Ground Pass,23.88,,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.3025860407,0.8339410424,Attila Fiola,11268.0,,,,,,,1,Regular Play,Krisztián Tamás,348792.0,Left Back,5,Ujpest,1033,['36101c6c-4459-5c82-8777-b822d4a81171'],44,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:44.119,Pass,
,,,,,,,,,,,,,,,,,1.095,,,,,,,,,,,,,9a1be313-7075-5b02-80cb-2cab3660a066,51,,,"[36.0, 22.4]",4003600,0,0.0092387507,0.0107157249,-0.0014769742,0.0107163358,0.0137185063,-0.0030021705,-0.0015251962,,,,-2.231839,,Right Foot,,,,"[27.6, 11.6]",,Ground Pass,13.68,Incomplete,,59.0,Midfield third - Left - Backwards - Short - Ground Pass,0.9979536266,0.9780158401,,,,,,,,,1,Regular Play,Attila Fiola,11268.0,Right Defensive Midfield,5,Ujpest,1033,['16d10235-d0f4-55d4-ad3e-761bb8299d18'],46,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:46.646,Pass,
,,,,,,,,,,,,,,,,,2.796,,,,,,,,,,,,,f187cb22-7209-530d-b9df-3931dd39d770,56,,,"[56.7, 0.1]",4003600,1,0.0102470154,0.0092387507,0.0010082647,0.0157425925,0.0107163358,0.0050262567,0.0040179919,,,,1.824589,,,,,,"[49.1, 29.4]",,High Pass,30.27,,,,,,0.9494460821,Attila Fiola,11268.0,,,,,Throw-in,,1,From Throw In,Krisztián Tamás,348792.0,Left Back,6,Ujpest,1033,['db630df3-8b84-5e32-92e8-c899b80153c0'],14,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:14.071,Pass,
,,,,,,,,,,,,,,,,,1.767,,,,,,,,,,,,,dd56a0fd-4101-5821-93d5-8a688afd74e0,59,,,"[49.4, 49.3]",4003600,1,0.0097066332,0.0097971149,-9.04817e-05,0.0164098889,0.0158909634,0.0005189255,0.0006094072,,,,1.083344,,Right Foot,,,,"[58.2, 65.9]",,Ground Pass,18.79,,,1.0,Midfield third - Center - To right - Short - Ground Pass,0.9946236326,0.9820808768,Bence Gergényi,404242.0,,,,,,,1,From Throw In,Attila Fiola,11268.0,Right Defensive Midfield,6,Ujpest,1033,"['2ab2ef9d-1733-511f-9676-cb2fe96c2b43', '8b643df7-6188-5621-a02c-e0d92ac357dc']",19,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:19.195,Pass,
,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,7d70b7e9-0d6e-5d91-9f61-41abb0e75a70,62,,,"[57.0, 59.5]",4003600,1,0.0109483246,0.0098577701,0.0010905545,0.0136706457,0.0172133259,-0.0035426803,-0.0046332348,,,,-2.611482,,Right Foot,,,,"[32.6, 45.2]",,Ground Pass,28.28,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.6477091902,0.9964287877,João Aniceto Grandela Nunes,7977.0,,,,,,,1,From Throw In,Bence Gergényi,404242.0,Right Back,6,Ujpest,1033,"['6bf882ec-6c43-58d0-a4bf-86b4b42b4000', 'ac0761b1-3429-52bc-9824-11818431087a']",24,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:24.316,Pass,
,,,,,,,,,,,,,,,,,1.574,,,,,,,,,,,,,ee93d70f-e194-518e-862d-413a06a5f9e9,65,,,"[33.8, 44.4]",4003600,1,0.0107069928,0.0105267661,0.0001802268,0.0134811494,0.0139540695,-0.00047292,-0.0006531468,,,,-1.532537,,Left Foot,,,,"[34.6, 23.5]",,Ground Pass,20.92,,,26.0,Midfield third - Center - To left - Short - Ground Pass,0.9259805812,0.9891425967,André Lourenço Duarte,132838.0,,,,,,,1,From Throw In,João Aniceto Grandela Nunes,7977.0,Right Center Back,6,Ujpest,1033,"['2fc5c3da-503c-5f18-a74e-b33396cc6399', '7a4626d0-840f-546a-a985-cef4e0653a0d']",26,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:26.925,Pass,
,,,,,,,,,,,,,,,,,1.243,,,,,,,,,,,,,e02047b4-23f4-5604-989a-a07764893940,68,,,"[36.4, 24.3]",4003600,1,0.0169855803,0.0105657661,0.0064198142,0.0109203542,0.0139838355,-0.0030634813,-0.0094832955,,,,0.592427,,Right Foot,,,,"[57.2, 38.3]",,Ground Pass,25.07,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.7023329616,0.9391967654,Attila Fiola,11268.0,,,,,,,1,From Throw In,André Lourenço Duarte,132838.0,Left Center Back,6,Ujpest,1033,"['e15fb46b-c8cb-5ee2-9037-c69134c72031', '44b24cb6-2dbc-5eec-a05b-e80c3b84c9d6']",31,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:31.957,Pass,
,,,,,,,,,,,,,,,,,0.711,,,,,,,,,,,,,5eb42879-73a3-5e0a-aaf2-8c33c8f7e1a9,72,,,"[57.9, 43.9]",4003600,1,0.0096311504,0.0139838355,-0.0043526851,0.0195772555,0.0105657661,0.0090114893,0.0133641744,,,,-1.688668,,Right Foot,,,,"[57.0, 36.3]",,Low Pass,7.65,,,11.0,Midfield third - Center - To left - Short - Ground Pass,0.9965722918,0.7584638,Mátyás Katona,404202.0,,,,,Recovery,,1,Regular Play,Bálint Lajos Katona,404992.0,Right Center Midfield,7,Nyíregyháza Spartacus,2215,"['dc29c68c-093a-57e4-8072-599bfd92170e', '760897fa-c833-57a4-b279-e9e0e610d5be']",33,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:33.921,Pass,True
,,,,,,,,,,,,,,,,,0.722,,,,,,,,,,,,,7e2ad5f1-a708-5533-9358-a492a891f358,75,,,"[71.3, 32.8]",4003600,1,0.0092721907,0.0095573096,-0.0002851188,0.025120832,0.023695318,0.001425514,0.0017106328,,,,1.24397,,Left Foot,,,,"[77.3, 50.5]",,Ground Pass,18.69,,,2.0,Attacking third - Center - To right - Short - Ground Pass,0.8919301088,0.8916578889,Bálint Lajos Katona,404992.0,,,,,,,1,Regular Play,Mátyás Katona,404202.0,Left Center Midfield,7,Nyíregyháza Spartacus,2215,"['ade76605-0795-57c3-8542-9cd6e4be7744', '70e4560f-a307-582a-8540-211fce2c458a']",36,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:36.967,Pass,
,,,,,,,,,,,,,,,,,0.992,,,,,,,,,,,,,4cd965e4-30ac-58be-94d4-f72112120cbe,78,,,"[86.3, 54.8]",4003600,1,0.0098981801,0.0090888506,0.0008093296,0.0930590928,0.0281379037,0.0649211891,0.0641118595,,,,-0.811034,,Right Foot,,,,"[101.5, 38.8]",,Ground Pass,22.07,,,56.0,Attacking third - Center - To left - Short - Ground Pass,0.9145043824,0.5252642035,Dorian Babunski,158193.0,,,,,,,1,Regular Play,Bálint Lajos Katona,404992.0,Right Center Midfield,7,Nyíregyháza Spartacus,2215,"['12cd38fe-ff3d-568a-ba91-519e3ff59276', '9262f90a-3f9f-59b4-94db-017de9982af7']",39,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:39.488,Pass,
,,,,,,,,,,,,,,,,,1.783,,,,,,,,,,,,,f496adcb-8ea1-56ac-9658-90aba10d28d6,82,,,"[4.7, 48.5]",4003600,2,0.0139755467,0.0104126465,0.0035629002,0.0076856548,0.0067786667,0.000906988,-0.0026559122,,,,1.319895,,Left Foot,,,,"[10.8, 72.3]",,Ground Pass,24.57,,,44.0,Defensive third - Center - To right - Short - Ground Pass,0.7398980682,0.9978802204,Bence Gergényi,404242.0,,,,,Goal Kick,,1,From Goal Kick,João Aniceto Grandela Nunes,7977.0,Right Center Back,8,Ujpest,1033,['c8ccc857-b47c-5fd1-9133-83f7c0603469'],1,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:01.485,Pass,
,,,,,,,,,,,,,,,,,2.335,,,,,,,,,,,,,0d51d709-0760-58da-bdc0-2996c0b0120c,85,,,"[16.9, 71.2]",4003600,2,,0.0127527686,,,0.0081281913,,,,,,-0.339179,,Left Foot,,,,"[63.1, 54.9]",,High Pass,48.99,Unknown,,41.0,Defensive third - Right - Forwards - Long - High Pass,0.903203707,,,,,,,,,,1,From Goal Kick,Bence Gergényi,404242.0,Right Back,8,Ujpest,1033,['288c35e0-dea0-56c0-94fb-caeb2da80717'],5,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:05.844,Pass,
,,,,,,,,,,,,,,,,,1.625,,,,,,,,,,,,,b5fd8d03-169a-5cf9-b34a-558cc7baa401,88,,,"[63.3, 47.0]",4003600,2,0.0097853038,0.009502152,0.0002831519,0.0181556772,0.0141373063,0.004018371,0.0037352191,True,,,3.017238,,Right Foot,,,,"[56.1, 47.9]",,Ground Pass,7.26,,,,,,0.9984141588,João Aniceto Grandela Nunes,7977.0,,,,,Free Kick,,1,From Free Kick,Attila Fiola,11268.0,Right Defensive Midfield,9,Ujpest,1033,['753e357d-7917-58bc-94ec-8533ba8c99b2'],30,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:30.441,Pass,
