50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.678,,,,,,,,,,,,,,217e3652-5bd4-558d-b65b-5d5f23e789f6,962,,"[108.8, 80.0]",4003552,28,0.0091461232,0.0077519268,0.0013941964,0.0331746079,0.01991079,0.0132638179,0.0118696215,,,,-1.982374,,,,,"[103.3, 67.4]",,Low Pass,,13.75,,,,,,,0.9681165814,Elton-Ofoi Acolatse,23735.0,,,,,,Throw-in,,1,From Throw In,Bence Szakos,452187.0,Right Back,78,Diósgyőr,2212,['3826b97b-ec14-5b0a-9ed8-d511f9ad705a'],39,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:28:39.646,Pass,
,,,,,,,,,,,,,,,,,,0.985,,,,,,,,,,,,,,82ba14ac-a5cd-5a6a-841c-b9410391de2f,965,,"[101.9, 67.7]",4003552,28,0.0076882588,0.0079945344,-0.0003062757,0.02172295,0.0319417417,-0.0102187917,-0.009912516,,,,1.384851,,Right Foot,,,"[103.8, 77.8]",,Low Pass,,10.28,,,,55.0,Attacking third - Right - Backwards - Short - Ground Pass,0.5780892633,0.8420836926,Bence Szakos,452187.0,,,,,,,,1,From Throw In,Elton-Ofoi Acolatse,23735.0,Right Wing,78,Diósgyőr,2212,"['ecd3c33a-d178-55ef-a1d2-9652c2c5f135', '6749be10-af60-58a5-9a11-ad59764aff6d']",40,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:28:40.647,Pass,
,,,,,,,,,,,,,,,,,,2.281,,,,,,,,,,,,,,7289bf74-f207-593c-ad4f-ba7a7ac85d28,972,,"[118.2, 75.9]",4003552,28,,0.0080811223,,,0.022439139,,,,,,-1.582159,,Right Foot,True,,"[117.8, 40.7]",,High Pass,,35.2,,Incomplete,,40.0,Attacking third - Right - To left - Short - High Pass,0.9999712931,0.185043633,,,,,,,,,0.19398047,1,From Throw In,Bence Szakos,452187.0,Right Back,78,Diósgyőr,2212,"['01d253a1-88b9-57c7-8d1a-ca464ad0cccc', '5d918e8f-892a-548d-8e30-1e2d2cccd4d8', 'a7fa84ae-ed40-537d-b5bc-6f6bc176a73a']",45,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:28:45.732,Pass,True
,,,,,,,,,,,,,,,,,,3.633,,,,,,,,,,,,,,6cf84f20-816f-5cec-b671-9f8a1e6ac049,975,,"[7.1, 38.0]",4003552,29,0.0094643524,0.011092918,-0.0016285656,0.0246697757,0.0075322189,0.0171375568,0.0187661224,,,,-0.161037,,Left Foot,,,"[74.2, 27.1]",,High Pass,,67.98,,,,,,,0.3124132752,Fran Brodić,130597.0,,,,,,Free Kick,,1,From Free Kick,Riccardo Piscitelli,38335.0,Goalkeeper,79,Ujpest,1033,['7edaf425-3a3a-541c-8106-07669c79d419'],17,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:29:17.002,Pass,
,,,,,,,,,,,,,,,,,,1.834,,,,,,,,,,,,,,bb1aaae5-6712-5427-9579-0ea7d2afe63c,978,,"[79.2, 27.8]",4003552,29,0.0072629014,0.0094643524,-0.002201451,0.0112834182,0.0246697757,-0.0133863576,-0.0111849066,,,True,1.505163,,,,,"[80.6, 49.1]",,High Pass,,21.35,,Incomplete,,2.0,Attacking third - Center - To right - Short - Ground Pass,0.9619130013,0.5919867158,Aljoša Matko,101803.0,,,,,,,,1,From Free Kick,Fran Brodić,130597.0,Center Forward,79,Ujpest,1033,"['a9354eed-ebea-5097-bc8c-7a1e32d21fef', '78f73d63-3995-5941-a43d-67d387d8ddf4', 'ccbdeb9d-c574-584f-af09-9d89d482a2a9']",20,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:29:20.635,Pass,True
,,,,,,,,,,,,,,,,,,1.481,,,,,,,,,,,,,,ccbdeb9d-c574-584f-af09-9d89d482a2a9,980,,"[39.5, 31.0]",4003552,29,0.0094648628,0.0246697757,-0.015204913,0.0072707101,0.0094643524,-0.0021936423,0.0130112707,,,,-0.067923,,Head,,,"[54.2, 30.0]",,High Pass,,14.73,,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.9690441175,0.5589131117,Gábor Jurek,405025.0,,,,,,Recovery,,1,Regular Play,Dániel Richárd Gera,404174.0,Left Back,80,Diósgyőr,2212,"['bb425384-4bda-52ce-883d-e6c510961834', 'bb1aaae5-6712-5427-9579-0ea7d2afe63c']",22,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:22.469,Pass,
,,,,,,,,,,,,,,,,,,1.945,,,,,,,,,,,,,,70c8c33d-8df1-5a5b-9c82-34025ad03713,982,,"[53.9, 29.1]",4003552,29,0.0110769225,0.0094648628,0.0016120598,0.0191278439,0.0072707101,0.0118571338,0.0102450741,,,,0.820916,,Head,,,"[63.4, 39.3]",,High Pass,,13.94,,,,53.0,Midfield third - Center - Forwards - Short - Ground Pass,0.6595792251,0.5355083942,Ivan Šaponjić,34532.0,,,,,,,,1,Regular Play,Gábor Jurek,405025.0,Left Wing,80,Diósgyőr,2212,['5ab3735b-1c4a-5b1d-8907-3f85be92bc14'],24,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:24.048,Pass,
,,,,,,,,,,,,,,,,,,1.006,,,,,,,,,,,,,,71e060f0-ab8f-5ef0-9ff8-61eab22d429e,989,,"[66.4, 35.5]",4003552,29,0.0099682361,0.0081218192,0.0018464169,0.0206431486,0.0179090407,0.0027341079,0.000887691,,,,-0.441179,,Right Foot,,,"[70.0, 33.8]",,Ground Pass,,3.98,,,,,,,0.9945742488,Anderson Esiti,23648.0,,,,,,Free Kick,,1,From Free Kick,Alejandro Vallejo Mínguez,24323.0,Right Defensive Midfield,81,Diósgyőr,2212,['427615eb-bcf5-526b-ab1b-614cfb49ddca'],48,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:48.395,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,5cdc5cd1-9007-5b71-bd49-7b133701baf4,993,,"[73.1, 34.3]",4003552,29,0.0090749161,0.0101443548,-0.0010694386,0.0202674828,0.0225746203,-0.0023071375,-0.0012376988,,,,2.933537,,Right Foot,,,"[64.1, 36.2]",,Ground Pass,,9.2,,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.9694050937,0.9630685449,Alejandro Vallejo Mínguez,24323.0,,,,,,,,1,From Free Kick,Anderson Esiti,23648.0,Left Defensive Midfield,81,Diósgyőr,2212,"['f68c51c1-7679-5823-9cfa-9994216999e9', '7ee08aa5-8c9a-5a1d-b714-46d4c79192fd', '9d8e5911-523e-53e4-abe3-8528d06db6a8']",50,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:50.374,Pass,True
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,64ed072d-b027-53de-bd9d-3946904bb780,996,,"[61.3, 35.7]",4003552,29,0.0096530383,0.0096507361,2.3022e-06,0.01808016,0.0205614809,-0.0024813209,-0.0024836231,,,,1.736821,,Left Foot,,,"[58.2, 54.2]",,Ground Pass,,18.76,,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.9786990665,0.966907382,Ákos Kecskés,28991.0,,,,,,,,1,From Free Kick,Alejandro Vallejo Mínguez,24323.0,Right Defensive Midfield,81,Diósgyőr,2212,"['909b53bc-3bf3-5d2f-982d-5426d643e67c', 'f2bb8080-204d-5097-aef8-bd62d1e8cf99']",51,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:51.665,Pass,
,,,,,,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,74b535a1-52be-5d01-b3c0-f2db3a600017,999,,"[65.3, 53.4]",4003552,29,0.0088104596,0.0094711771,-0.0006607175,0.0064096432,0.0198920853,-0.0134824421,-0.0128217246,,,,-1.443902,,Right Foot,,,"[72.1, 0.1]",,High Pass,,53.73,,,,25.0,Midfield third - Right - To left - Long - High Pass,0.9670276643,0.8959778547,Gábor Jurek,405025.0,,,True,,,,,1,From Free Kick,Ákos Kecskés,28991.0,Right Center Back,81,Diósgyőr,2212,"['890e87f8-39c4-5479-8940-fa304e673800', 'aa337464-aa3b-5183-88de-62423a5d6611']",55,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:55.144,Pass,
,,,,,,,,,,,,,,,,,,1.842,,,,,,,,,,,,,,57252690-8f6f-50c5-a04e-152e07b2743d,1001,,"[71.9, 0.1]",4003552,29,0.0115687493,0.0088104596,0.0027582897,0.0125213973,0.0064096432,0.0061117541,0.0033534644,,,,0.566953,,Head,,,"[100.8, 18.5]",,High Pass,,34.26,,Incomplete,,13.0,Midfield third - Left - Forwards - Short - High Pass,0.9994607219,0.1466368139,Dániel Richárd Gera,404174.0,,,,,,,,1,From Free Kick,Gábor Jurek,405025.0,Left Wing,81,Diósgyőr,2212,"['b7779183-64fb-5598-9c11-85c4763d994e', '09119c75-4130-58fd-98a1-b8910d32de6a']",58,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:29:58.104,Pass,
,,,,,,,,,,,,,,,,,,8.054,,,,,,,,,,,,,,b7779183-64fb-5598-9c11-85c4763d994e,1003,,"[19.3, 61.6]",4003552,29,0.0087661101,0.0064096432,0.0023564668,0.0176493414,0.0088104596,0.0088388817,0.0064824149,,,,0.256842,,Right Foot,,,"[80.6, 77.7]",,High Pass,,63.38,,,,14.0,Defensive third - Center - Forwards - Long - High Pass,0.9062126613,0.2538740039,Fran Brodić,130597.0,,,,,,Recovery,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,82,Ujpest,1033,"['b0b57c42-310a-5e29-a471-f759b63ee104', '57252690-8f6f-50c5-a04e-152e07b2743d']",59,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:29:59.946,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,091bf36e-e74f-597a-9d47-9c09dcb310f1,1008,,"[91.0, 73.0]",4003552,31,0.0068833698,0.0095691467,-0.0026857769,0.0105635794,0.0377078168,-0.0271442374,-0.0244584605,,,,-0.835465,,Left Foot,True,,"[112.8, 48.9]",,High Pass,,32.5,,Pass Offside,,,,,0.3726784885,Arijan Ademi,18879.0,,,,,,Free Kick,,1,From Free Kick,Matija Ljujić,10837.0,Center Attacking Midfield,83,Ujpest,1033,['571cf9ca-22d3-5fb4-8172-9fe54204149d'],14,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:31:14.071,Pass,
,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,50233540-0792-5fc1-b34e-009e8f52c193,1010,,"[13.4, 32.6]",4003552,31,,0.0105635794,,,0.0068833698,,,,,,0.320348,,Right Foot,,,"[77.6, 53.9]",,High Pass,,67.64,,Unknown,,,,,,,,,,,,,Free Kick,,1,From Free Kick,Karlo Sentić,41382.0,Goalkeeper,84,Diósgyőr,2212,,47,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:31:47.289,Pass,
,,,,,,,,,,,,,,,,,,1.345,,,,,,,,,,,,,,98ca3238-df03-5f7e-bb59-3ecaac93208e,1013,,"[42.3, 26.7]",4003552,32,0.0101444116,0.0107989069,-0.0006544953,0.0142601272,0.0120564261,0.0022037011,0.0028581964,,,,-1.310194,,Right Foot,,,"[45.1, 16.2]",,Ground Pass,,10.87,,,,,,,0.9973710775,Tom Lacoux,68861.0,,,,,,Free Kick,,1,From Free Kick,André Lourenço Duarte,132838.0,Left Center Back,85,Ujpest,1033,['86701832-7e05-51f9-b70c-e4f981058892'],23,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:23.329,Pass,
,,,,,,,,,,,,,,,,,,0.872,,,,,,,,,,,,,,9be02c70-7d90-564e-9e30-ff6937d60a35,1016,,"[42.8, 16.7]",4003552,32,0.012848462,0.0103496592,0.0024988027,0.0115528069,0.0140061947,-0.0024533877,-0.0049521904,,,,2.466852,,Right Foot,,,"[36.8, 21.5]",,Ground Pass,,7.68,,,,4.0,Midfield third - Left - Backwards - Short - Ground Pass,0.9960842808,0.9680401683,André Lourenço Duarte,132838.0,,,,,,,,1,From Free Kick,Tom Lacoux,68861.0,Right Defensive Midfield,85,Ujpest,1033,"['b3cc38cd-7aac-5841-bf28-4c817af4d578', 'fc8f65f8-2120-5c98-a970-5ac41c3b4334']",24,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:24.686,Pass,
,,,,,,,,,,,,,,,,,,0.913,,,,,,,,,,,,,,b292a94d-f490-50f9-baef-50348993d6cb,1020,,"[32.8, 21.5]",4003552,32,0.010998046,0.0132844839,-0.0022864379,0.0123328762,0.01150194,0.0008309362,0.0031173741,,,,-0.95339,,Right Foot,,,"[39.9, 11.5]",,Low Pass,,12.26,,,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.6421178518,0.6720718145,Tom Lacoux,68861.0,,,,,,,,1,From Free Kick,André Lourenço Duarte,132838.0,Left Center Back,85,Ujpest,1033,"['a64066a2-669a-5f51-85dc-2dfc43b001cd', '71f006db-9bf6-5a29-96f5-66fe00e7b6f5', '0f8eff8a-1658-5a44-9341-e8c413700ee0']",26,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:26.356,Pass,True
,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,83ed5cd2-fcae-50c2-81cf-e52269976b0f,1023,,"[53.4, 6.8]",4003552,32,0.0096769268,0.0105212545,-0.0008443277,0.0148930242,0.0152655216,-0.0003724974,0.0004718304,,,,0.338066,,Right Foot,,,"[66.2, 11.3]",,Ground Pass,,13.57,,,,19.0,Midfield third - Left - Forwards - Short - Ground Pass,0.9713929371,0.8606258631,Fran Brodić,130597.0,,,,,,,,1,From Free Kick,Tom Lacoux,68861.0,Right Defensive Midfield,85,Ujpest,1033,"['37762e1f-97f4-5226-8de0-2c8d050f693e', 'bc0921c7-53f7-5402-b8ff-afcf08570744']",29,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:29.718,Pass,
,,,,,,,,,,,,,,,,,,0.764,,,,,,,,,,,,,,2f2b14cd-87c1-5f7e-bfac-ecbe7dfb9881,1027,,"[67.1, 7.8]",4003552,32,0.0099795079,0.009761367,0.0002181409,0.0175737292,0.0151620032,0.0024117259,0.002193585,,,,-0.907241,,Right Foot,,,"[71.4, 2.3]",,Low Pass,,6.98,,,,57.0,Midfield third - Left - Forwards - Short - Ground Pass,0.9202969307,0.7661558986,Krisztofer Horváth,40039.0,,,,,,,,1,From Free Kick,Fran Brodić,130597.0,Center Forward,85,Ujpest,1033,"['402f830c-b1f5-510c-9e5c-e47a9d4a4ac8', '34bdfc13-a2c3-502d-8869-23b95a4ef6ba', '252748e7-a1b6-58ae-a55e-b0a03c64bb1e']",31,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:31.884,Pass,True
,,,,,,,,,,,,,,,,,,1.535,,,,,,,,,,,,,,5099e3bd-d025-5efe-b0dc-911602253f53,1030,,"[71.4, 2.3]",4003552,32,0.0124110086,0.0099795079,0.0024315007,0.0115065333,0.0175737292,-0.0060671959,-0.0084986966,,,,1.341564,,Right Foot,,,"[74.2, 14.3]",,Ground Pass,,12.32,,Incomplete,,32.0,Midfield third - Left - To right - Short - Ground Pass,0.9313158944,0.8440456986,,,,,,,,,,1,From Free Kick,Krisztofer Horváth,40039.0,Left Wing,85,Ujpest,1033,"['0ac7def8-a47a-54e7-a37e-b21d0ff0cc31', 'ba0f45de-9593-57a2-817b-f3626ecbb787']",32,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:32.688,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,ace03bda-2367-558b-85c3-89dec6814ed8,1034,,"[39.2, 66.0]",4003552,32,0.0116713457,0.0111129964,0.0005583493,0.0105068535,0.0110652652,-0.0005584117,-0.001116761,,,,2.260596,,Right Foot,,,"[32.6, 74.0]",,Ground Pass,,10.37,,,,39.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9985966588,0.9458959103,Ákos Kecskés,28991.0,,,,,,,,1,Regular Play,Elton-Ofoi Acolatse,23735.0,Right Wing,86,Diósgyőr,2212,"['9764169e-a6d9-5e87-a1b5-76ac57cc3c4e', '956c1430-ed89-5fcb-918a-a099b38cb2cc', '9df133ad-10bb-5d3e-8016-7cf2ba929233']",35,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:32:35.726,Pass,True
,,,,,,,,,,,,,,,,,,2.891,,,,,,,,,,,,,,9a3c36db-d379-5027-9ef6-6480486010bc,1037,,"[32.6, 74.0]",4003552,32,0.0134827737,0.0116713457,0.001811428,0.0084904078,0.0105068535,-0.0020164456,-0.0038278736,,,,-0.275027,,Left Foot,,,"[73.0, 62.6]",,High Pass,,41.98,,Pass Offside,,41.0,Defensive third - Right - Forwards - Long - High Pass,0.9660966915,0.1946568936,Ivan Šaponjić,34532.0,,,,,,,,1,Regular Play,Ákos Kecskés,28991.0,Right Center Back,86,Diósgyőr,2212,"['d580693f-76eb-51a2-a838-412c8f0c57cc', '1de6b110-468c-59b2-b57b-76ba40cb4afa']",36,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:32:36.694,Pass,
,,,,,,,,,,,,,,,,,,3.347,,,,,,,,,,,,,,8844e442-ce0e-5c37-8dc4-968d34c1761c,1039,,"[50.1, 17.5]",4003552,32,0.005691126,0.0084904078,-0.0027992819,0.0107762991,0.0134827737,-0.0027064746,9.28072e-05,,,,0.931443,,Right Foot,,,"[87.5, 67.8]",,High Pass,,62.68,,Incomplete,,,,,0.5990561843,,,,,True,,,Free Kick,,1,From Free Kick,André Lourenço Duarte,132838.0,Left Center Back,87,Ujpest,1033,['3406177a-ad91-59cb-894f-46863b01ef67'],47,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:32:47.957,Pass,
,,,,,,,,,,,,,,,,,,1.884,,,,,,,,,,,,,,3406177a-ad91-59cb-894f-46863b01ef67,1040,,"[32.6, 12.3]",4003552,32,0.0106984144,0.0134827737,-0.0027843593,0.006484244,0.0084904078,-0.0020061638,0.0007781954,,,,0.754352,,Head,,,"[40.9, 20.1]",,High Pass,,11.39,,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.7437178344,0.6804591417,Alejandro Vallejo Mínguez,24323.0,,,,,,Recovery,,1,Regular Play,Dániel Richárd Gera,404174.0,Left Back,88,Diósgyőr,2212,"['c55078fc-4ef9-5339-addf-68af9f45b15d', '8844e442-ce0e-5c37-8dc4-968d34c1761c']",51,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:32:51.304,Pass,
,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,ce55cb64-707b-52af-9943-769614405b51,1042,,"[40.9, 20.1]",4003552,32,0.0111632831,0.0106984144,0.0004648687,0.0161484852,0.006484244,0.0096642412,0.0091993725,,,,0.490668,,Head,,,"[55.5, 27.9]",,Low Pass,,16.55,,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.9443817852,0.4849908948,Ágoston András Bényei,404187.0,,,,,,,,1,Regular Play,Alejandro Vallejo Mínguez,24323.0,Right Defensive Midfield,88,Diósgyőr,2212,['2b7956a0-a2c3-57e8-acb9-7d70412f5be7'],53,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:32:53.188,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,da19967e-4214-507d-9fc4-6f4dde3a9c39,1050,,"[78.1, 20.8]",4003552,32,0.0089027882,0.0098998956,-0.0009971075,0.0219298508,0.0215014536,0.0004283972,0.0014255047,,,,-1.266151,,Right Foot,,,"[84.2, 1.4]",,Ground Pass,,20.34,,,,0.0,Midfield third - Center - To left - Short - Ground Pass,0.7219113648,0.9302998781,Gábor Jurek,405025.0,,,,,,,,1,Regular Play,Ivan Šaponjić,34532.0,Center Forward,88,Diósgyőr,2212,"['a704daf2-23a2-5ff5-bf11-eafe8936b283', '3b633a89-d20c-5ec1-9917-a36e818abacd']",59,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:32:59.312,Pass,True
,,,,,,,,,,,,,,,,,,1.623,,,,,,,,,,,,,,c2ac0acb-3c32-5d3c-93b6-5209cafc543e,1053,,"[85.6, 5.5]",4003552,33,0.0094209248,0.0084290998,0.000991825,0.0202269517,0.0217673592,-0.0015404075,-0.0025322326,,,,2.618314,,Left Foot,,,"[72.6, 13.0]",,Ground Pass,,15.01,,,,49.0,Attacking third - Left - Backwards - Short - Ground Pass,0.6203010115,0.9914841056,Alejandro Vallejo Mínguez,24323.0,,,,,,,,1,Regular Play,Gábor Jurek,405025.0,Left Wing,88,Diósgyőr,2212,"['3e25d23b-9976-5126-b178-2e27931ab2fb', '8c72a408-c7c8-5826-8cd6-ea7ab38be066']",5,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:33:05.603,Pass,
,,,,,,,,,,,,,,,,,,0.731,,,,,,,,,,,,,,09b52901-3837-557e-8f95-c61a142b22aa,1056,,"[73.0, 12.8]",4003552,33,0.0086094532,0.0094280923,-0.0008186391,0.0306547321,0.020177979,0.0104767531,0.0112953922,,,,0.153,,Right Foot,,,"[94.4, 16.1]",,High Pass,,21.65,,,,13.0,Midfield third - Left - Forwards - Short - High Pass,0.411550017,0.3409140408,Dániel Richárd Gera,404174.0,,,,,,,,1,Regular Play,Alejandro Vallejo Mínguez,24323.0,Right Defensive Midfield,88,Diósgyőr,2212,"['cf82161d-770e-53be-a3e4-3ec6da2d4729', 'e090a29f-efa1-5829-845e-ca90f2029372']",7,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:33:07.776,Pass,
,,,,,,,,,,,,,,,,,,3.255,,,,,,,,,,,,,,a73870d5-1e51-5fdd-a3e1-b926cfcae9ff,1060,,"[94.3, 15.8]",4003552,33,0.0067758197,0.0086921137,-0.001916294,0.0104347905,0.030561883,-0.0201270925,-0.0182107985,,True,,0.113681,,No Touch,,,"[119.7, 18.7]",,Ground Pass,,25.57,True,Out,,15.0,Attacking third - Left - Forwards - Short - Ground Pass,0.9014102003,0.7020033598,,,,,,,,,,1,Regular Play,Dániel Richárd Gera,404174.0,Left Back,88,Diósgyőr,2212,['30e064e3-2198-5c02-9063-4a4bce1424ce'],8,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:33:08.688,Pass,
,,,,,,,,,,,,,,,,,,2.444,,,,,,,,,,,,,,0c2d3df5-f03e-586d-8b9e-64057b7fc96f,1061,,"[6.6, 49.8]",4003552,33,0.0160968229,0.0104347905,0.0056620324,0.0115638105,0.0067758197,0.0047879908,-0.0008740416,True,,,0.005172,,Right Foot,,,"[64.6, 50.1]",,High Pass,,58.0,,,,14.0,Defensive third - Center - Forwards - Long - High Pass,0.9971202754,0.3871478438,Matija Ljujić,10837.0,,,,,,Goal Kick,,1,From Goal Kick,Riccardo Piscitelli,38335.0,Goalkeeper,89,Ujpest,1033,['5c45200f-6ef0-5a4d-b764-aafd4a94f9e9'],49,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:33:49.623,Pass,
,,,,,,,,,,,,,,,,,,0.609,,,,,,,,,,,,,,51eb565d-90ac-5a4a-a9ba-6a23f1b5325f,1069,,"[56.3, 29.1]",4003552,33,0.0109355636,0.0105281277,0.0004074359,0.0166697595,0.0147530185,0.001916741,0.0015093051,,,,-0.90349,,Left Foot,,,"[58.9, 25.8]",,Ground Pass,,4.2,,,,53.0,Midfield third - Center - Forwards - Short - Ground Pass,0.6066625013,0.9069315195,Ágoston András Bényei,404187.0,,,,,,,,1,Regular Play,Siniša Saničanin,28003.0,Left Center Back,90,Diósgyőr,2212,"['11bb85a0-ca6e-544e-b0a6-de4eeb720491', '1b9e3c6c-1494-5588-8531-4237e1a141f1', '8d12814d-768d-5a5a-84b2-fde1fa581d1f']",55,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:33:55.618,Pass,True
,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,8fe0304c-3c49-590c-90c5-2288b58685d0,1073,,"[64.5, 21.1]",4003552,33,0.00953924,0.0100989398,-0.0005596997,0.0183625072,0.017497208,0.0008652993,0.001424999,,,,-2.024135,,Right Foot,,,"[62.6, 17.2]",,Ground Pass,,4.34,,,,27.0,Midfield third - Left - To left - Short - Ground Pass,0.9974546516,0.956376493,Gábor Jurek,405025.0,,,,,,,,1,Regular Play,Ágoston András Bényei,404187.0,Center Attacking Midfield,90,Diósgyőr,2212,"['11d06c9c-7ba6-5209-9696-65da69563da7', '6686e352-32b7-5a3a-9856-989e52368c6a', 'e3408013-5052-5644-90bd-53ef6efb7b61']",57,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:33:57.153,Pass,True
,,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,,,,96ae42de-3666-5e4c-a0e0-86b265a2ca88,1076,,"[66.4, 10.4]",4003552,33,0.0092579359,0.009455747,-0.0001978111,0.0166340619,0.0178350098,-0.0012009479,-0.0010031369,,,,-0.590713,,Left Foot,,,"[74.9, 4.7]",,Ground Pass,,10.23,,,,57.0,Midfield third - Left - Forwards - Short - Ground Pass,0.9883873723,0.9602729082,Ágoston András Bényei,404187.0,,,,,,,,1,Regular Play,Gábor Jurek,405025.0,Left Wing,90,Diósgyőr,2212,"['f7f9c30d-2b47-5059-976d-1dca45b00c26', '6837d440-8214-5c1f-a57b-7277b6eab94d']",59,,,,,,,,,,,,,,,,,,,,,,Diósgyőr,2212,00:33:59.148,Pass,
