player_id,player_name,player_nickname,birth_date,player_gender,player_height,player_weight,jersey_number,positions,stats,country,formations,events
8834,Wojciech Golla,,1992-01-12,male,186.0,80.0,14,"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00:00.000', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]","{'own_goals': 0, 'goals': 0, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Poland,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
21173,Laros Duarte,,1997-02-28,male,180.0,67.0,6,"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00:00.000', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]","{'own_goals': 0, 'goals': 0, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Cape Verde,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
23953,Mikael Soisalo,,1998-04-24,male,181.0,75.0,20,"[{'position_id': 12, 'position': 'Right Midfield', 'from': '00:45:00.000', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle', 'counterpart_id': 73886, 'counterpart_name': 'Zsolt Nagy'}]","{'own_goals': 0, 'goals': 0, 'assists': 1, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Finland,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
24629,Urho Nissilä,,1996-04-04,male,174.0,69.0,16,[],[],Finland,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
28951,Quentin Maceiras,,1995-10-10,male,181.0,75.0,23,"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00:00.000', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]","{'own_goals': 0, 'goals': 0, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Switzerland,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
39464,András Németh,,2002-11-09,male,187.0,78.0,90,[],[],Hungary,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
73886,Zsolt Nagy,,1993-05-25,male,188.0,74.0,25,"[{'position_id': 16, 'position': 'Left Midfield', 'from': '00:00:00.000', 'to': '00:22:46.527', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 16, 'position': 'Left Midfield', 'from': '00:23:15.327', 'to': '00:45:00.000', 'from_period': 1, 'to_period': 2, 'start_reason': 'Player On', 'end_reason': 'Substitution - Off (Tactical)', 'counterpart_id': 23953, 'counterpart_name': 'Mikael Soisalo'}]","{'own_goals': 0, 'goals': 0, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Hungary,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
136301,Joel Fameyeh,,1997-05-14,male,180.0,73.0,7,"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00:00.000', 'to': '01:25:44.335', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Injury)', 'counterpart_id': 404167, 'counterpart_name': 'Roland Szolnoki'}]","{'own_goals': 0, 'goals': 1, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Ghana,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
158733,Péter Szappanos,,1990-11-14,male,194.0,93.0,1,"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00:00.000', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]","{'own_goals': 0, 'goals': 0, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Hungary,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
160378,Michael Okeke,,2005-10-16,male,186.0,,4,"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00:00.000', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]","{'own_goals': 0, 'goals': 0, 'assists': 0, 'penalties_scored': 0, 'penalties_missed': 0, 'penalties_saved': 0}",Hungary,"[{'period': 1, 'timestamp': '00:00:00.000', 'reason': 'Starting XI', 'formation': 442}]","[{'period': 1, 'timestamp': '00:00:00.000', 'type': 'Half Start'}, {'period': 1, 'timestamp': '00:46:58.484', 'type': 'Half End'}, {'period': 2, 'timestamp': '00:45:00.000', 'type': 'Half Start'}, {'player_id': 8834, 'player_name': 'Wojciech Golla', 'period': 2, 'timestamp': '01:04:49.339', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 404169, 'player_name': 'Daniel Lukacs', 'period': 2, 'timestamp': '01:16:28.654', 'type': 'Foul Committed', 'outcome': 'Yellow Card'}, {'player_id': 23953, 'player_name': 'Mikael Soisalo', 'period': 2, 'timestamp': '01:19:46.167', 'type': 'High Pass', 'outcome': 'Assist'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:19:47.741', 'type': 'Shot', 'outcome': 'Goal'}, {'player_id': 136301, 'player_name': 'Joel Fameyeh', 'period': 2, 'timestamp': '01:20:59.909', 'type': 'Bad Behaviour', 'outcome': 'Yellow Card'}, {'period': 2, 'timestamp': '01:35:12.248', 'type': 'Half End'}]"
