,50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,efe34b49-e757-4e34-8428-26feb42240f2,1,,,,4003664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Nyíregyháza Spartacus,2215,,0,,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 300705, 'name': 'Dániel Kovács'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 63}, {'player': {'id': 136224, 'name': 'Meldin Drešković'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 98}, {'player': {'id': 405771, 'name': 'Attila Temesvári'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 404971, 'name': 'Levente Katona'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 31}, {'player': {'id': 411566, 'name': 'Barna Benczenleitner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 66}, {'player': {'id': 438572, 'name': 'Milán Kovács'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 345335, 'name': 'Balázs Manner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8703, 'name': 'Dominik Nagy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 404992, 'name': 'Bálint Lajos Katona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 55}, {'player': {'id': 8042, 'name': 'Marko Kvasina'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 9730, 'name': 'Bright Osagie Edomwonyi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 34}]}",Nyíregyháza Spartacus,2215,00:00:00.000,Starting XI,
1,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3b588250-5304-4cdf-b611-7e00edee3bea,2,,,,4003664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Nyíregyháza Spartacus,2215,,0,,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 404208, 'name': 'Dávid Banai'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 247192, 'name': 'Gergő János Bodnár'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7977, 'name': 'João Aniceto Grandela Nunes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 27815, 'name': 'Patrizio Stronati'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 94}, {'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 55}, {'player': {'id': 68861, 'name': 'Tom Lacoux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 12829, 'name': 'Damian Rasak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 101803, 'name': 'Aljoša Matko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 28763, 'name': 'Giorgi Beridze'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 10837, 'name': 'Matija Ljujić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 88}, {'player': {'id': 48713, 'name': 'Milan Tučić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 34}]}",Ujpest,1033,00:00:00.000,Starting XI,
2,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,75caf75c-0be2-484d-903e-f8d43be5c700,3,,,,4003664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Nyíregyháza Spartacus,2215,['31996b28-dff1-52e7-9794-ac3a53df18bf'],0,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:00.000,Half Start,
3,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,31996b28-dff1-52e7-9794-ac3a53df18bf,4,,,,4003664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Nyíregyháza Spartacus,2215,['75caf75c-0be2-484d-903e-f8d43be5c700'],0,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
4,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9ac31db5-26c3-4b0f-bf5b-00196fdcb476,1365,,,,4003664,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Nyíregyháza Spartacus,2215,['07dee4f8-af61-571a-bd8a-3b7bae45d41a'],0,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:00.000,Half Start,
5,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,07dee4f8-af61-571a-bd8a-3b7bae45d41a,1366,,,,4003664,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Nyíregyháza Spartacus,2215,['9ac31db5-26c3-4b0f-bf5b-00196fdcb476'],0,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
6,,,,,,,,,,,,,,,,,,2.080298,,,,,,,,,,,,,,721c09eb-422c-42dc-aa5e-60d3c72a40dd,5,,,"[61.0, 40.1]",4003664,0,0.0117006665,0.0096909162,0.0020097503,0.0138100209,0.0068286974,0.0069813235,0.0049715731,,,,3.089787,,,Right Foot,,"[34.0, 41.5]",,Ground Pass,,27.04,,,,,,0.998760581,Barna Benczenleitner,411566.0,,,,,Kick Off,,1,From Kick Off,Bálint Lajos Katona,404992.0,Center Attacking Midfield,2,Nyíregyháza Spartacus,2215,['c185422f-741e-5960-af63-df97af64d936'],0,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:00.739,Pass,
7,,,,,,,,,,,,,,,,,,2.153662,,,,,,,,,,,,,,6b3dbdc3-4468-4650-ad62-a265ad5ff3b5,8,,,"[34.9, 40.1]",4003664,0,0.0096280631,0.0109992344,-0.0013711713,0.0169756785,0.0140524376,0.0029232409,0.0042944122,,,,0.222203,,,Left Foot,,"[85.8, 51.6]",,High Pass,,52.18,,,9.0,Midfield third - Right - Forwards - Long - High Pass,0.4748548055,0.2306212485,Marko Kvasina,8042.0,,,,,,,1,From Kick Off,Barna Benczenleitner,411566.0,Left Back,2,Nyíregyháza Spartacus,2215,"['f66b6bc4-dfc7-5b1d-a837-630e89880e44', 'c61543fe-8db1-567e-a65a-265e505244cc']",3,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:03.780,Pass,
8,,,,,,,,,,,,,,,,,,1.4355139999999993,,,,,,,,,,,,,,d0d38441-c7ae-4ed9-bd39-30d9171daa9c,10,,,"[85.8, 51.6]",4003664,0,0.0120000616,0.0096280631,0.0023719985,0.0120164389,0.0169756785,-0.0049592396,-0.0073312381,,,True,-0.121535,,,Head,,"[98.9, 50.0]",,High Pass,,13.2,Incomplete,,56.0,Attacking third - Center - To left - Short - Ground Pass,0.5504367389,0.3421720266,,,,,,,,,1,From Kick Off,Marko Kvasina,8042.0,Right Center Forward,2,Nyíregyháza Spartacus,2215,"['1910122f-b2ba-4d65-bbf2-21468f852a8e', 'e17a689a-7bec-51b5-b41f-99685d9f5c71']",5,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:05.933,Pass,True
9,,,,,,,,,,,,,,,,,,1.5898520000000007,,,,,,,,,,,,,,1910122f-b2ba-4d65-bbf2-21468f852a8e,12,,,"[21.2, 30.1]",4003664,0,0.0281943306,0.0169756785,0.0112186521,0.0093224272,0.0096280631,-0.0003056359,-0.011524288,,,,-0.001208,,,Right Foot,,"[37.8, 30.1]",,High Pass,,16.55,Incomplete,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.8638037963,0.2018953115,,,,,,,Recovery,,1,From Kick Off,Patrizio Stronati,27815.0,Left Center Back,2,Nyíregyháza Spartacus,2215,"['d0d38441-c7ae-4ed9-bd39-30d9171daa9c', '963d792c-570a-4450-a982-87df0f8f9ac9']",7,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:07.369,Pass,
10,,,,,,,,,,,,,,,,,,0.5936440000000003,,,,,,,,,,,,,,963d792c-570a-4450-a982-87df0f8f9ac9,13,,,"[82.4, 50.0]",4003664,0,0.0092218611,0.0120000616,-0.0027782004,0.0285993423,0.0120164389,0.0165829035,0.0193611039,,,,0.912908,,,Right Foot,,"[85.8, 54.4]",,Low Pass,,5.56,,,2.0,Attacking third - Center - To right - Short - Ground Pass,0.9392558955,0.8549918532,Attila Temesvári,405771.0,,,,,Recovery,,1,From Kick Off,Bálint Lajos Katona,404992.0,Center Attacking Midfield,2,Nyíregyháza Spartacus,2215,"['1910122f-b2ba-4d65-bbf2-21468f852a8e', 'c006f4bf-fa68-5d97-8cae-de6b0356166b']",8,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:08.959,Pass,
11,,,,,,,,,,,,,,,,,,0.6624259999999995,,,,,,,,,,,,,,7e6e668a-946c-44a5-95f1-bde98c41bf74,15,,,"[85.8, 54.4]",4003664,0,0.0119023919,0.0092218611,0.0026805308,0.0118673984,0.0285993423,-0.0167319439,-0.0194124747,,,,0.476467,,,Right Foot,,"[95.1, 59.2]",,Low Pass,,10.47,Incomplete,,43.0,Attacking third - Right - Forwards - Short - Ground Pass,0.9552738051,0.5166067481,,,,,,,,,1,From Kick Off,Attila Temesvári,405771.0,Right Center Back,2,Nyíregyháza Spartacus,2215,['b7fec285-f9ca-4a97-87f3-af9986a2a8df'],9,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:09.552,Pass,
12,,,,,,,,,,,,,,,,,,1.5661540000000005,,,,,,,,,,,,,,b7fec285-f9ca-4a97-87f3-af9986a2a8df,16,,,"[25.0, 20.9]",4003664,0,0.0095865708,0.0285993423,-0.0190127715,0.0100241266,0.0092218611,0.0008022655,0.019815037,,,,0.197959,,,Right Foot,,"[55.7, 27.1]",,Low Pass,,31.32,Incomplete,,28.0,Defensive third - Left - Forwards - Long - High Pass,0.9969034935,0.6236832142,,,,,,,Recovery,,1,From Kick Off,Attila Fiola,11268.0,Left Back,2,Nyíregyháza Spartacus,2215,"['7e6e668a-946c-44a5-95f1-bde98c41bf74', 'a6ef2f83-9c40-43f3-bf91-5990ffb6bb5a']",10,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:10.215,Pass,
13,,,,,,,,,,,,,,,,,,1.5770259999999998,,,,,,,,,,,,,,a6ef2f83-9c40-43f3-bf91-5990ffb6bb5a,17,,,"[64.4, 53.0]",4003664,0,0.0141141182,0.0119023919,0.0022117263,0.0110902032,0.0118673984,-0.0007771952,-0.0029889215,,,,-0.424452,,,Head,,"[85.2, 43.6]",,High Pass,,22.83,,,56.0,Attacking third - Center - To left - Short - Ground Pass,0.6400014355,0.2899598181,Bright Osagie Edomwonyi,9730.0,,,,,Recovery,,1,From Kick Off,Meldin Drešković,136224.0,Right Back,2,Nyíregyháza Spartacus,2215,"['b7fec285-f9ca-4a97-87f3-af9986a2a8df', 'd239cae3-ff1d-57dc-b218-3d201177c9c1']",11,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:11.781,Pass,
14,,,,,,,,,,,,,,,,,,2.0497479999999997,,,,,,,,,,,,,,049cff32-3c91-41eb-aaf4-a109c10399c9,22,,,"[36.8, 34.3]",4003664,0,0.0189457145,0.0110902032,0.0078555113,0.0098232636,0.0141141182,-0.0042908546,-0.0121463658,,,,-0.471573,,,Right Foot,,"[57.4, 23.8]",,High Pass,,23.14,Incomplete,,30.0,Midfield third - Center - To left - Short - Ground Pass,0.8765668739,0.2974845767,,,,,,,Recovery,,1,From Kick Off,Tom Lacoux,68861.0,Right Defensive Midfield,2,Nyíregyháza Spartacus,2215,['60e3df56-61fb-4cc0-92e7-9bb6aea3ec4c'],15,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:15.709,Pass,
15,,,,,,,,,,,,,,,,,,4.44066,,,,,,,,,,,,,,60e3df56-61fb-4cc0-92e7-9bb6aea3ec4c,23,,,"[62.7, 56.3]",4003664,0,0.0059398781,0.0141141182,-0.0081742401,0.0164427459,0.0110902032,0.0053525427,0.0135267829,,,,0.296599,,,Right Foot,,"[110.8, 71.0]",,High Pass,,50.3,Incomplete,,9.0,Midfield third - Right - Forwards - Long - High Pass,0.9692280395,0.2967209518,,,,,,,Recovery,,1,From Kick Off,Meldin Drešković,136224.0,Right Back,2,Nyíregyháza Spartacus,2215,"['c1e84d48-81a2-46af-b865-149f6a6a5415', '049cff32-3c91-41eb-aaf4-a109c10399c9']",17,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:17.759,Pass,
16,,,,,,,,,,,,,,,,,,1.8557740000000011,,,,,,,,,,,,,,5e5be5d8-9640-4873-9038-9788ec3657d8,27,,,"[13.1, 6.9]",4003664,0,0.0118018761,0.0135821756,-0.0017802995,0.0128239356,0.0060057277,0.0068182079,0.0085985074,,,,0.383469,,,Left Foot,,"[43.9, 19.3]",,Low Pass,,33.22,,,28.0,Defensive third - Left - Forwards - Long - High Pass,0.9985071498,0.374125272,Milan Tučić,48713.0,,,,,,,1,Regular Play,Attila Fiola,11268.0,Left Back,3,Ujpest,1033,"['26c5d230-bdfe-5117-bfc7-9abfacf22657', 'df035b37-5164-578f-80d6-f818f1ceb1e9', '9063a2a5-ace2-40b2-8483-fbdcb4db07b7']",23,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:23.607,Pass,True
17,,,,,,,,,,,,,,,,,,1.1226999999999971,,,,,,,,,,,,,,edeaf0fa-22fa-4153-bf0e-6a66dd979a9c,31,,,"[43.3, 19.6]",4003664,0,0.0102475276,0.0116498368,-0.0014023092,0.0148219401,0.0128239356,0.0019980045,0.0034003137,,,,1.394361,,,Left Foot,,"[46.0, 34.8]",,Low Pass,,15.44,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.6711825595,0.8086246848,Matija Ljujić,10837.0,,,,,,,1,Regular Play,Milan Tučić,48713.0,Center Forward,3,Ujpest,1033,"['b67ea6b5-a1df-5549-bdc9-b6bfd67da64b', '38b7c3c0-cd97-4587-ae31-053234b655e8', '7941847d-c9d3-562f-81b0-b91aee888b1d']",26,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:26.046,Pass,True
18,,,,,,,,,,,,,,,,,,1.503696,,,,,,,,,,,,,,3c17f26e-2df7-4b65-b7bb-e6bf24359002,34,,,"[46.0, 34.8]",4003664,0,0.0171073135,0.0102475276,0.0068597859,0.0110949473,0.0148219401,-0.0037269928,-0.0105867786,,,,0.154049,,,Left Foot,,"[63.7, 37.6]",,Low Pass,,17.92,Incomplete,,53.0,Midfield third - Center - Forwards - Short - Ground Pass,0.6095527863,0.6325725317,,,,,,,,,1,Regular Play,Matija Ljujić,10837.0,Center Attacking Midfield,3,Ujpest,1033,"['250d2542-556b-41bd-94dc-1717e044af8d', '95e124ae-459f-51a0-84e4-e15b0a64d018']",27,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:27.169,Pass,
19,,,,,,,,,,,,,,,,,,1.3333230000000003,,,,,,,,,,,,,,03a23adb-1c04-4408-b6e9-b83ef74ffa18,38,,,"[55.2, 42.9]",4003664,0,0.0105181728,0.011651325,-0.0011331523,0.0157947503,0.0165874138,-0.0007926635,0.0003404887,,,,1.967361,,,Left Foot,,"[48.5, 58.9]",,Ground Pass,,17.35,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.7998003367,0.9699838758,Meldin Drešković,136224.0,,,,,,,1,Regular Play,Levente Katona,404971.0,Left Center Back,4,Nyíregyháza Spartacus,2215,"['aca584ce-08ca-54a6-b8ad-3c8f49c67941', '3d76a0b2-1c70-5efe-9a40-d29ede0c6c23', 'b41d334b-5ce2-4ea5-9fdf-2d5f83b3c2ca']",29,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:29.336,Pass,True
20,,,,,,,,,,,,,,,,,,2.4910900000000002,,,,,,,,,,,,,,4f88d585-ca96-47d2-9c3d-4535f0638d89,41,,,"[48.5, 58.9]",4003664,0,0.0096048014,0.0105181728,-0.0009133713,0.0157086477,0.0157947503,-8.61026e-05,0.0008272687,,,,0.792155,,,Right Foot,,"[63.2, 73.8]",,Ground Pass,,20.93,,,1.0,Midfield third - Center - To right - Short - Ground Pass,0.9763342348,0.9233804941,Milán Kovács,438572.0,,,,,,,1,Regular Play,Meldin Drešković,136224.0,Right Back,4,Nyíregyháza Spartacus,2215,"['b30f7574-cf9d-5a71-a89d-170bcf1b507a', '73bc2f57-0639-598b-a47b-9fe2912fa4b0']",30,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:30.670,Pass,
21,,,,,,,,,,,,,,,,,,0.7598300000000018,,,,,,,,,,,,,,9f544a13-5388-4163-bd0e-a101cd898705,43,,,"[63.2, 73.8]",4003664,0,0.0092378333,0.0096048014,-0.0003669681,0.0195127781,0.0157086477,0.0038041305,0.0041710986,,,,-0.022384,,,Right Foot,,"[76.6, 73.5]",,Ground Pass,,13.4,,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.9110042435,0.8368866444,Balázs Manner,345335.0,,,,,,,1,Regular Play,Milán Kovács,438572.0,Center Defensive Midfield,4,Nyíregyháza Spartacus,2215,['48187c8e-0459-51f7-b903-4dab3a38c307'],33,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:33.161,Pass,
22,,,,,,,,,,,,,,,,,,0.895515999999996,,,,,,,,,,,,,,43570b11-36df-4f0a-9fe7-5f9782d1362a,46,,,"[76.6, 73.5]",4003664,0,0.009626017,0.0092378333,0.0003881836,0.0199000444,0.0195127781,0.0003872663,-9.174e-07,,,,-2.04971,,,Right Foot,,"[71.2, 63.1]",,Ground Pass,,11.72,,,3.0,Attacking third - Right - Backwards - Short - Ground Pass,0.7069724285,0.9474034905,Milán Kovács,438572.0,,,,,,,1,Regular Play,Balázs Manner,345335.0,Right Center Midfield,4,Nyíregyháza Spartacus,2215,"['d480c694-960b-511b-a4e2-8cf794148764', '6df5d137-05ba-5231-affc-00118dd54e58']",33,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:33.921,Pass,
23,,,,,,,,,,,,,,,,,,2.8818240000000004,,,,,,,,,,,,,,3ef3b9d3-c007-44d1-a0eb-3ee2843fed30,48,,,"[71.2, 63.1]",4003664,0,0.0060205362,0.009626017,-0.0036054808,0.0108334562,0.0199000444,-0.0090665882,-0.0054611075,,True,,0.861202,,,Left Foot,,"[85.8, 80.1]",,High Pass,,22.41,Out,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.8392465702,0.4607369304,,,,,,,,,1,Regular Play,Milán Kovács,438572.0,Center Defensive Midfield,4,Nyíregyháza Spartacus,2215,,34,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:34.816,Pass,
24,,,,,,,,,,,,,,,,,,0.9157160000000003,,,,,,,,,,,,,,7d49dd32-8565-4d05-87e6-5388e7ba2c32,49,,,"[25.4, 0.1]",4003664,0,0.020460492,0.0108334562,0.0096270358,0.0089661209,0.0060205362,0.0029455847,-0.0066814511,,,,0.456083,,,,,"[38.7, 6.6]",,High Pass,,14.78,Incomplete,,,,,0.6254470348,Milan Tučić,48713.0,,,,,Throw-in,,1,From Throw In,Attila Fiola,11268.0,Left Back,5,Ujpest,1033,"['f7a6db89-faf9-5882-91f7-3a82e8124df2', 'c1bf4b94-ff61-4a70-a31f-553c7a78092b']",58,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:58.054,Pass,
25,,,,,,,,,,,,,,,,,,2.642303,,,,,,,,,,,,,,c1bf4b94-ff61-4a70-a31f-553c7a78092b,51,,,"[81.4, 73.5]",4003664,0,0.007845181,0.0060205362,0.0018246449,0.0300399102,0.0108334562,0.019206454,0.0173818092,,,,-0.664404,,,Right Foot,,"[104.0, 55.8]",,High Pass,,28.71,,,20.0,Midfield third - Right - Forwards - Short - High Pass,0.8750791058,0.2971754372,Bright Osagie Edomwonyi,9730.0,,,,,Interception,0.011577729,1,Regular Play,Meldin Drešković,136224.0,Right Back,6,Nyíregyháza Spartacus,2215,"['7d49dd32-8565-4d05-87e6-5388e7ba2c32', 'e20fed3b-37ce-58a3-84fd-3cd1f77359ea']",58,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:00:58.970,Pass,
26,,,,,,,,,,,,,,,,,,0.9995369999999967,,,,,,,,,,,,,,6f2c48d0-ea43-4eba-9fd4-c7dc4870cf81,53,,,"[104.0, 55.8]",4003664,1,0.0086163338,0.007845181,0.0007711528,0.0364383422,0.0300399102,0.006398432,0.0056272792,,,,-3.091634,,,Head,,"[94.0, 55.3]",,Low Pass,,10.01,,,31.0,Attacking third - Right - To left - Short - Ground Pass,0.8089045066,0.7051615715,Milán Kovács,438572.0,,,,,,,1,Regular Play,Bright Osagie Edomwonyi,9730.0,Left Center Forward,6,Nyíregyháza Spartacus,2215,['252ca39e-208e-5e40-9bde-84100d80abbb'],1,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:01.612,Pass,
27,,,,,,,,,,,,,,,,,,3.564476999999999,,,,,,,,,,,,,,26cb44a8-733f-442f-a784-dc84aa6170b2,56,,,"[94.0, 55.3]",4003664,1,0.0078386376,0.0086163338,-0.0007776963,0.0315782838,0.0364383422,-0.0048600584,-0.0040823622,,,,-1.621499,,,Right Foot,,"[92.3, 21.8]",,High Pass,,33.54,,,40.0,Attacking third - Right - To left - Short - High Pass,0.6371154812,0.6039509177,Dominik Nagy,8703.0,,,,,,,1,Regular Play,Milán Kovács,438572.0,Center Defensive Midfield,6,Nyíregyháza Spartacus,2215,"['a06e1add-468f-572e-8259-0bce204d2b4d', 'e2c31337-1e07-54b3-ab3e-cfaa62f79b48']",2,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:02.612,Pass,
28,,,,,,,,,,,,,,,,,,1.7093800000000048,,,,,,,,,,,,,,a4a288b8-e1e0-4fbe-bf60-6e05f305ce5e,58,,,"[92.3, 21.8]",4003664,1,0.0088075036,0.0078386376,0.0009688661,0.05070493,0.0315782838,0.0191266462,0.0181577802,,,,-0.115916,,,Left Foot,,"[106.9, 20.1]",,High Pass,,14.7,,,15.0,Attacking third - Left - Forwards - Short - Ground Pass,0.9978316796,0.3689709604,Barna Benczenleitner,411566.0,,,,,,,1,Regular Play,Dominik Nagy,8703.0,Left Center Midfield,6,Nyíregyháza Spartacus,2215,['2958d923-27f3-5d15-a441-2bcbd96a4d07'],6,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:06.176,Pass,
29,,,,,,,,,,,,,,,,,,3.627631999999998,,,,,,,,,,,,,,2b4464fe-c640-4236-bc9f-0ada69bb3861,62,,,"[4.5, 41.8]",4003664,1,0.0076767318,0.0098072328,-0.002130501,0.0121795926,0.0053825253,0.0067970674,0.0089275683,,,,-0.122573,,,Right Foot,,"[80.5, 32.4]",,High Pass,,76.55,Incomplete,,54.0,Defensive third - Center - Forwards - Long - High Pass,0.7704951687,0.2975213826,,,,,,,Goal Kick,,1,From Goal Kick,Dávid Banai,404208.0,Goalkeeper,7,Ujpest,1033,['9f856533-00c5-4144-b21a-e496264f63f3'],29,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:29.415,Pass,
30,,,,,,,,,,,,,,,,,,3.81304800000001,,,,,,,,,,,,,,9f856533-00c5-4144-b21a-e496264f63f3,63,,,"[39.6, 47.7]",4003664,1,0.0203442201,0.0053825253,0.0149616948,0.0090561714,0.0098072328,-0.0007510614,-0.0157127562,,,True,-1.477583,,,Head,,"[42.9, 12.4]",,Low Pass,,35.45,Incomplete,,47.0,Midfield third - Right - To left - Long - Ground Pass,0.9006955156,0.7914049029,,,,,,,Recovery,,1,From Goal Kick,Meldin Drešković,136224.0,Right Back,7,Ujpest,1033,"['2b4464fe-c640-4236-bc9f-0ada69bb3861', '997569c7-9531-4b9b-9069-4ee75a370271', '0b85d70c-8d7c-5950-8562-7933d4dd305e']",33,,,,,,,,,,,,,,,,,,,,,,,,,Nyíregyháza Spartacus,2215,00:01:33.042,Pass,True
31,,,,,,,,,,,,,,,,,,1.5659179999999906,,,,,,,,,,,,,,997569c7-9531-4b9b-9069-4ee75a370271,65,,,"[77.2, 67.7]",4003664,1,0.0092438757,0.0076767318,0.0015671439,0.0158141237,0.0121795926,0.0036345311,0.0020673871,,,,2.681883,,,Left Foot,,"[64.0, 74.3]",,Ground Pass,,14.76,,,23.0,Midfield third - Right - Backwards - Short - Ground Pass,0.999196475,0.918201685,Gergő János Bodnár,247192.0,,,,,Recovery,,1,From Goal Kick,Aljoša Matko,101803.0,Right Midfield,7,Ujpest,1033,"['9f856533-00c5-4144-b21a-e496264f63f3', '27b593ff-0315-57a2-889e-1e167139c779']",36,,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:36.855,Pass,
