50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_shot_shot_assist,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3671b86c-3e2f-55d3-b03c-c99256104626,46,,"[29.5, 25.2]",4003593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sodiq Anthony Rasheed,501982.0,Left Center Back,6,Kazincbarcika,2541,"['53233f65-c4b9-5140-afdd-0000c40e700b', '4027d328-1dc6-54a2-b4aa-3fa46e1d67d7']",29,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:29.661,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9018afbf-a6da-5d00-aed2-239296e4bb8c,49,,"[36.1, 6.6]",4003593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Bence Sós,404643.0,Left Back,6,Kazincbarcika,2541,"['8f6700f9-8383-5f11-a145-30d0451ab9d7', 'daa0bf41-3224-51ef-a149-de93180f7661']",32,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:32.692,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e878efd-7e94-5224-b864-cfedea818674,52,,"[47.6, 4.2]",4003593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Bálint Kártik,484588.0,Left Center Midfield,6,Kazincbarcika,2541,"['9b552bd8-694b-5223-9e79-ee2a62198c65', '1b00a83f-9492-5a52-9f7c-9f7ab89ff4e5']",35,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:35.391,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71b3eade-e766-5554-9835-d02a73645a5b,62,,"[101.3, 29.5]",4003593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gleofilo Sabrino Rudewald Vlijter,103341.0,Center Forward,7,Ujpest,1033,['afaf6bf0-5d8a-5971-8956-c45724278302'],46,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:46.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb796a50-62f2-59e0-8c92-ccb48cdf0d1c,70,,"[58.1, 35.3]",4003593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,9,Ujpest,1033,['7890ff7b-741d-5f8b-834d-bf044688ed90'],56,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:56.037,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b368f5a-3aaa-55e3-ac62-20c2d24fe3af,72,,"[42.5, 56.6]",4003593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Back,9,Ujpest,1033,"['b5f4e6df-677f-596b-bce0-ba17115467e8', 'e3b4c91c-2054-5c96-a8fc-106c9ade3f84']",57,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:57.573,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c553f42-0a35-5264-86bd-febc080e88e3,75,,"[55.4, 55.6]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,9,Ujpest,1033,"['49c9f006-9d9c-570c-abe4-ab321fe5cb00', 'dd49107f-1735-52f5-9355-a039067605c4']",2,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:02.321,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32fc3310-fc5e-58d9-a91c-1a3d4246e91c,78,,"[76.3, 71.8]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iuri José Picanço Medeiros,7138.0,Center Attacking Midfield,9,Ujpest,1033,"['cfdba49b-7d54-5dee-b3c7-83ee061f018c', 'e70f7491-8fea-5d05-8fb3-98fe41626e7d']",6,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:06.182,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0f9ca58-465d-5c9c-af56-e22850b81912,82,,"[73.7, 69.5]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,9,Ujpest,1033,"['410cf4b1-d78f-5010-afcd-10be9db083f9', 'c6d606ae-d1de-5554-bcc1-42304d0a1f46']",8,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:08.578,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bce9fb81-cc15-5111-b195-b6c8b3b4e259,85,,"[64.6, 39.6]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Davit Kobouri,46812.0,Left Center Back,9,Ujpest,1033,"['f5f4b5d3-7a76-5fd9-9d4f-28fe61597ff8', 'f2eeead5-27a3-552e-9451-4e0c02b74b3f']",12,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:12.924,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d10889b-764b-5517-a6d2-2b524da269a3,88,,"[72.2, 36.4]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matija Ljujić,10837.0,Right Defensive Midfield,9,Ujpest,1033,"['60afa923-07a7-5802-8c11-f45575bd7e84', 'd99c12b4-c442-557c-8028-1db8f7a0fc78']",16,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:16.207,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2ce158a-4e18-571e-be94-863291193264,92,,"[88.3, 5.0]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tiago Lisboa Silva Gonçalves,418965.0,Left Back,9,Ujpest,1033,['34ec1481-c4ec-5700-b8af-3bc1fc113e0f'],19,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:19.456,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e073148-748d-53a4-8116-a2ca31079662,94,,"[16.5, 70.0]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Varazdat Haroyan,34660.0,Right Center Back,10,Kazincbarcika,2541,['3745c5ba-305b-5a9f-ad2f-457f8f454357'],24,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:24.663,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2d0e1f2-9f7d-5797-b618-130412a61e3d,96,,"[7.9, 44.0]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dániel Gyollai,47322.0,Goalkeeper,10,Kazincbarcika,2541,"['f56d4ac4-64b7-55d0-878a-c3b61a515b10', 'd02bd130-aef2-5f1f-8249-86242bf3ffb7']",28,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:28.575,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1eb2af1b-22bf-534f-ac7f-080ea0c5e119,99,,"[27.8, 3.0]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bence Sós,404643.0,Left Back,10,Kazincbarcika,2541,"['1e8571a9-6f47-5395-b706-655cea4ce1d2', 'd94196f5-38e4-59f3-853f-2c82ba207fbd']",33,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:33.163,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b2ba254-5498-549f-95d5-42b973c781a2,102,,"[22.2, 20.2]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sodiq Anthony Rasheed,501982.0,Left Center Back,10,Kazincbarcika,2541,"['43696f17-8ad6-5d20-9e69-38f5cf166c2c', '4e7f5698-beb5-54ea-b111-7b309b6e9125']",36,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:36.635,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9820481-fc4f-537d-a858-af862b34f986,105,,"[19.0, 55.3]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Varazdat Haroyan,34660.0,Right Center Back,10,Kazincbarcika,2541,"['af53073e-4aa0-5191-a293-289289a1e8ec', '4154c0d2-a0a4-5a38-a40f-0565d7a60598']",40,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:40.704,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb135a65-0fc5-5028-82ab-8449d7312132,108,,"[28.6, 15.1]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sodiq Anthony Rasheed,501982.0,Left Center Back,10,Kazincbarcika,2541,"['9702870a-69bf-52f3-9f1d-6f738ae6b8eb', 'e39d61f4-b540-5863-94e9-ff84588a3834']",45,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:45.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759f2afe-2e1c-51b6-8cf5-78486bfab1f6,112,,"[57.0, 3.6]",4003593,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Levente Balázsi,484591.0,Left Midfield,10,Kazincbarcika,2541,"['d95af063-f54b-5e02-8f78-3987eac275aa', '3d90c2d0-63b9-5538-b126-5fb439c0eb1f', 'b3e32ebd-671a-5c6d-9a9f-6b70bd2bf695']",49,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:02:49.390,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efdc8ac2-3a8a-593c-91e1-26b99afd4d97,117,,"[43.8, 5.3]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sodiq Anthony Rasheed,501982.0,Left Center Back,11,Kazincbarcika,2541,"['15824c40-895f-5cd5-82be-d0569254f0bc', 'b3afa118-c4cd-5a6b-bb2c-8d057ad88dee']",3,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:03:03.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06ed07e9-0e73-50be-8187-773c2942ceca,120,,"[10.7, 26.7]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dániel Gyollai,47322.0,Goalkeeper,11,Kazincbarcika,2541,"['151ab94f-b255-5a0a-9717-ba1b4942d41d', '56fd721e-828e-53dc-8750-bd393cfc0205']",6,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:03:06.942,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27586c6a-ad02-570b-b368-8ade3e0c86b2,123,,"[23.1, 59.3]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Varazdat Haroyan,34660.0,Right Center Back,11,Kazincbarcika,2541,"['5a0de364-6094-5816-b8e1-dd624ee166f6', '6ec1cb87-d8cf-5f2c-88a3-a3089551cbbe']",11,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:03:11.334,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd32b650-df89-512f-bbeb-83c2c3430ff3,126,,"[9.2, 35.4]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dániel Gyollai,47322.0,Goalkeeper,11,Kazincbarcika,2541,"['3226fdf4-2d46-5aed-a8e5-2390223bc205', 'bf751e81-f289-52da-aee0-927255cfcaa0']",13,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:03:13.897,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d14072b9-a85a-5064-9af8-f167667e183e,129,,"[28.4, 10.9]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bence Sós,404643.0,Left Back,11,Kazincbarcika,2541,"['4b3b1a98-6253-5c1f-a957-3d53bf72952b', 'bc2d8404-3449-5fa1-be84-6e5dcd3f3c7a']",17,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:03:17.386,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ed5b35d-3e70-52ed-b2ba-8c65126bc5b2,137,,"[6.7, 56.4]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riccardo Piscitelli,38335.0,Goalkeeper,12,Ujpest,1033,"['b62c7d8e-2681-51ab-9e0d-8ad91a773ceb', '54cdb616-5eb2-52f9-8887-afdf80cc9664']",31,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:31.111,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64991877-5f28-50bb-8f23-6d52bc64d2ff,140,,"[10.3, 24.2]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Davit Kobouri,46812.0,Left Center Back,12,Ujpest,1033,"['3c445448-2170-548b-b92a-2ce1ded312d2', 'd9e33b11-ecbc-5988-aa49-866c59523adc']",36,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:36.093,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bd0f2ee-adc3-5a27-9d24-5ba2e4caa4da,143,,"[25.2, 27.4]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matija Ljujić,10837.0,Right Defensive Midfield,12,Ujpest,1033,['d45c2a3b-bd4e-5a38-87c1-7e166356b83f'],39,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:39.988,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146598e1-cc12-5084-9b6c-f41b7506c6d7,146,,"[39.3, 6.7]",4003593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Krisztofer Horváth,40039.0,Left Wing,12,Ujpest,1033,"['4230b118-f648-54fd-aa8f-7c6c80ced5e5', '526bed81-ddea-5899-90da-6bcf71a0761b', '8a21182d-6ac5-5c71-bd02-9771f94f7409']",42,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:03:42.025,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3af9603-0212-5937-aa98-35fed094138d,151,,"[31.0, 16.5]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Matija Ljujić,10837.0,Right Defensive Midfield,13,Ujpest,1033,"['10e5ecd6-d1b8-56aa-a997-996114a6e195', '588ccdd7-7300-5e1e-bb3b-41af3b4c36c5']",8,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:04:08.011,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ac56083-874c-50e3-9d1f-c5297e6f62ce,155,,"[42.3, 7.9]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tiago Lisboa Silva Gonçalves,418965.0,Left Back,13,Ujpest,1033,['36444edf-4a2a-516c-8315-75c86d7143c0'],10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:04:10.376,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523d1c8b-2aaa-51b5-977a-2714fc953457,161,,"[69.2, 62.5]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Varazdat Haroyan,34660.0,Right Center Back,14,Kazincbarcika,2541,"['8f46d27c-d386-5aaf-9273-f75085ff07ad', '851c9c36-6b24-5ca2-985c-bb47232000d3']",13,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:13.275,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9c7f054-ad0d-59da-b864-bb4459e56f80,164,,"[72.0, 73.6]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kristóf Polgár,484586.0,Right Back,14,Kazincbarcika,2541,"['985303eb-8182-5aef-9238-d8a5ee3becfe', 'f91a3b1c-8c1e-5ba0-aff7-d89334411e0f']",14,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:14.160,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6701168e-beec-5dab-b816-d34c06b8ddb5,167,,"[85.2, 73.7]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Meshack Izuchukwu Ubochioma,404244.0,Right Midfield,14,Kazincbarcika,2541,"['c0315eb5-d3ed-508b-bcb9-f7cbdc8883eb', 'dc504ad1-40eb-52b6-9e54-b22aaec81695']",16,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:16.336,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc68b7f9-50ec-5cf7-a1c4-f820e9700ab8,170,,"[107.9, 56.6]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Norbert Könyves,50330.0,Center Forward,14,Kazincbarcika,2541,"['acebd3dc-faf0-5b0f-a87c-05d1580614e2', '979f8023-6df7-5f15-8263-0923c29d4fc9']",19,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:19.760,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54ed3e53-efb8-55ee-9383-b45eb9ba8302,175,,"[9.4, 26.3]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Lourenço Duarte,132838.0,Right Center Back,15,Ujpest,1033,"['3bd51a70-acdf-5d76-9aaa-49d593fdb06b', '6dfeb9d7-8f50-5850-98f3-94ca4ea96505']",22,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:04:22.118,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb77725a-064d-522c-a4fa-0fe9bb8338ce,180,,"[19.7, 39.9]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dániel Gyollai,47322.0,Goalkeeper,16,Kazincbarcika,2541,"['af5bf6d1-cf4c-5a4a-9571-026ae88ba81f', '5852a4f1-c0ae-5119-b3b1-bc648f847f8c']",30,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:30.302,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e772b71-728c-5ac1-894c-87938531ef0f,182,,"[78.8, 34.8]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bálint Kártik,484588.0,Left Center Midfield,16,Kazincbarcika,2541,['9d602ee1-0e85-5fad-9099-23fc48f23a73'],33,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:33.817,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d55629a5-2a9a-5d34-a9d4-9631f0e5d3cf,185,,"[102.1, 46.3]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Norbert Könyves,50330.0,Center Forward,16,Kazincbarcika,2541,"['fb802fdb-77e3-5913-9cff-b39bc58df144', '0d22fe4d-009c-5f82-a139-c591c67f643c']",37,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:04:37.653,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d87238bb-b061-521b-9d18-1e4a11fa1a12,197,,"[16.9, 53.4]",4003593,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tiago Lisboa Silva Gonçalves,418965.0,Left Back,17,Ujpest,1033,['8deddfc7-131a-59a3-ad25-1600f08daa9f'],51,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:04:51.974,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de8b6427-9e62-50fb-897a-67b2997ad787,203,,"[19.1, 37.2]",4003593,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Riccardo Piscitelli,38335.0,Goalkeeper,19,Ujpest,1033,"['370bdaef-f105-52dd-a99c-375a86d2c8b1', 'edc2bf32-d523-5b12-8802-37ce1e60b25d']",48,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:05:48.560,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589deebd-b7f0-5e27-91b8-c5b4b9e065a6,208,,"[59.6, 15.4]",4003593,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gleofilo Sabrino Rudewald Vlijter,103341.0,Center Forward,19,Ujpest,1033,"['32948969-f5a4-520e-a221-b7bff16836a8', '7a58be59-b83d-52c3-8d79-90448391a117', '1b9ca8d8-15e8-5d5c-89ca-a565152ed824']",54,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:05:54.229,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3504d44-9cf4-595f-944e-fd6261cb200a,214,,"[55.4, 27.0]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Tom Lacoux,68861.0,Left Defensive Midfield,20,Ujpest,1033,"['086111df-197b-5cb9-b3c4-5d00d58bce4c', '6274db43-09ae-51bb-8291-60a73064da3a']",10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:06:10.122,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8949955-db82-539d-8788-52be9d56ff05,216,,"[58.1, 39.3]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Matija Ljujić,10837.0,Right Defensive Midfield,20,Ujpest,1033,['da600b72-1e4b-5beb-a617-656f0d9c4523'],10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:06:10.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df8fe423-382c-515e-a248-ce46983aa4ad,218,,"[48.3, 22.9]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Davit Kobouri,46812.0,Left Center Back,20,Ujpest,1033,"['44776dd6-5086-5a7a-97e2-43a1dabff94e', '30052aee-dc19-5434-bfd8-bd963843a422']",12,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:06:12.498,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ba8ec75-3e0f-550e-bf40-252977eaccd0,221,,"[69.7, 25.0]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gleofilo Sabrino Rudewald Vlijter,103341.0,Center Forward,20,Ujpest,1033,['fc9b352a-029c-5c85-92d5-78d38319a941'],14,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:06:14.332,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ac6e2aa-97ab-5866-9453-394d9c798a98,226,,"[40.8, 37.8]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mykhailo Meskhi,132561.0,Center Defensive Midfield,21,Kazincbarcika,2541,"['a51e5652-d200-54ee-b1b7-27fb4bc88371', '4f728247-0a92-5c3e-b47e-ac1547822b85']",16,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:06:16.804,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aef28058-c6f3-5d0a-ada6-25b65f66f7ef,229,,"[57.3, 34.3]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Levente Balázsi,484591.0,Left Midfield,21,Kazincbarcika,2541,"['b14c00b1-53aa-5ac6-88e0-895ec12b41df', 'b989b19d-e786-505b-807a-f8af57fb925f']",18,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:06:18.638,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d53d4d97-e892-5e0c-b0da-e79aea715f4e,238,,"[41.9, 31.7]",4003593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Davit Kobouri,46812.0,Left Center Back,22,Ujpest,1033,"['cd476a01-96ba-5c98-83c8-e97650ece8c3', 'd37d084d-49b9-560e-94e5-bee23ec352c4']",24,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:06:24.048,Ball Receipt*,
