50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_shot_shot_assist,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c3274a51-c1c1-54af-85e7-604ae8bb384d,1,,,4003593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kazincbarcika,2541,,0,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 47322, 'name': 'Dániel Gyollai'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 484586, 'name': 'Kristóf Polgár'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 34660, 'name': 'Varazdat Haroyan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 501982, 'name': 'Sodiq Anthony Rasheed'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 404643, 'name': 'Bence Sós'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 38}, {'player': {'id': 132561, 'name': 'Mykhailo Meskhi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 404244, 'name': 'Meshack Izuchukwu Ubochioma'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 70}, {'player': {'id': 16734, 'name': 'Zsombor Berecz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 484588, 'name': 'Bálint Kártik'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 484591, 'name': 'Levente Balázsi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 78}, {'player': {'id': 50330, 'name': 'Norbert Könyves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 42}]}",Kazincbarcika,2541,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,74636c9b-33a4-573a-b6de-202d56e672d8,2,,,4003593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kazincbarcika,2541,,0,,,,,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 38335, 'name': 'Riccardo Piscitelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7977, 'name': 'João Aniceto Grandela Nunes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 132838, 'name': 'André Lourenço Duarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 46812, 'name': 'Davit Kobouri'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 418965, 'name': 'Tiago Lisboa Silva Gonçalves'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10837, 'name': 'Matija Ljujić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 88}, {'player': {'id': 68861, 'name': 'Tom Lacoux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 101803, 'name': 'Aljoša Matko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 7138, 'name': 'Iuri José Picanço Medeiros'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 45}, {'player': {'id': 40039, 'name': 'Krisztofer Horváth'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 103341, 'name': 'Gleofilo Sabrino Rudewald Vlijter'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Ujpest,1033,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,518eefe4-5fc3-5188-ad5a-a933e8598835,3,,,4003593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kazincbarcika,2541,['f263396a-991d-5b87-bc46-e962ea8ae2d0'],0,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f263396a-991d-5b87-bc46-e962ea8ae2d0,4,,,4003593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,,,,1,Kazincbarcika,2541,['518eefe4-5fc3-5188-ad5a-a933e8598835'],0,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d323ddcf-3eb5-53d6-b891-f2f3aa3861b4,1506,,,4003593,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,118,Kazincbarcika,2541,['18b7e9b6-3437-56e7-8189-a8e074cc21ab'],0,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,18b7e9b6-3437-56e7-8189-a8e074cc21ab,1507,,,4003593,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,118,Kazincbarcika,2541,['d323ddcf-3eb5-53d6-b891-f2f3aa3861b4'],0,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,1.265,,,,,,,,,,,,,,a3e6aa86-27ed-5580-8669-1c00c9be8ac4,5,,"[60.0, 40.0]",4003593,0,0.01066959,0.0085812286,0.0020883614,0.0137561262,0.0074392939,0.0063168323,0.0042284708,,,,3.085651,,Right Foot,,,,"[35.0, 41.4]",Ground Pass,,25.04,,,,,,,0.9987933636,Varazdat Haroyan,34660.0,,,,,Kick Off,,1,From Kick Off,Bálint Kártik,484588.0,Left Center Midfield,2,Kazincbarcika,2541,['a8b4d3bd-1b4e-5ea7-ab55-165acec36212'],0,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:00.913,Pass,
,,,,,,,,,,,,,,,,,,,,3.779,,,,,,,,,,,,,,2028b444-11bb-5c6f-a0ac-d22b394599e3,8,,"[37.8, 39.9]",4003593,0,0.0070057218,0.0103370612,-0.0033313395,0.0095607582,0.0143050915,-0.0047443332,-0.0014129938,,True,,-0.676214,,Right Foot,,,,"[87.4, 0.1]",High Pass,,63.59,,Out,,10.0,Midfield third - Left - Forwards - Long - High Pass,0.4072460516,0.5403468013,,,,,,,,,1,From Kick Off,Varazdat Haroyan,34660.0,Right Center Back,2,Kazincbarcika,2541,['0acaac85-b9a6-50d8-ae51-73c7f846961e'],4,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:04.145,Pass,
,,,,,,,,,,,,,,,,,,,,1.661,,,,,,,,,,,,,,117a85af-c9ab-5575-ad00-07d2cec8d256,9,,"[35.7, 80.0]",4003593,0,0.0091410382,0.0095607582,-0.0004197201,0.0089396145,0.0070057218,0.0019338927,0.0023536128,,,,-0.744412,,,,,,"[52.2, 64.8]",High Pass,,22.43,,Incomplete,,,,,0.6497251987,,,,,,,Throw-in,,1,From Throw In,João Aniceto Grandela Nunes,7977.0,Right Back,3,Ujpest,1033,['d5554202-4192-5868-9479-b7e4cadb47e3'],23,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:23.366,Pass,
,,,,,,,,,,,,,,,,,,,,2.394,,,,,,,,,,,,,,d5554202-4192-5868-9479-b7e4cadb47e3,10,,"[67.9, 15.3]",4003593,0,0.0133155836,0.0070057218,0.0063098618,0.0104850139,0.0095607582,0.0009242557,-0.0053856061,,,,0.309273,,Head,,,,"[84.8, 20.7]",High Pass,,17.74,,Incomplete,,57.0,Midfield third - Left - Forwards - Short - Ground Pass,0.598142016,0.3634083569,,,,,,,Recovery,,1,From Throw In,Zsombor Berecz,16734.0,Right Center Midfield,3,Ujpest,1033,"['444f570a-99d9-5b29-b9b3-c9ccee1b0af0', '117a85af-c9ab-5575-ad00-07d2cec8d256']",25,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:25.027,Pass,
,,,,,,,,,,,,,,,,,,,,4.733,,,,,,,,,,,,,,049e2f35-ccd3-5a15-bf75-d4da8fcbdbbb,13,,"[36.4, 57.7]",4003593,0,0.0145592587,0.0104850139,0.0040742448,0.0100227827,0.013825791,-0.0038030082,-0.007877253,,,,-0.826795,,Right Foot,,,,"[76.9, 13.7]",High Pass,,59.8,,Incomplete,,25.0,Midfield third - Right - To left - Long - High Pass,0.6101380989,0.4119580686,,,,True,,,,,1,From Throw In,André Lourenço Duarte,132838.0,Right Center Back,3,Ujpest,1033,"['3be845ba-3857-54fc-9324-66da1882db63', '18d1d1cd-397d-507f-a9d4-8a0670f8febe']",28,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:28.191,Pass,
,,,,,,,,,,,,,,,,,,,,1.028,,,,,,,,,,,,,,c6ad06ee-d2f7-5278-816d-39957a15f10e,16,,"[39.7, 63.6]",4003593,0,0.0100538302,0.0106172804,-0.0005634502,0.0153362164,0.0134174749,0.0019187415,0.0024821917,,,,-1.310562,,Right Foot,,,,"[44.2, 46.7]",Ground Pass,,17.49,,,,42.0,Defensive third - Right - To left - Short - Ground Pass,0.6918301587,0.9890881777,Mykhailo Meskhi,132561.0,,,,,,,1,Regular Play,Kristóf Polgár,484586.0,Right Back,4,Kazincbarcika,2541,"['4b7d2d6f-fc4c-598c-9093-ef12f2b07027', 'cebd6802-c666-5208-bd02-616f1f691970']",35,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:35.088,Pass,
,,,,,,,,,,,,,,,,,,,,1.594,,,,,,,,,,,,,,6188bdba-de93-5272-bfd7-c69663bb1d1a,19,,"[46.4, 48.7]",4003593,0,0.0097275432,0.0108635174,-0.0011359742,0.0152862733,0.0161212124,-0.0008349391,0.0003010351,,,,1.092578,,Left Foot,,,,"[57.7, 70.5]",Ground Pass,,24.55,,,,1.0,Midfield third - Center - To right - Short - Ground Pass,0.9985426479,0.9895566106,Kristóf Polgár,484586.0,,,,,,,1,Regular Play,Mykhailo Meskhi,132561.0,Center Defensive Midfield,4,Kazincbarcika,2541,"['4d80b982-d06e-54c6-a919-e983decb321f', 'fd6bdbc6-2762-50da-a1ad-5832e519161e']",37,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:37.625,Pass,
,,,,,,,,,,,,,,,,,,,,2.093,,,,,,,,,,,,,,a0ae1700-8f12-5a1b-8080-febf30ec1b05,22,,"[56.2, 71.1]",4003593,0,0.0093831848,0.0096926773,-0.0003094925,0.0191112459,0.0147596253,0.0043516206,0.004661113,,,,0.065773,,Right Foot,,,,"[72.9, 72.2]",Ground Pass,,16.74,,,,17.0,Midfield third - Right - Forwards - Short - Ground Pass,0.5239230112,0.8358978629,Zsombor Berecz,16734.0,,,,,,,1,Regular Play,Kristóf Polgár,484586.0,Right Back,4,Kazincbarcika,2541,"['4221b250-c8af-5595-99f3-099e04ceda43', '7cc982b8-5dee-5041-b5b4-ad71e62f4d9f']",39,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:39.271,Pass,
,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,91d434ac-38fe-5e9c-81cf-1015d5aefad5,24,,"[73.3, 69.4]",4003593,0,0.0069783884,0.0093831848,-0.0024047964,0.0101939067,0.0191112459,-0.0089173391,-0.0065125427,,,,-0.136485,,Right Foot,,,,"[96.6, 66.2]",Low Pass,,23.52,,Pass Offside,,20.0,Midfield third - Right - Forwards - Short - High Pass,0.7872238887,0.5027455091,Norbert Könyves,50330.0,,,,,,,1,Regular Play,Zsombor Berecz,16734.0,Right Center Midfield,4,Kazincbarcika,2541,['84703b1f-a3c1-5391-82e5-3709cd70729b'],41,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:00:41.364,Pass,
,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,a8038b3e-958a-5295-a5d2-b300e63ea3b5,26,,"[16.7, 23.7]",4003593,1,0.0123747606,0.0101939067,0.0021808539,0.0105909053,0.0069783884,0.0036125169,0.0014316631,,,,1.583783,,Left Foot,,,,"[16.3, 54.5]",Ground Pass,,30.8,,,,,,,0.9980016351,André Lourenço Duarte,132838.0,,,,,Free Kick,,1,From Free Kick,Riccardo Piscitelli,38335.0,Goalkeeper,5,Ujpest,1033,['d4ecb754-7b5b-5834-8a1a-3a3263f9923e'],2,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:02.266,Pass,
,,,,,,,,,,,,,,,,,,,,1.583,,,,,,,,,,,,,,3c6d0c23-55a1-5020-a220-639564e1f92a,29,,"[16.9, 52.2]",4003593,1,0.011970575,0.0118438024,0.0001267726,0.0098982276,0.0104308622,-0.0005326346,-0.0006594071,,,,-1.84826,,Right Foot,,,,"[12.4, 36.4]",Ground Pass,,16.43,,,,21.0,Defensive third - Center - To left - Short - Ground Pass,0.7902733287,0.996579349,Riccardo Piscitelli,38335.0,,,,,,,1,From Free Kick,André Lourenço Duarte,132838.0,Right Center Back,5,Ujpest,1033,"['9fd22ab8-0421-5277-864f-4811f4d77e1e', '6d38e309-22fb-5b31-9894-5ec70722a10c']",7,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:07.476,Pass,
,,,,,,,,,,,,,,,,,,,,1.652,,,,,,,,,,,,,,9d3fef71-a735-54c7-8c0c-3175d37ede24,32,,"[11.4, 32.9]",4003593,1,0.0133360047,0.0118179088,0.0015180958,0.0095446249,0.0091855573,0.0003590677,-0.0011590282,,,,-1.23736,,Right Foot,,,,"[17.6, 15.0]",Ground Pass,,18.94,,,,21.0,Defensive third - Center - To left - Short - Ground Pass,0.922698219,0.9891315699,Davit Kobouri,46812.0,,,,,,,1,From Free Kick,Riccardo Piscitelli,38335.0,Goalkeeper,5,Ujpest,1033,"['61cb954d-6b7c-5f20-b678-0c3398f57b55', '0f658be6-b2d1-5177-a638-204a91a0ff1b']",10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:10.098,Pass,
,,,,,,,,,,,,,,,,,,,,2.376,,,,,,,,,,,,,,511b0dd0-ba0d-5ec5-a36d-693c3719a05e,35,,"[28.5, 21.4]",4003593,1,0.0116660446,0.0116016753,6.43693e-05,0.0128145413,0.0123405056,0.0004740357,0.0004096664,,,,1.600888,,Left Foot,,,,"[27.6, 51.3]",Ground Pass,,29.91,,,,45.0,Midfield third - Center - To right - Short - Ground Pass,0.7359380597,0.9945046306,André Lourenço Duarte,132838.0,,,,,,,1,From Free Kick,Davit Kobouri,46812.0,Left Center Back,5,Ujpest,1033,"['85dd01de-f272-59a4-8823-5f70ba4a64ab', '947e6d44-0614-5534-9b38-67a06aead886']",14,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:14.579,Pass,
,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,d32ccfa3-90a4-5dca-8068-249beb4e29b2,38,,"[27.6, 49.6]",4003593,1,0.010911813,0.0115489466,-0.0006371336,0.0119646545,0.0125176189,-0.0005529644,8.41692e-05,,,,-0.063633,,Right Foot,,,,"[104.5, 44.7]",High Pass,,77.06,,Incomplete,,54.0,Defensive third - Center - Forwards - Long - High Pass,0.9998524892,0.2307106853,Gleofilo Sabrino Rudewald Vlijter,103341.0,,,,,,,1,From Free Kick,André Lourenço Duarte,132838.0,Right Center Back,5,Ujpest,1033,"['1e9b1912-8713-5a6b-b1b2-a8f96bc5c65d', '81aeacd0-6227-5f98-abf7-58dff573277f', '108fd903-cee7-5518-be0d-7b819433ac4e']",18,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:18.200,Pass,
,,,,,,,,,,,,,,,,,,,,1.518,,,,,,,,,,,,,,bd658552-b7c6-529f-9c16-c4bfe27674f0,42,,"[15.4, 39.3]",4003593,1,0.012064375,0.0125491442,-0.0004847692,0.0106489882,0.0132747684,-0.0026257802,-0.0021410109,,,,1.151937,,Keeper Arm,,,,"[28.4, 68.5]",Ground Pass,,31.96,,,,44.0,Defensive third - Center - To right - Short - Ground Pass,0.9979258805,0.9949232936,Varazdat Haroyan,34660.0,,,,,,,1,From Keeper,Dániel Gyollai,47322.0,Goalkeeper,6,Kazincbarcika,2541,"['5f74dd78-7a3e-5638-a879-966d6e4c5f39', '77b6b4e9-bea4-5dc9-8652-f4db822cd76c']",23,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:23.800,Pass,
,,,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,4027d328-1dc6-54a2-b4aa-3fa46e1d67d7,45,,"[28.4, 60.8]",4003593,1,0.0110858064,0.0116135031,-0.0005276967,0.0118763605,0.0118723698,3.9907e-06,0.0005316874,,,,-1.539907,,Right Foot,,,,"[29.5, 25.2]",Ground Pass,,35.62,,,,47.0,Midfield third - Right - To left - Long - Ground Pass,0.6225376938,0.9964851141,Sodiq Anthony Rasheed,501982.0,,,,,,,1,From Keeper,Varazdat Haroyan,34660.0,Right Center Back,6,Kazincbarcika,2541,"['0f6f31d8-fb8a-5513-9f6c-f0231adf9993', '3671b86c-3e2f-55d3-b03c-c99256104626']",27,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:27.601,Pass,
,,,,,,,,,,,,,,,,,,,,1.294,,,,,,,,,,,,,,8f6700f9-8383-5f11-a145-30d0451ab9d7,48,,"[29.5, 24.9]",4003593,1,0.0113086989,0.0111164656,0.0001922334,0.01081324,0.0118763605,-0.0010631206,-0.0012553539,,,,-1.22466,,Left Foot,,,,"[36.1, 6.6]",Ground Pass,,19.45,,,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.3797777095,0.988008976,Bence Sós,404643.0,,,,,,,1,From Keeper,Sodiq Anthony Rasheed,501982.0,Left Center Back,6,Kazincbarcika,2541,"['53233f65-c4b9-5140-afdd-0000c40e700b', '9018afbf-a6da-5d00-aed2-239296e4bb8c']",31,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:31.398,Pass,
,,,,,,,,,,,,,,,,,,,,1.287,,,,,,,,,,,,,,9b552bd8-694b-5223-9e79-ee2a62198c65,51,,"[37.4, 9.4]",4003593,1,0.0109852795,0.0103949336,0.0005903458,0.0105726132,0.0113504715,-0.0007778583,-0.0013682041,,,,-0.47146,,Left Foot,,,,"[47.6, 4.2]",High Pass,,11.45,,,,19.0,Midfield third - Left - Forwards - Short - Ground Pass,0.9185450038,0.5172200799,Bálint Kártik,484588.0,,,,,,,1,From Keeper,Bence Sós,404643.0,Left Back,6,Kazincbarcika,2541,"['9e878efd-7e94-5224-b864-cfedea818674', 'daa0bf41-3224-51ef-a149-de93180f7661']",34,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:34.104,Pass,
,,,,,,,,,,,,,,,,,,,,2.415,,,,,,,,,,,,,,afaf6bf0-5d8a-5971-8956-c45724278302,61,,"[81.2, 54.1]",4003593,1,0.0098196547,0.0092359222,0.0005837325,0.0116880508,0.0266754068,-0.014987356,-0.0155710885,,,,-0.849057,,Right Foot,,,,"[104.7, 27.4]",Ground Pass,,35.57,,Incomplete,,25.0,Midfield third - Right - To left - Long - High Pass,0.5251162763,0.6265434027,Gleofilo Sabrino Rudewald Vlijter,103341.0,,,,,,,1,Regular Play,Krisztofer Horváth,40039.0,Left Wing,7,Ujpest,1033,"['7aed6255-584d-5dad-9a3a-dc5cbf00f0a5', '31c7a631-e44f-5e2c-9dad-a4d8f720c1aa', '71b3eade-e766-5554-9835-d02a73645a5b']",43,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:43.985,Pass,
,,,,,,,,,,,,,,,,,,,,3.317,,,,,,,,,,,,,,d25d1905-4655-5512-befb-a79f49141723,65,,"[15.0, 68.1]",4003593,1,0.0156792216,0.0134763243,0.0022028973,0.0109896734,0.00871873,0.0022709435,6.80462e-05,,,,-0.2596,,Right Foot,,,,"[64.7, 54.9]",High Pass,,51.42,,Incomplete,,14.0,Defensive third - Center - Forwards - Long - High Pass,0.6457537928,0.2582010329,,,,,,,,,1,Regular Play,Kristóf Polgár,484586.0,Right Back,8,Kazincbarcika,2541,"['28400159-7530-5605-b572-c43bdf68ebee', '88215791-50fe-577b-8d36-29dad71a893c']",48,,,,,,,,,,,,,,,,,,,,,,,,Kazincbarcika,2541,00:01:48.586,Pass,
,,,,,,,,,,,,,,,,,,,,0.992,,,,,,,,,,,,,,7890ff7b-741d-5f8b-834d-bf044688ed90,69,,"[53.7, 25.2]",4003593,1,0.0097683379,0.0091611044,0.0006072335,0.0194859654,0.0170513019,0.0024346635,0.00182743,,,,1.159945,,Right Foot,,,,"[58.1, 35.3]",Ground Pass,,11.02,,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.6240652418,0.9832216501,Tom Lacoux,68861.0,,,,,,,1,Regular Play,André Lourenço Duarte,132838.0,Right Center Back,9,Ujpest,1033,"['eb796a50-62f2-59e0-8c92-ccb48cdf0d1c', '2d719f3a-01aa-5e0b-84bf-e958c06c9301']",55,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:55.045,Pass,
,,,,,,,,,,,,,,,,,,,,1.536,,,,,,,,,,,,,,e3b4c91c-2054-5c96-a8fc-106c9ade3f84,71,,"[56.4, 37.6]",4003593,1,0.010671841,0.0097683379,0.000903503,0.0143348742,0.0194859654,-0.0051510911,-0.0060545942,,,,2.202403,,Right Foot,,,,"[42.5, 56.6]",Ground Pass,,23.54,,,,45.0,Midfield third - Center - To right - Short - Ground Pass,0.7561283749,0.9900598526,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,9,Ujpest,1033,['1b368f5a-3aaa-55e3-ac62-20c2d24fe3af'],56,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:56.037,Pass,
,,,,,,,,,,,,,,,,,,,,0.956,,,,,,,,,,,,,,49c9f006-9d9c-570c-abe4-ab321fe5cb00,74,,"[53.5, 63.1]",4003593,2,0.0093215909,0.0103509827,-0.0010293918,0.0170740951,0.0160638168,0.0010102782,0.00203967,,,,-1.322683,,Right Foot,,,,"[55.4, 55.6]",Ground Pass,,7.74,,,,36.0,Midfield third - Right - Backwards - Short - Ground Pass,0.4666551059,0.9717904329,Tom Lacoux,68861.0,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Back,9,Ujpest,1033,"['2c553f42-0a35-5264-86bd-febc080e88e3', 'b5f4e6df-677f-596b-bce0-ba17115467e8']",1,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:01.365,Pass,
,,,,,,,,,,,,,,,,,,,,3.837,,,,,,,,,,,,,,e70f7491-8fea-5d05-8fb3-98fe41626e7d,77,,"[56.4, 55.1]",4003593,2,0.0089011937,0.0096695637,-0.00076837,0.0174286477,0.0176208336,-0.0001921859,0.0005761841,,,,0.698188,,Right Foot,,,,"[76.3, 71.8]",Ground Pass,,25.98,,,,8.0,Midfield third - Center - To right - Short - Ground Pass,0.6256633525,0.8425507545,Iuri José Picanço Medeiros,7138.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,9,Ujpest,1033,"['dd49107f-1735-52f5-9355-a039067605c4', '32fc3310-fc5e-58d9-a91c-1a3d4246e91c']",2,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:02.345,Pass,
,,,,,,,,,,,,,,,,,,,,0.944,,,,,,,,,,,,,,c6d606ae-d1de-5554-bcc1-42304d0a1f46,81,,"[83.1, 74.6]",4003593,2,0.009360943,0.0087199043,0.0006410386,0.0191112459,0.0214358754,-0.0023246296,-0.0029656682,,,,-2.644485,,Left Foot,,,,"[73.7, 69.5]",Ground Pass,,10.69,,,,3.0,Attacking third - Right - Backwards - Short - Ground Pass,0.9941569963,0.9363625646,Tom Lacoux,68861.0,,,,,,,1,Regular Play,Iuri José Picanço Medeiros,7138.0,Center Attacking Midfield,9,Ujpest,1033,"['cfdba49b-7d54-5dee-b3c7-83ee061f018c', 'c0f9ca58-465d-5c9c-af56-e22850b81912']",7,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:07.634,Pass,
,,,,,,,,,,,,,,,,,,,,2.126,,,,,,,,,,,,,,f2eeead5-27a3-552e-9451-4e0c02b74b3f,84,,"[72.2, 67.5]",4003593,2,0.0089869024,0.0090914611,-0.0001045587,0.0209545884,0.0190501958,0.0019043926,0.0020089513,,,,-1.836745,,Right Foot,,,,"[64.6, 39.6]",Ground Pass,,28.92,,,,18.0,Midfield third - Right - To left - Short - Ground Pass,0.9993213063,0.9909034371,Davit Kobouri,46812.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Left Defensive Midfield,9,Ujpest,1033,"['410cf4b1-d78f-5010-afcd-10be9db083f9', 'bce9fb81-cc15-5111-b195-b6c8b3b4e259']",10,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:02:10.798,Pass,
