account_id,match_id,team_id,team_name,player_id,player_name,player_match_minutes,player_match_np_xg_per_shot,player_match_np_xg,player_match_np_shots,player_match_goals,player_match_np_goals,player_match_xa,player_match_key_passes,player_match_op_key_passes,player_match_assists,player_match_through_balls,player_match_passes_into_box,player_match_op_passes_into_box,player_match_touches_inside_box,player_match_tackles,player_match_interceptions,player_match_possession,player_match_dribbled_past,player_match_dribbles_faced,player_match_dribbles,player_match_challenge_ratio,player_match_fouls,player_match_dispossessions,player_match_long_balls,player_match_successful_long_balls,player_match_long_ball_ratio,player_match_shots_blocked,player_match_clearances,player_match_aerials,player_match_successful_aerials,player_match_aerial_ratio,player_match_passes,player_match_successful_passes,player_match_passing_ratio,player_match_op_passes,player_match_forward_passes,player_match_backward_passes,player_match_sideways_passes,player_match_op_f3_passes,player_match_op_f3_forward_passes,player_match_op_f3_backward_passes,player_match_op_f3_sideways_passes,player_match_np_shots_on_target,player_match_crosses,player_match_successful_crosses,player_match_crossing_ratio,player_match_penalties_won,player_match_passes_inside_box,player_match_op_xa,player_match_op_assists,player_match_pressured_long_balls,player_match_unpressured_long_balls,player_match_aggressive_actions,player_match_turnovers,player_match_crosses_into_box,player_match_sp_xa,player_match_op_shots,player_match_touches,player_match_pressure_regains,player_match_box_cross_ratio,player_match_deep_progressions,player_match_shot_touch_ratio,player_match_fouls_won,player_match_xgchain,player_match_op_xgchain,player_match_xgbuildup,player_match_op_xgbuildup,player_match_xgchain_per_possession,player_match_op_xgchain_per_possession,player_match_xgbuildup_per_possession,player_match_op_xgbuildup_per_possession,player_match_pressures,player_match_pressure_duration_total,player_match_pressure_duration_avg,player_match_pressured_action_fails,player_match_counterpressures,player_match_counterpressure_duration_total,player_match_counterpressure_duration_avg,player_match_counterpressured_action_fails,player_match_obv,player_match_obv_pass,player_match_obv_shot,player_match_obv_defensive_action,player_match_obv_dribble_carry,player_match_obv_gk,player_match_deep_completions,player_match_ball_recoveries,player_match_np_psxg,player_match_penalties_faced,player_match_penalties_conceded,player_match_fhalf_ball_recoveries,player_match_average_space_received_in,player_match_average_fhalf_space_received_in,player_match_average_f3_space_received_in,player_match_ball_receipts_in_space_10,player_match_ball_receipts_in_space_2,player_match_ball_receipts_in_space_5,player_match_fhalf_ball_receipts_in_space_10,player_match_fhalf_ball_receipts_in_space_2,player_match_fhalf_ball_receipts_in_space_5,player_match_f3_ball_receipts_in_space_10,player_match_f3_ball_receipts_in_space_2,player_match_f3_ball_receipts_in_space_5,player_match_lbp,player_match_lbp_completed,player_match_fhalf_lbp_completed,player_match_f3_lbp_completed,player_match_fhalf_lbp,player_match_f3_lbp,player_match_obv_lbp,player_match_fhalf_obv_lbp,player_match_f3_obv_lbp,player_match_lbp_received,player_match_fhalf_lbp_received,player_match_f3_lbp_received,player_match_average_lbp_to_space_distance,player_match_fhalf_average_lbp_to_space_distance,player_match_f3_average_lbp_to_space_distance,player_match_lbp_to_space_10_received,player_match_fhalf_lbp_to_space_10_received,player_match_f3_lbp_to_space_10_received,player_match_lbp_to_space_2_received,player_match_fhalf_lbp_to_space_2_received,player_match_f3_lbp_to_space_2_received,player_match_lbp_to_space_5_received,player_match_fhalf_lbp_to_space_5_received,player_match_f3_lbp_to_space_5_received,player_match_average_lbp_to_space_received_distance,player_match_fhalf_average_lbp_to_space_received_distance,player_match_f3_average_lbp_to_space_received_distance,player_match_lbp_to_space_10,player_match_fhalf_lbp_to_space_10,player_match_f3_lbp_to_space_10,player_match_lbp_to_space_2,player_match_fhalf_lbp_to_space_2,player_match_f3_lbp_to_space_2,player_match_lbp_to_space_5,player_match_fhalf_lbp_to_space_5,player_match_f3_lbp_to_space_5,player_match_passes_360,player_match_obv_passes_360,player_match_fhalf_passes_360,player_match_fhalf_obv_passes_360,player_match_f3_passes_360,player_match_f3_obv_passes_360,player_match_ball_receipts_360,player_match_fhalf_ball_receipts_360,player_match_f3_ball_receipts_360,player_match_360_minutes,player_match_defensive_actions,player_match_ccaa,player_match_claim_success,player_match_da_aggressive_distance,player_match_goals_conceded,player_match_gsaa,player_match_gk_positioning_error,player_match_positive_outcome_score,player_match_npot_psxg_faced,player_match_save_ratio,player_match_gsaa_ratio,player_match_npot_shots_faced
33643,4003626,1033,Ujpest,7138,Iuri Medeiros,79.4,,0.0,0,0,0,0.10744515,2,1,0,0,1,0,1,0,0,0.4275862,1,1,0,0.0,0,1,3,2,0.6666666666666666,0,0,1,0,0.0,20,13,0.65,18,4,2,14,5,2,1,2,0,0,0,,0,0,0.03889843,0,1,2,6,1,0,0.06854672,0,32,2,0.0,3,0.0,0,0.15673739,0.08819066,0.08819066,0.08819066,0.007836869359016419,0.004409532994031906,0.004409532994031906,0.004409532994031906,24.0,19.273422,0.8030592451492945,3.0,12.0,10.389069,0.8657557417949041,1.0,0.017665945,0.036543615,,-0.0015968569,-0.01728081,,0,2,0.0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,24,-0.05276914579527719,,65.73849487304688,0,0.0,,0.5555555457440916,0.0,0.0,,0
33643,4003626,2774,Győri ETO,74155,Paul Viorel Anton,85.35,0.008211254142224789,0.008211254,1,0,0,1.0283668,5,4,1,1,6,3,0,3,1,0.5724138,0,0,0,1.0,1,1,14,7,0.5,0,0,0,0,,79,62,0.7848101265822784,71,12,7,60,14,0,2,12,0,6,3,0.5,0,0,0.9487212,1,3,11,10,0,3,0.07964566,0,125,3,0.5,8,0.0,0,2.0151935,1.8931758,1.8158886,1.5053831,0.030533234278361004,0.02868448242996678,0.02751346429189046,0.0228088353619431,10.0,9.20343,0.920342992246151,0.0,2.0,1.173808,0.586903989315033,0.0,0.9105658,0.85816664,-0.07051014,0.033190627,0.08971862,,0,15,0.0,0,0,5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,14,-0.025198241074879963,,61.78928756713867,0,0.0,,0.6141078820112571,0.0,0.0,,0
33643,4003626,1033,Ujpest,38335,Riccardo Piscitelli,94.433334,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.4275862,0,0,0,,0,0,19,9,0.47368421052631576,0,0,0,0,,49,39,0.7959183673469388,31,22,0,27,0,0,0,0,0,0,0,,0,0,0.0,0,1,18,0,0,0,0.0,0,74,0,,1,0.0,0,0.12187928,0.07258704,0.12187928,0.07258704,0.0024873322370100996,0.0014813682254479856,0.0024873322370100996,0.0014813682254479856,,,,,,,,,1.8441157,0.086784296,,,0.10152548,1.6558058,0,4,0.0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,0,0.00760577746800014,1.0,17.504302978515625,3,1.303563117980957,1.5575652122497559,0.3124999953433872,4.303563,0.7272727272727273,0.11850573799826881,11
33643,4003626,1033,Ujpest,35313,Mátyás Tajti,15.15,,0.0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0.4275862,1,1,0,0.0,0,0,0,0,,0,0,0,0,,5,4,0.8,5,3,1,1,1,1,0,0,0,0,0,,0,0,0.0,0,0,0,4,0,0,0.0,0,9,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.427374,0.8091246684392294,0.0,0.0,,,0.0,0.008548179,-0.00413349,,,0.012681668,,0,0,0.0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,3,-0.036608836480549405,,,0,0.0,,1.0,0.0,0.0,,0
33643,4003626,1033,Ujpest,18879,Arijan Ademi,48.033333,0.020122064277529716,0.020122064,1,0,0,0.0,0,0,0,0,0,0,0,6,4,0.4275862,1,2,1,0.8571428571428571,1,0,0,0,,2,0,0,0,,15,13,0.8666666666666667,15,2,1,12,5,0,0,5,0,0,0,,0,0,0.0,0,0,0,8,0,0,0.0,1,36,3,,3,0.027777777777777776,0,0.020122064,0.020122064,0.020122064,0.020122064,0.0008384193448970715,0.0008384193448970715,0.0008384193448970715,0.0008384193448970715,15.0,12.087738,0.8058492759863536,2.0,5.0,3.780937,0.7561874151229858,1.0,-0.048001297,-0.010741172,-0.03947018,-0.03616189,0.038371943,,0,2,0.0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,22,-0.07593032386567858,,55.98118209838867,0,0.0,,,0.0,0.0,,0
33643,4003626,1033,Ujpest,10837,Matija Ljujić,46.4,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.4275862,2,2,0,0.0,4,2,2,2,1.0,0,1,0,0,,10,7,0.7,10,2,1,7,0,0,0,0,0,0,0,,0,0,0.0,0,1,2,12,1,0,0.0,0,24,2,,0,0.0,1,0.03889843,0.03889843,0.03889843,0.03889843,0.0029921869818980876,0.0029921869818980876,0.0029921869818980876,0.0029921869818980876,17.0,12.601094,0.7412408818216885,2.0,3.0,1.917247,0.6390823423862457,1.0,-0.049313724,-0.04162193,,-0.018000774,0.0103089735,,0,2,0.0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,21,-0.021591296967338112,,49.430511474609375,0,0.0,,0.29411763880904596,0.0,0.0,,0
33643,4003626,1033,Ujpest,7977,João Nunes,94.433334,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.4275862,0,0,0,,1,0,3,1,0.3333333333333333,0,1,2,1,0.5,39,32,0.8205128205128205,38,12,3,24,3,1,0,2,0,0,0,,0,0,0.0,0,1,3,4,1,0,0.0,0,63,2,,3,0.0,0,0.07258704,0.07258704,0.07258704,0.07258704,0.00219960736505913,0.00219960736505913,0.00219960736505913,0.00219960736505913,5.0,2.980336,0.596067202091217,1.0,1.0,0.29762,0.2976199984550476,0.0,0.04340435,0.007831138,,-0.0033070575,0.038880255,,0,9,0.0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,6,-0.049537079674857,,48.21530532836914,0,0.0,,0.1562499976716936,0.0,0.0,,0
33643,4003626,1033,Ujpest,11268,Attila Fiola,48.033333,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.4275862,0,0,0,,3,0,3,2,0.6666666666666666,1,1,2,0,0.0,25,19,0.76,25,8,1,16,1,1,0,0,0,0,0,,0,0,0.0,0,1,3,5,1,0,0.0,0,43,0,,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.405399,0.8405399054288865,0.0,1.0,1.457764,1.4577640295028687,0.0,-0.016060337,-0.026790291,,-0.0033819582,0.014111913,,0,4,0.0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,13,-0.07593032386567858,,46.26258850097656,0,0.0,,,0.0,0.0,,0
33643,4003626,1033,Ujpest,28763,Giorgi Beridze,72.833336,0.05574273690581322,0.111485474,2,0,0,0.0,0,0,0,0,1,1,3,3,1,0.4275862,0,1,0,1.0,0,5,1,1,1.0,0,0,0,0,,17,11,0.6470588235294118,15,1,4,12,6,0,3,3,1,0,0,,0,0,0.0,0,1,0,4,3,0,0.0,2,36,2,0.0,4,0.05555555555555555,1,0.16077772,0.16077772,0.08819066,0.08819066,0.008932095434930589,0.008932095434930589,0.004899481104479896,0.004899481104479896,12.0,12.7446165,1.0620514129598935,0.0,3.0,6.81396,2.2713200052579245,0.0,0.049203366,-0.10621433,-0.010678649,0.040781498,0.12531486,,1,4,0.021737045,0,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,15,-0.054308807408368145,,85.4133071899414,0,0.0,,0.705882361190954,0.0,0.0,,0
33643,4003626,1033,Ujpest,12829,Damian Rasak,94.433334,0.030655942857265472,0.061311886,2,0,0,0.0,0,0,0,0,0,0,2,0,1,0.4275862,0,0,0,,1,0,1,1,1.0,1,1,3,1,0.3333333333333333,42,30,0.7142857142857143,35,10,5,27,2,0,0,2,1,2,0,0.0,0,0,0.0,0,1,1,4,0,0,0.0,2,64,2,,2,0.03125,3,0.100210324,0.100210324,0.08819066,0.08819066,0.002444154242189919,0.002444154242189919,0.0021509917044058077,0.0021509917044058077,8.0,5.661969,0.7077462449669838,2.0,4.0,2.503716,0.6259289979934692,1.0,0.2215588,-0.05403233,-0.06584292,0.26432765,0.077106364,,0,9,0.024565568,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,9,-0.049537079674857,,45.63679122924805,0,0.0,,0.2187499930150808,0.0,0.0,,0
